Stored fact information:
LecturerCandidate(ID0) => Min Interval: 31, Max Interval: 40
LecturerCandidate(ID1937) => Min Interval: 45, Max Interval: 46
LecturerCandidate(ID1941) => Min Interval: 26, Max Interval: 45
LecturerCandidate(ID1942) => Min Interval: 17, Max Interval: 47
LecturerCandidate(ID1943) => Min Interval: 20, Max Interval: 50
LecturerCandidate(ID1944) => Min Interval: 13, Max Interval: 46
LecturerCandidate(ID1946) => Min Interval: 10, Max Interval: 47
LecturerCandidate(ID1947) => Min Interval: 8, Max Interval: 44
LecturerCandidate(ID1953) => Min Interval: 12, Max Interval: 44
LecturerCandidate(ID1954) => Min Interval: 9, Max Interval: 51
LecturerCandidate(ID1955) => Min Interval: 16, Max Interval: 40
LecturerCandidate(ID1957) => Min Interval: 10, Max Interval: 49
LecturerCandidate(ID1958) => Min Interval: 40, Max Interval: 45
LecturerCandidate(ID1960) => Min Interval: 12, Max Interval: 43
LecturerCandidate(ID1965) => Min Interval: 8, Max Interval: 45
LecturerCandidate(ID1966) => Min Interval: 10, Max Interval: 23
LecturerCandidate(ID1968) => Min Interval: 14, Max Interval: 14
LecturerCandidate(ID1970) => Min Interval: 14, Max Interval: 50
LecturerCandidate(ID1975) => Min Interval: 11, Max Interval: 40
LecturerCandidate(ID1980) => Min Interval: 16, Max Interval: 49
LecturerCandidate(ID1983) => Min Interval: 25, Max Interval: 49
LecturerCandidate(ID1985) => Min Interval: 14, Max Interval: 42
LecturerCandidate(ID1988) => Min Interval: 33, Max Interval: 49
LecturerCandidate(ID1993) => Min Interval: 27, Max Interval: 49
LecturerCandidate(ID1994) => Min Interval: 11, Max Interval: 48
LecturerCandidate(ID1997) => Min Interval: 9, Max Interval: 50
LecturerCandidate(ID1999) => Min Interval: 10, Max Interval: 35
LecturerCandidate(ID2001) => Min Interval: 16, Max Interval: 31
LecturerCandidate(ID2002) => Min Interval: 16, Max Interval: 50
LecturerCandidate(ID2003) => Min Interval: 27, Max Interval: 49
LecturerCandidate(ID2009) => Min Interval: 6, Max Interval: 49
LecturerCandidate(ID2010) => Min Interval: 11, Max Interval: 38
LecturerCandidate(ID2012) => Min Interval: 10, Max Interval: 33
LecturerCandidate(ID2013) => Min Interval: 12, Max Interval: 39
LecturerCandidate(ID2017) => Min Interval: 15, Max Interval: 41
LecturerCandidate(ID2022) => Min Interval: 5, Max Interval: 48
LecturerCandidate(ID2025) => Min Interval: 10, Max Interval: 33
LecturerCandidate(ID2028) => Min Interval: 10, Max Interval: 51
LecturerCandidate(ID2029) => Min Interval: 12, Max Interval: 14
LecturerCandidate(ID2041) => Min Interval: 23, Max Interval: 31
LecturerCandidate(ID2042) => Min Interval: 13, Max Interval: 47
LecturerCandidate(ID2043) => Min Interval: 9, Max Interval: 50
LecturerCandidate(ID2044) => Min Interval: 6, Max Interval: 48
LecturerCandidate(ID2045) => Min Interval: 21, Max Interval: 22
LecturerCandidate(ID2047) => Min Interval: 35, Max Interval: 47
LecturerCandidate(ID2048) => Min Interval: 8, Max Interval: 49
LecturerCandidate(ID2051) => Min Interval: 13, Max Interval: 42
LecturerCandidate(ID2055) => Min Interval: 7, Max Interval: 29
LecturerCandidate(ID2056) => Min Interval: 27, Max Interval: 50
LecturerCandidate(ID2059) => Min Interval: 19, Max Interval: 45
LecturerCandidate(ID2060) => Min Interval: 33, Max Interval: 43
LecturerCandidate(ID2061) => Min Interval: 26, Max Interval: 49
LecturerCandidate(ID2063) => Min Interval: 15, Max Interval: 43
LecturerCandidate(ID2065) => Min Interval: 21, Max Interval: 39
LecturerCandidate(ID2066) => Min Interval: 13, Max Interval: 50
LecturerCandidate(ID2072) => Min Interval: 22, Max Interval: 51
LecturerCandidate(ID2074) => Min Interval: 6, Max Interval: 48
LecturerCandidate(ID2075) => Min Interval: 12, Max Interval: 51
LecturerCandidate(ID2079) => Min Interval: 10, Max Interval: 40
LecturerCandidate(ID2082) => Min Interval: 27, Max Interval: 49
LecturerCandidate(ID2084) => Min Interval: 17, Max Interval: 47
LecturerCandidate(ID2089) => Min Interval: 5, Max Interval: 47
LecturerCandidate(ID2092) => Min Interval: 11, Max Interval: 38
LecturerCandidate(ID2094) => Min Interval: 5, Max Interval: 33
LecturerCandidate(ID2096) => Min Interval: 33, Max Interval: 44
LecturerCandidate(ID2097) => Min Interval: 3, Max Interval: 47
LecturerCandidate(ID2098) => Min Interval: 18, Max Interval: 25
LecturerCandidate(ID2099) => Min Interval: 3, Max Interval: 23
LecturerCandidate(ID2102) => Min Interval: 10, Max Interval: 37
LecturerCandidate(ID2105) => Min Interval: 12, Max Interval: 52
LecturerCandidate(ID2108) => Min Interval: 33, Max Interval: 47
LecturerCandidate(ID2109) => Min Interval: 4, Max Interval: 46
LecturerCandidate(ID2111) => Min Interval: 10, Max Interval: 33
LecturerCandidate(ID2116) => Min Interval: 25, Max Interval: 40
LecturerCandidate(ID2118) => Min Interval: 26, Max Interval: 35
LecturerCandidate(ID2120) => Min Interval: 3, Max Interval: 30
LecturerCandidate(ID2121) => Min Interval: 34, Max Interval: 44
LecturerCandidate(ID2125) => Min Interval: 5, Max Interval: 50
LecturerCandidate(ID2126) => Min Interval: 9, Max Interval: 44
LecturerCandidate(ID2128) => Min Interval: 7, Max Interval: 44
LecturerCandidate(ID2130) => Min Interval: 4, Max Interval: 47
LecturerCandidate(ID2133) => Min Interval: 16, Max Interval: 36
LecturerCandidate(ID2135) => Min Interval: 21, Max Interval: 52
LecturerCandidate(ID2136) => Min Interval: 4, Max Interval: 49
LecturerCandidate(ID2143) => Min Interval: 22, Max Interval: 35
LecturerCandidate(ID2144) => Min Interval: 10, Max Interval: 39
LecturerCandidate(ID2151) => Min Interval: 18, Max Interval: 36
LecturerCandidate(ID2153) => Min Interval: 38, Max Interval: 43
LecturerCandidate(ID2154) => Min Interval: 12, Max Interval: 40
LecturerCandidate(ID2156) => Min Interval: 5, Max Interval: 20
LecturerCandidate(ID2158) => Min Interval: 8, Max Interval: 46
LecturerCandidate(ID2167) => Min Interval: 4, Max Interval: 46
LecturerCandidate(ID2168) => Min Interval: 16, Max Interval: 19
LecturerCandidate(ID2169) => Min Interval: 4, Max Interval: 42
LecturerCandidate(ID2171) => Min Interval: 26, Max Interval: 35
LecturerCandidate(ID2173) => Min Interval: 32, Max Interval: 32
LecturerCandidate(ID2174) => Min Interval: 12, Max Interval: 28
LecturerCandidate(ID2175) => Min Interval: 47, Max Interval: 49
LecturerCandidate(ID2182) => Min Interval: 4, Max Interval: 52
LecturerCandidate(ID2183) => Min Interval: 28, Max Interval: 42
LecturerCandidate(ID2187) => Min Interval: 6, Max Interval: 35
LecturerCandidate(ID2188) => Min Interval: 10, Max Interval: 36
LecturerCandidate(ID2190) => Min Interval: 33, Max Interval: 49
LecturerCandidate(ID2192) => Min Interval: 15, Max Interval: 46
LecturerCandidate(ID2194) => Min Interval: 14, Max Interval: 29
LecturerCandidate(ID2196) => Min Interval: 11, Max Interval: 47
LecturerCandidate(ID2200) => Min Interval: 9, Max Interval: 42
LecturerCandidate(ID2201) => Min Interval: 30, Max Interval: 47
LecturerCandidate(ID2203) => Min Interval: 5, Max Interval: 52
LecturerCandidate(ID2204) => Min Interval: 4, Max Interval: 38
LecturerCandidate(ID2206) => Min Interval: 18, Max Interval: 32
LecturerCandidate(ID2211) => Min Interval: 22, Max Interval: 44
LecturerCandidate(ID2215) => Min Interval: 13, Max Interval: 35
LecturerCandidate(ID2216) => Min Interval: 35, Max Interval: 50
LecturerCandidate(ID2217) => Min Interval: 9, Max Interval: 34
LecturerCandidate(ID2218) => Min Interval: 10, Max Interval: 47
LecturerCandidate(ID2220) => Min Interval: 10, Max Interval: 45
LecturerCandidate(ID2221) => Min Interval: 10, Max Interval: 15
LecturerCandidate(ID2224) => Min Interval: 3, Max Interval: 45
LecturerCandidate(ID2227) => Min Interval: 20, Max Interval: 50
LecturerCandidate(ID2231) => Min Interval: 5, Max Interval: 41
LecturerCandidate(ID2232) => Min Interval: 14, Max Interval: 25
LecturerCandidate(ID2234) => Min Interval: 16, Max Interval: 27
LecturerCandidate(ID2235) => Min Interval: 10, Max Interval: 22
LecturerCandidate(ID2238) => Min Interval: 10, Max Interval: 49
LecturerCandidate(ID2239) => Min Interval: 43, Max Interval: 49
LecturerCandidate(ID2240) => Min Interval: 10, Max Interval: 19
LecturerCandidate(ID2241) => Min Interval: 17, Max Interval: 27
LecturerCandidate(ID2243) => Min Interval: 28, Max Interval: 51
LecturerCandidate(ID2244) => Min Interval: 10, Max Interval: 46
LecturerCandidate(ID2245) => Min Interval: 11, Max Interval: 24
LecturerCandidate(ID2248) => Min Interval: 14, Max Interval: 37
LecturerCandidate(ID2250) => Min Interval: 3, Max Interval: 18
LecturerCandidate(ID2252) => Min Interval: 4, Max Interval: 51
LecturerCandidate(ID2257) => Min Interval: 12, Max Interval: 18
LecturerCandidate(ID2265) => Min Interval: 26, Max Interval: 47
LecturerCandidate(ID2267) => Min Interval: 25, Max Interval: 47
LecturerCandidate(ID2272) => Min Interval: 20, Max Interval: 48
LecturerCandidate(ID2273) => Min Interval: 26, Max Interval: 29
LecturerCandidate(ID2275) => Min Interval: 8, Max Interval: 52
LecturerCandidate(ID2277) => Min Interval: 9, Max Interval: 48
LecturerCandidate(ID2279) => Min Interval: 3, Max Interval: 49
LecturerCandidate(ID2281) => Min Interval: 8, Max Interval: 47
LecturerCandidate(ID2283) => Min Interval: 26, Max Interval: 48
LecturerCandidate(ID2286) => Min Interval: 42, Max Interval: 43
LecturerCandidate(ID2290) => Min Interval: 9, Max Interval: 18
LecturerCandidate(ID2291) => Min Interval: 9, Max Interval: 52
LecturerCandidate(ID2293) => Min Interval: 33, Max Interval: 41
LecturerCandidate(ID2295) => Min Interval: 9, Max Interval: 32
LecturerCandidate(ID2298) => Min Interval: 2, Max Interval: 47
LecturerCandidate(ID2300) => Min Interval: 8, Max Interval: 32
LecturerCandidate(ID2301) => Min Interval: 15, Max Interval: 16
LecturerCandidate(ID2302) => Min Interval: 5, Max Interval: 49
LecturerCandidate(ID2306) => Min Interval: 38, Max Interval: 50
LecturerCandidate(ID2310) => Min Interval: 4, Max Interval: 46
LecturerCandidate(ID2312) => Min Interval: 29, Max Interval: 50
LecturerCandidate(ID2315) => Min Interval: 16, Max Interval: 22
LecturerCandidate(ID2320) => Min Interval: 2, Max Interval: 44
LecturerCandidate(ID2321) => Min Interval: 27, Max Interval: 35
LecturerCandidate(ID2322) => Min Interval: 12, Max Interval: 16
LecturerCandidate(ID2323) => Min Interval: 5, Max Interval: 30
LecturerCandidate(ID2325) => Min Interval: 22, Max Interval: 34
LecturerCandidate(ID2326) => Min Interval: 45, Max Interval: 48
LecturerCandidate(ID2327) => Min Interval: 4, Max Interval: 41
LecturerCandidate(ID2330) => Min Interval: 6, Max Interval: 47
LecturerCandidate(ID2331) => Min Interval: 13, Max Interval: 49
LecturerCandidate(ID2334) => Min Interval: 19, Max Interval: 29
LecturerCandidate(ID2335) => Min Interval: 49, Max Interval: 50
LecturerCandidate(ID2338) => Min Interval: 20, Max Interval: 48
LecturerCandidate(ID2339) => Min Interval: 13, Max Interval: 44
LecturerCandidate(ID2342) => Min Interval: 31, Max Interval: 50
LecturerCandidate(ID2343) => Min Interval: 30, Max Interval: 49
LecturerCandidate(ID2345) => Min Interval: 2, Max Interval: 45
LecturerCandidate(ID2348) => Min Interval: 19, Max Interval: 49
LecturerCandidate(ID2351) => Min Interval: 23, Max Interval: 45
LecturerCandidate(ID2353) => Min Interval: 16, Max Interval: 48
LecturerCandidate(ID2358) => Min Interval: 24, Max Interval: 38
LecturerCandidate(ID2359) => Min Interval: 10, Max Interval: 50
LecturerCandidate(ID2360) => Min Interval: 2, Max Interval: 48
LecturerCandidate(ID2361) => Min Interval: 19, Max Interval: 24
LecturerCandidate(ID2363) => Min Interval: 25, Max Interval: 47
LecturerCandidate(ID2365) => Min Interval: 16, Max Interval: 19
LecturerCandidate(ID2368) => Min Interval: 14, Max Interval: 20
LecturerCandidate(ID2370) => Min Interval: 10, Max Interval: 48
LecturerCandidate(ID2371) => Min Interval: 10, Max Interval: 34
LecturerCandidate(ID2372) => Min Interval: 12, Max Interval: 26
LecturerCandidate(ID2373) => Min Interval: 21, Max Interval: 39
LecturerCandidate(ID2376) => Min Interval: 21, Max Interval: 48
LecturerCandidate(ID2380) => Min Interval: 8, Max Interval: 50
LecturerCandidate(ID2381) => Min Interval: 15, Max Interval: 48
LecturerCandidate(ID2390) => Min Interval: 14, Max Interval: 42
LecturerCandidate(ID2391) => Min Interval: 13, Max Interval: 50
LecturerCandidate(ID2395) => Min Interval: 29, Max Interval: 37
LecturerCandidate(ID2396) => Min Interval: 10, Max Interval: 45
LecturerCandidate(ID2398) => Min Interval: 12, Max Interval: 33
LecturerCandidate(ID2404) => Min Interval: 28, Max Interval: 43
LecturerCandidate(ID2406) => Min Interval: 26, Max Interval: 26
LecturerCandidate(ID2408) => Min Interval: 15, Max Interval: 40
LecturerCandidate(ID2409) => Min Interval: 10, Max Interval: 28
LecturerCandidate(ID2410) => Min Interval: 10, Max Interval: 28
LecturerCandidate(ID2412) => Min Interval: 8, Max Interval: 38
LecturerCandidate(ID2416) => Min Interval: 41, Max Interval: 44
LecturerCandidate(ID2417) => Min Interval: 16, Max Interval: 33
LecturerCandidate(ID2420) => Min Interval: 17, Max Interval: 30
LecturerCandidate(ID2423) => Min Interval: 24, Max Interval: 49
LecturerCandidate(ID2425) => Min Interval: 2, Max Interval: 40
LecturerCandidate(ID2427) => Min Interval: 12, Max Interval: 33
LecturerCandidate(ID2428) => Min Interval: 19, Max Interval: 48
LecturerCandidate(ID2429) => Min Interval: 19, Max Interval: 43
LecturerCandidate(ID2430) => Min Interval: 2, Max Interval: 44
LecturerCandidate(ID2432) => Min Interval: 31, Max Interval: 37
LecturerCandidate(ID2433) => Min Interval: 22, Max Interval: 29
LecturerCandidate(ID2434) => Min Interval: 9, Max Interval: 46
LecturerCandidate(ID2436) => Min Interval: 16, Max Interval: 48
LecturerCandidate(ID2440) => Min Interval: 20, Max Interval: 42
LecturerCandidate(ID2444) => Min Interval: 11, Max Interval: 48
LecturerCandidate(ID2446) => Min Interval: 19, Max Interval: 39
LecturerCandidate(ID2449) => Min Interval: 13, Max Interval: 33
LecturerCandidate(ID2455) => Min Interval: 8, Max Interval: 47
LecturerCandidate(ID2459) => Min Interval: 25, Max Interval: 43
LecturerCandidate(ID2464) => Min Interval: 13, Max Interval: 39
LecturerCandidate(ID2469) => Min Interval: 36, Max Interval: 50
LecturerCandidate(ID2471) => Min Interval: 21, Max Interval: 47
LecturerCandidate(ID2475) => Min Interval: 19, Max Interval: 37
LecturerCandidate(ID2476) => Min Interval: 13, Max Interval: 44
LecturerCandidate(ID2477) => Min Interval: 11, Max Interval: 23
LecturerCandidate(ID2480) => Min Interval: 20, Max Interval: 36
LecturerCandidate(ID2486) => Min Interval: 18, Max Interval: 39
LecturerCandidate(ID2490) => Min Interval: 17, Max Interval: 33
LecturerCandidate(ID2492) => Min Interval: 9, Max Interval: 23
LecturerCandidate(ID2499) => Min Interval: 37, Max Interval: 45
LecturerCandidate(ID2510) => Min Interval: 16, Max Interval: 48
LecturerCandidate(ID2515) => Min Interval: 11, Max Interval: 19
LecturerCandidate(ID2516) => Min Interval: 18, Max Interval: 39
LecturerCandidate(ID2518) => Min Interval: 11, Max Interval: 47
LecturerCandidate(ID2520) => Min Interval: 13, Max Interval: 24
LecturerCandidate(ID2522) => Min Interval: 15, Max Interval: 40
LecturerCandidate(ID2523) => Min Interval: 19, Max Interval: 21
LecturerCandidate(ID2524) => Min Interval: 16, Max Interval: 52
LecturerCandidate(ID2525) => Min Interval: 20, Max Interval: 27
LecturerCandidate(ID2526) => Min Interval: 9, Max Interval: 39
LecturerCandidate(ID2528) => Min Interval: 6, Max Interval: 46
LecturerCandidate(ID2534) => Min Interval: 12, Max Interval: 28
LecturerCandidate(ID2536) => Min Interval: 16, Max Interval: 28
LecturerCandidate(ID2543) => Min Interval: 15, Max Interval: 46
LecturerCandidate(ID2544) => Min Interval: 17, Max Interval: 32
LecturerCandidate(ID2547) => Min Interval: 25, Max Interval: 45
LecturerCandidate(ID2548) => Min Interval: 12, Max Interval: 47
LecturerCandidate(ID2550) => Min Interval: 10, Max Interval: 36
LecturerCandidate(ID2551) => Min Interval: 27, Max Interval: 46
LecturerCandidate(ID2553) => Min Interval: 10, Max Interval: 20
LecturerCandidate(ID2558) => Min Interval: 25, Max Interval: 44
LecturerCandidate(ID2564) => Min Interval: 27, Max Interval: 42
LecturerCandidate(ID2566) => Min Interval: 9, Max Interval: 50
LecturerCandidate(ID2571) => Min Interval: 16, Max Interval: 41
LecturerCandidate(ID2574) => Min Interval: 9, Max Interval: 42
LecturerCandidate(ID2576) => Min Interval: 15, Max Interval: 31
LecturerCandidate(ID2577) => Min Interval: 19, Max Interval: 24
LecturerCandidate(ID2578) => Min Interval: 12, Max Interval: 43
LecturerCandidate(ID2581) => Min Interval: 11, Max Interval: 47
LecturerCandidate(ID2585) => Min Interval: 26, Max Interval: 44
LecturerCandidate(ID2586) => Min Interval: 20, Max Interval: 50
LecturerCandidate(ID2592) => Min Interval: 9, Max Interval: 12
LecturerCandidate(ID2601) => Min Interval: 19, Max Interval: 43
LecturerCandidate(ID2604) => Min Interval: 43, Max Interval: 45
LecturerCandidate(ID2608) => Min Interval: 12, Max Interval: 14
LecturerCandidate(ID2611) => Min Interval: 19, Max Interval: 50
LecturerCandidate(ID2614) => Min Interval: 23, Max Interval: 40
LecturerCandidate(ID2617) => Min Interval: 15, Max Interval: 17
LecturerCandidate(ID2620) => Min Interval: 14, Max Interval: 16
LecturerCandidate(ID2621) => Min Interval: 20, Max Interval: 25
LecturerCandidate(ID2627) => Min Interval: 31, Max Interval: 35
LecturerCandidate(ID2630) => Min Interval: 9, Max Interval: 49
LecturerCandidate(ID2633) => Min Interval: 14, Max Interval: 41
LecturerCandidate(ID2650) => Min Interval: 9, Max Interval: 24
LecturerCandidate(ID2653) => Min Interval: 3, Max Interval: 45
LecturerCandidate(ID2656) => Min Interval: 14, Max Interval: 47
LecturerCandidate(ID2660) => Min Interval: 39, Max Interval: 47
LecturerCandidate(ID2667) => Min Interval: 10, Max Interval: 48
LecturerCandidate(ID2674) => Min Interval: 31, Max Interval: 45
LecturerCandidate(ID2679) => Min Interval: 22, Max Interval: 48
