Stored fact information:
Student(ID0) => Min Interval: 3, Max Interval: 44
Student(ID2121) => Min Interval: 8, Max Interval: 44
Student(ID2125) => Min Interval: 3, Max Interval: 48
Student(ID2126) => Min Interval: 9, Max Interval: 50
Student(ID2128) => Min Interval: 2, Max Interval: 26
Student(ID2130) => Min Interval: 4, Max Interval: 24
Student(ID2133) => Min Interval: 7, Max Interval: 45
Student(ID2135) => Min Interval: 2, Max Interval: 41
Student(ID2136) => Min Interval: 9, Max Interval: 48
Student(ID2139) => Min Interval: 1, Max Interval: 43
Student(ID2143) => Min Interval: 13, Max Interval: 38
Student(ID2144) => Min Interval: 1, Max Interval: 48
Student(ID2151) => Min Interval: 9, Max Interval: 47
Student(ID2153) => Min Interval: 21, Max Interval: 47
Student(ID2154) => Min Interval: 3, Max Interval: 44
Student(ID2156) => Min Interval: 2, Max Interval: 46
Student(ID2158) => Min Interval: 4, Max Interval: 45
Student(ID2163) => Min Interval: 28, Max Interval: 48
Student(ID2167) => Min Interval: 2, Max Interval: 41
Student(ID2168) => Min Interval: 2, Max Interval: 28
Student(ID2169) => Min Interval: 1, Max Interval: 43
Student(ID2171) => Min Interval: 11, Max Interval: 43
Student(ID2173) => Min Interval: 1, Max Interval: 37
Student(ID2174) => Min Interval: 3, Max Interval: 42
Student(ID2175) => Min Interval: 3, Max Interval: 49
Student(ID2182) => Min Interval: 13, Max Interval: 47
Student(ID2183) => Min Interval: 5, Max Interval: 43
Student(ID2187) => Min Interval: 6, Max Interval: 45
Student(ID2188) => Min Interval: 31, Max Interval: 45
Student(ID2190) => Min Interval: 7, Max Interval: 49
Student(ID2192) => Min Interval: 6, Max Interval: 46
Student(ID2194) => Min Interval: 5, Max Interval: 34
Student(ID2196) => Min Interval: 6, Max Interval: 38
Student(ID2200) => Min Interval: 0, Max Interval: 42
Student(ID2201) => Min Interval: 4, Max Interval: 48
Student(ID2203) => Min Interval: 4, Max Interval: 45
Student(ID2204) => Min Interval: 1, Max Interval: 37
Student(ID2206) => Min Interval: 9, Max Interval: 36
Student(ID2211) => Min Interval: 9, Max Interval: 44
Student(ID2215) => Min Interval: 4, Max Interval: 42
Student(ID2216) => Min Interval: 26, Max Interval: 50
Student(ID2217) => Min Interval: 0, Max Interval: 46
Student(ID2218) => Min Interval: 1, Max Interval: 47
Student(ID2220) => Min Interval: 1, Max Interval: 46
Student(ID2221) => Min Interval: 1, Max Interval: 47
Student(ID2224) => Min Interval: 15, Max Interval: 36
Student(ID2227) => Min Interval: 6, Max Interval: 47
Student(ID2231) => Min Interval: 5, Max Interval: 38
Student(ID2232) => Min Interval: 8, Max Interval: 46
Student(ID2234) => Min Interval: 7, Max Interval: 46
Student(ID2235) => Min Interval: 1, Max Interval: 42
Student(ID2238) => Min Interval: 8, Max Interval: 39
Student(ID2239) => Min Interval: 3, Max Interval: 49
Student(ID2240) => Min Interval: 1, Max Interval: 41
Student(ID2241) => Min Interval: 8, Max Interval: 49
Student(ID2243) => Min Interval: 13, Max Interval: 41
Student(ID2244) => Min Interval: 1, Max Interval: 47
Student(ID2245) => Min Interval: 2, Max Interval: 40
Student(ID2248) => Min Interval: 5, Max Interval: 37
Student(ID2250) => Min Interval: 4, Max Interval: 42
Student(ID2252) => Min Interval: 12, Max Interval: 49
Student(ID2257) => Min Interval: 3, Max Interval: 45
Student(ID2261) => Min Interval: 13, Max Interval: 46
Student(ID2264) => Min Interval: 11, Max Interval: 43
Student(ID2265) => Min Interval: 17, Max Interval: 47
Student(ID2267) => Min Interval: 6, Max Interval: 48
Student(ID2269) => Min Interval: 4, Max Interval: 48
Student(ID2272) => Min Interval: 11, Max Interval: 48
Student(ID2273) => Min Interval: 11, Max Interval: 35
Student(ID2275) => Min Interval: 2, Max Interval: 46
Student(ID2277) => Min Interval: 7, Max Interval: 48
Student(ID2279) => Min Interval: 18, Max Interval: 40
Student(ID2281) => Min Interval: 2, Max Interval: 41
Student(ID2283) => Min Interval: 8, Max Interval: 48
Student(ID2286) => Min Interval: 0, Max Interval: 47
Student(ID2290) => Min Interval: 0, Max Interval: 46
Student(ID2291) => Min Interval: 3, Max Interval: 45
Student(ID2293) => Min Interval: 7, Max Interval: 41
Student(ID2295) => Min Interval: 6, Max Interval: 44
Student(ID2298) => Min Interval: 3, Max Interval: 49
Student(ID2300) => Min Interval: 0, Max Interval: 47
Student(ID2301) => Min Interval: 6, Max Interval: 43
Student(ID2302) => Min Interval: 6, Max Interval: 49
Student(ID2303) => Min Interval: 2, Max Interval: 49
Student(ID2306) => Min Interval: 4, Max Interval: 50
Student(ID2310) => Min Interval: 8, Max Interval: 43
Student(ID2312) => Min Interval: 3, Max Interval: 50
Student(ID2315) => Min Interval: 7, Max Interval: 44
Student(ID2320) => Min Interval: 3, Max Interval: 39
Student(ID2321) => Min Interval: 7, Max Interval: 40
Student(ID2322) => Min Interval: 3, Max Interval: 32
Student(ID2323) => Min Interval: 5, Max Interval: 15
Student(ID2325) => Min Interval: 13, Max Interval: 47
Student(ID2326) => Min Interval: 7, Max Interval: 49
Student(ID2327) => Min Interval: 18, Max Interval: 38
Student(ID2330) => Min Interval: 8, Max Interval: 37
Student(ID2331) => Min Interval: 4, Max Interval: 49
Student(ID2334) => Min Interval: 2, Max Interval: 32
Student(ID2335) => Min Interval: 32, Max Interval: 50
Student(ID2338) => Min Interval: 11, Max Interval: 48
Student(ID2339) => Min Interval: 4, Max Interval: 45
Student(ID2342) => Min Interval: 22, Max Interval: 50
Student(ID2343) => Min Interval: 21, Max Interval: 49
Student(ID2345) => Min Interval: 3, Max Interval: 45
Student(ID2348) => Min Interval: 10, Max Interval: 49
Student(ID2351) => Min Interval: 2, Max Interval: 49
Student(ID2353) => Min Interval: 5, Max Interval: 37
Student(ID2358) => Min Interval: 2, Max Interval: 39
Student(ID2359) => Min Interval: 3, Max Interval: 45
Student(ID2360) => Min Interval: 9, Max Interval: 46
Student(ID2361) => Min Interval: 10, Max Interval: 42
Student(ID2363) => Min Interval: 18, Max Interval: 37
Student(ID2365) => Min Interval: 6, Max Interval: 47
Student(ID2368) => Min Interval: 5, Max Interval: 38
Student(ID2370) => Min Interval: 3, Max Interval: 45
Student(ID2371) => Min Interval: 1, Max Interval: 42
Student(ID2372) => Min Interval: 3, Max Interval: 43
Student(ID2373) => Min Interval: 3, Max Interval: 47
Student(ID2374) => Min Interval: 3, Max Interval: 41
Student(ID2376) => Min Interval: 4, Max Interval: 48
Student(ID2380) => Min Interval: 12, Max Interval: 45
Student(ID2381) => Min Interval: 2, Max Interval: 48
Student(ID2390) => Min Interval: 5, Max Interval: 43
Student(ID2391) => Min Interval: 2, Max Interval: 50
Student(ID2393) => Min Interval: 16, Max Interval: 44
Student(ID2395) => Min Interval: 4, Max Interval: 38
Student(ID2396) => Min Interval: 1, Max Interval: 45
Student(ID2398) => Min Interval: 3, Max Interval: 39
Student(ID2404) => Min Interval: 19, Max Interval: 43
Student(ID2406) => Min Interval: 3, Max Interval: 41
Student(ID2408) => Min Interval: 4, Max Interval: 47
Student(ID2409) => Min Interval: 1, Max Interval: 39
Student(ID2410) => Min Interval: 1, Max Interval: 46
Student(ID2412) => Min Interval: 13, Max Interval: 31
Student(ID2416) => Min Interval: 16, Max Interval: 44
Student(ID2417) => Min Interval: 7, Max Interval: 44
Student(ID2420) => Min Interval: 4, Max Interval: 35
Student(ID2421) => Min Interval: 6, Max Interval: 45
Student(ID2423) => Min Interval: 4, Max Interval: 49
Student(ID2425) => Min Interval: 9, Max Interval: 44
Student(ID2427) => Min Interval: 11, Max Interval: 38
Student(ID2428) => Min Interval: 10, Max Interval: 48
Student(ID2429) => Min Interval: 10, Max Interval: 44
Student(ID2430) => Min Interval: 2, Max Interval: 47
Student(ID2432) => Min Interval: 9, Max Interval: 48
Student(ID2433) => Min Interval: 6, Max Interval: 49
Student(ID2434) => Min Interval: 0, Max Interval: 46
Student(ID2436) => Min Interval: 2, Max Interval: 48
Student(ID2440) => Min Interval: 11, Max Interval: 43
Student(ID2441) => Min Interval: 1, Max Interval: 41
Student(ID2444) => Min Interval: 2, Max Interval: 48
Student(ID2446) => Min Interval: 1, Max Interval: 47
Student(ID2447) => Min Interval: 10, Max Interval: 40
Student(ID2449) => Min Interval: 3, Max Interval: 45
Student(ID2455) => Min Interval: 5, Max Interval: 48
Student(ID2459) => Min Interval: 11, Max Interval: 47
Student(ID2464) => Min Interval: 4, Max Interval: 43
Student(ID2469) => Min Interval: 6, Max Interval: 48
Student(ID2471) => Min Interval: 9, Max Interval: 47
Student(ID2475) => Min Interval: 4, Max Interval: 38
Student(ID2476) => Min Interval: 4, Max Interval: 44
Student(ID2477) => Min Interval: 2, Max Interval: 47
Student(ID2480) => Min Interval: 8, Max Interval: 44
Student(ID2486) => Min Interval: 1, Max Interval: 40
Student(ID2490) => Min Interval: 8, Max Interval: 38
Student(ID2492) => Min Interval: 0, Max Interval: 49
Student(ID2499) => Min Interval: 5, Max Interval: 45
Student(ID2510) => Min Interval: 7, Max Interval: 49
Student(ID2515) => Min Interval: 2, Max Interval: 41
Student(ID2516) => Min Interval: 9, Max Interval: 40
Student(ID2518) => Min Interval: 1, Max Interval: 46
Student(ID2520) => Min Interval: 4, Max Interval: 41
Student(ID2522) => Min Interval: 6, Max Interval: 41
Student(ID2523) => Min Interval: 1, Max Interval: 47
Student(ID2524) => Min Interval: 4, Max Interval: 48
Student(ID2525) => Min Interval: 11, Max Interval: 42
Student(ID2526) => Min Interval: 0, Max Interval: 40
Student(ID2528) => Min Interval: 3, Max Interval: 36
Student(ID2530) => Min Interval: 9, Max Interval: 47
Student(ID2534) => Min Interval: 3, Max Interval: 45
Student(ID2536) => Min Interval: 7, Max Interval: 43
Student(ID2543) => Min Interval: 2, Max Interval: 44
Student(ID2544) => Min Interval: 8, Max Interval: 50
Student(ID2547) => Min Interval: 7, Max Interval: 46
Student(ID2548) => Min Interval: 3, Max Interval: 47
Student(ID2549) => Min Interval: 4, Max Interval: 47
Student(ID2550) => Min Interval: 1, Max Interval: 44
Student(ID2551) => Min Interval: 8, Max Interval: 46
Student(ID2553) => Min Interval: 1, Max Interval: 45
Student(ID2554) => Min Interval: 7, Max Interval: 44
Student(ID2558) => Min Interval: 3, Max Interval: 45
Student(ID2564) => Min Interval: 3, Max Interval: 42
Student(ID2566) => Min Interval: 0, Max Interval: 50
Student(ID2571) => Min Interval: 7, Max Interval: 42
Student(ID2574) => Min Interval: 0, Max Interval: 46
Student(ID2576) => Min Interval: 6, Max Interval: 32
Student(ID2577) => Min Interval: 10, Max Interval: 38
Student(ID2578) => Min Interval: 3, Max Interval: 43
Student(ID2579) => Min Interval: 3, Max Interval: 48
Student(ID2581) => Min Interval: 2, Max Interval: 47
Student(ID2585) => Min Interval: 6, Max Interval: 44
Student(ID2586) => Min Interval: 11, Max Interval: 50
Student(ID2592) => Min Interval: 0, Max Interval: 47
Student(ID2601) => Min Interval: 10, Max Interval: 44
Student(ID2604) => Min Interval: 10, Max Interval: 45
Student(ID2608) => Min Interval: 3, Max Interval: 31
Student(ID2611) => Min Interval: 4, Max Interval: 50
Student(ID2614) => Min Interval: 14, Max Interval: 41
Student(ID2617) => Min Interval: 3, Max Interval: 46
Student(ID2620) => Min Interval: 5, Max Interval: 40
Student(ID2621) => Min Interval: 3, Max Interval: 47
Student(ID2627) => Min Interval: 9, Max Interval: 42
Student(ID2630) => Min Interval: 0, Max Interval: 49
Student(ID2633) => Min Interval: 15, Max Interval: 41
Student(ID2650) => Min Interval: 0, Max Interval: 43
Student(ID2652) => Min Interval: 10, Max Interval: 45
Student(ID2653) => Min Interval: 4, Max Interval: 49
Student(ID2656) => Min Interval: 5, Max Interval: 47
Student(ID2660) => Min Interval: 18, Max Interval: 47
Student(ID2667) => Min Interval: 1, Max Interval: 48
Student(ID2674) => Min Interval: 12, Max Interval: 45
Student(ID2679) => Min Interval: 6, Max Interval: 47
Student(ID2682) => Min Interval: 2, Max Interval: 37
Student(ID2686) => Min Interval: 7, Max Interval: 20
Student(ID2687) => Min Interval: 3, Max Interval: 47
Student(ID2688) => Min Interval: 3, Max Interval: 50
Student(ID2689) => Min Interval: 2, Max Interval: 43
Student(ID2691) => Min Interval: 1, Max Interval: 46
Student(ID2693) => Min Interval: 6, Max Interval: 49
Student(ID2695) => Min Interval: 5, Max Interval: 45
Student(ID2707) => Min Interval: 4, Max Interval: 35
Student(ID2711) => Min Interval: 6, Max Interval: 34
Student(ID2712) => Min Interval: 0, Max Interval: 46
Student(ID2716) => Min Interval: 3, Max Interval: 50
Student(ID2722) => Min Interval: 2, Max Interval: 47
Student(ID2725) => Min Interval: 8, Max Interval: 47
Student(ID2745) => Min Interval: 8, Max Interval: 39
Student(ID2746) => Min Interval: 12, Max Interval: 44
Student(ID2753) => Min Interval: 8, Max Interval: 49
Student(ID2759) => Min Interval: 4, Max Interval: 47
Student(ID2764) => Min Interval: 11, Max Interval: 49
Student(ID2773) => Min Interval: 5, Max Interval: 49
Student(ID2774) => Min Interval: 10, Max Interval: 48
Student(ID2830) => Min Interval: 13, Max Interval: 47
Student(ID2833) => Min Interval: 9, Max Interval: 40
Student(ID2834) => Min Interval: 1, Max Interval: 47
Student(ID2835) => Min Interval: 8, Max Interval: 42
Student(ID2837) => Min Interval: 26, Max Interval: 37
Student(ID2838) => Min Interval: 3, Max Interval: 49
Student(ID2841) => Min Interval: 8, Max Interval: 48
Student(ID2844) => Min Interval: 6, Max Interval: 48
Student(ID2845) => Min Interval: 1, Max Interval: 38
Student(ID2849) => Min Interval: 3, Max Interval: 50
Student(ID2851) => Min Interval: 19, Max Interval: 43
Student(ID2853) => Min Interval: 29, Max Interval: 48
Student(ID2854) => Min Interval: 15, Max Interval: 45
Student(ID2856) => Min Interval: 3, Max Interval: 48
Student(ID2857) => Min Interval: 4, Max Interval: 46
Student(ID2859) => Min Interval: 2, Max Interval: 44
Student(ID2861) => Min Interval: 10, Max Interval: 46
Student(ID2863) => Min Interval: 3, Max Interval: 41
Student(ID2864) => Min Interval: 2, Max Interval: 39
Student(ID2865) => Min Interval: 5, Max Interval: 44
Student(ID2866) => Min Interval: 4, Max Interval: 39
Student(ID2869) => Min Interval: 4, Max Interval: 48
Student(ID2872) => Min Interval: 3, Max Interval: 48
Student(ID2875) => Min Interval: 16, Max Interval: 44
Student(ID2879) => Min Interval: 14, Max Interval: 49
Student(ID2881) => Min Interval: 4, Max Interval: 50
Student(ID2882) => Min Interval: 3, Max Interval: 48
Student(ID2884) => Min Interval: 0, Max Interval: 46
Student(ID2887) => Min Interval: 2, Max Interval: 49
Student(ID2889) => Min Interval: 1, Max Interval: 28
Student(ID2891) => Min Interval: 0, Max Interval: 49
Student(ID2895) => Min Interval: 1, Max Interval: 50
Student(ID2896) => Min Interval: 7, Max Interval: 48
Student(ID2897) => Min Interval: 4, Max Interval: 47
Student(ID2899) => Min Interval: 9, Max Interval: 48
Student(ID2902) => Min Interval: 1, Max Interval: 14
Student(ID2905) => Min Interval: 4, Max Interval: 48
Student(ID2909) => Min Interval: 1, Max Interval: 33
Student(ID2910) => Min Interval: 3, Max Interval: 41
Student(ID2912) => Min Interval: 5, Max Interval: 48
Student(ID2913) => Min Interval: 6, Max Interval: 42
Student(ID2915) => Min Interval: 3, Max Interval: 35
Student(ID2916) => Min Interval: 2, Max Interval: 47
Student(ID2921) => Min Interval: 2, Max Interval: 46
Student(ID2922) => Min Interval: 1, Max Interval: 43
Student(ID2926) => Min Interval: 2, Max Interval: 34
Student(ID2928) => Min Interval: 6, Max Interval: 46
Student(ID2931) => Min Interval: 7, Max Interval: 48
Student(ID2933) => Min Interval: 9, Max Interval: 48
Student(ID2936) => Min Interval: 5, Max Interval: 48
Student(ID2937) => Min Interval: 3, Max Interval: 41
Student(ID2939) => Min Interval: 5, Max Interval: 31
Student(ID2945) => Min Interval: 7, Max Interval: 48
Student(ID2946) => Min Interval: 4, Max Interval: 35
Student(ID2949) => Min Interval: 7, Max Interval: 48
Student(ID2951) => Min Interval: 3, Max Interval: 39
Student(ID2952) => Min Interval: 6, Max Interval: 37
Student(ID2954) => Min Interval: 2, Max Interval: 42
Student(ID2958) => Min Interval: 0, Max Interval: 50
Student(ID2959) => Min Interval: 1, Max Interval: 41
Student(ID2960) => Min Interval: 5, Max Interval: 48
Student(ID2962) => Min Interval: 4, Max Interval: 47
Student(ID2964) => Min Interval: 9, Max Interval: 48
Student(ID2966) => Min Interval: 9, Max Interval: 47
Student(ID2967) => Min Interval: 14, Max Interval: 28
Student(ID2968) => Min Interval: 15, Max Interval: 39
Student(ID2970) => Min Interval: 7, Max Interval: 37
Student(ID2971) => Min Interval: 14, Max Interval: 43
Student(ID2976) => Min Interval: 2, Max Interval: 34
Student(ID2977) => Min Interval: 5, Max Interval: 42
Student(ID2979) => Min Interval: 4, Max Interval: 38
Student(ID2983) => Min Interval: 5, Max Interval: 41
Student(ID2985) => Min Interval: 2, Max Interval: 30
Student(ID2987) => Min Interval: 7, Max Interval: 45
Student(ID2989) => Min Interval: 8, Max Interval: 44
Student(ID2991) => Min Interval: 2, Max Interval: 46
Student(ID2993) => Min Interval: 4, Max Interval: 37
Student(ID2994) => Min Interval: 3, Max Interval: 44
Student(ID2997) => Min Interval: 13, Max Interval: 39
Student(ID3002) => Min Interval: 7, Max Interval: 42
Student(ID3006) => Min Interval: 6, Max Interval: 49
Student(ID3007) => Min Interval: 1, Max Interval: 45
Student(ID3008) => Min Interval: 9, Max Interval: 45
