Stored fact information:
AssociateProfessor(ID0) => Min Interval: 37, Max Interval: 41
AssociateProfessor(ID1975) => Min Interval: 16, Max Interval: 45
AssociateProfessor(ID1980) => Min Interval: 22, Max Interval: 50
AssociateProfessor(ID1983) => Min Interval: 31, Max Interval: 50
AssociateProfessor(ID1985) => Min Interval: 20, Max Interval: 43
AssociateProfessor(ID1988) => Min Interval: 39, Max Interval: 50
AssociateProfessor(ID1990) => Min Interval: 9, Max Interval: 48
AssociateProfessor(ID1993) => Min Interval: 33, Max Interval: 50
AssociateProfessor(ID1994) => Min Interval: 17, Max Interval: 49
AssociateProfessor(ID1996) => Min Interval: 4, Max Interval: 45
AssociateProfessor(ID1997) => Min Interval: 15, Max Interval: 51
AssociateProfessor(ID1999) => Min Interval: 15, Max Interval: 40
AssociateProfessor(ID2001) => Min Interval: 22, Max Interval: 32
AssociateProfessor(ID2002) => Min Interval: 22, Max Interval: 51
AssociateProfessor(ID2005) => Min Interval: 33, Max Interval: 46
AssociateProfessor(ID2009) => Min Interval: 11, Max Interval: 54
AssociateProfessor(ID2010) => Min Interval: 17, Max Interval: 39
AssociateProfessor(ID2012) => Min Interval: 16, Max Interval: 34
AssociateProfessor(ID2013) => Min Interval: 18, Max Interval: 40
AssociateProfessor(ID2017) => Min Interval: 21, Max Interval: 42
AssociateProfessor(ID2022) => Min Interval: 10, Max Interval: 53
AssociateProfessor(ID2025) => Min Interval: 16, Max Interval: 17
AssociateProfessor(ID2028) => Min Interval: 16, Max Interval: 54
AssociateProfessor(ID2030) => Min Interval: 15, Max Interval: 50
AssociateProfessor(ID2033) => Min Interval: 11, Max Interval: 38
AssociateProfessor(ID2036) => Min Interval: 2, Max Interval: 31
AssociateProfessor(ID2041) => Min Interval: 28, Max Interval: 36
AssociateProfessor(ID2042) => Min Interval: 18, Max Interval: 52
AssociateProfessor(ID2043) => Min Interval: 15, Max Interval: 51
AssociateProfessor(ID2044) => Min Interval: 11, Max Interval: 49
AssociateProfessor(ID2047) => Min Interval: 41, Max Interval: 48
AssociateProfessor(ID2048) => Min Interval: 13, Max Interval: 53
AssociateProfessor(ID2051) => Min Interval: 18, Max Interval: 47
AssociateProfessor(ID2055) => Min Interval: 12, Max Interval: 34
AssociateProfessor(ID2056) => Min Interval: 33, Max Interval: 51
AssociateProfessor(ID2059) => Min Interval: 25, Max Interval: 46
AssociateProfessor(ID2060) => Min Interval: 39, Max Interval: 44
AssociateProfessor(ID2063) => Min Interval: 21, Max Interval: 44
AssociateProfessor(ID2065) => Min Interval: 27, Max Interval: 40
AssociateProfessor(ID2066) => Min Interval: 18, Max Interval: 51
AssociateProfessor(ID2070) => Min Interval: 7, Max Interval: 45
AssociateProfessor(ID2072) => Min Interval: 27, Max Interval: 52
AssociateProfessor(ID2074) => Min Interval: 11, Max Interval: 49
AssociateProfessor(ID2075) => Min Interval: 17, Max Interval: 53
AssociateProfessor(ID2079) => Min Interval: 16, Max Interval: 41
AssociateProfessor(ID2082) => Min Interval: 33, Max Interval: 50
AssociateProfessor(ID2084) => Min Interval: 23, Max Interval: 48
AssociateProfessor(ID2086) => Min Interval: 29, Max Interval: 50
AssociateProfessor(ID2089) => Min Interval: 10, Max Interval: 52
AssociateProfessor(ID2092) => Min Interval: 17, Max Interval: 39
AssociateProfessor(ID2094) => Min Interval: 10, Max Interval: 38
AssociateProfessor(ID2096) => Min Interval: 39, Max Interval: 45
AssociateProfessor(ID2097) => Min Interval: 9, Max Interval: 52
AssociateProfessor(ID2098) => Min Interval: 24, Max Interval: 26
AssociateProfessor(ID2099) => Min Interval: 8, Max Interval: 28
AssociateProfessor(ID2101) => Min Interval: 15, Max Interval: 39
AssociateProfessor(ID2102) => Min Interval: 15, Max Interval: 42
AssociateProfessor(ID2105) => Min Interval: 17, Max Interval: 55
AssociateProfessor(ID2106) => Min Interval: 12, Max Interval: 50
AssociateProfessor(ID2108) => Min Interval: 39, Max Interval: 48
AssociateProfessor(ID2109) => Min Interval: 10, Max Interval: 47
AssociateProfessor(ID2111) => Min Interval: 16, Max Interval: 34
AssociateProfessor(ID2112) => Min Interval: 8, Max Interval: 50
AssociateProfessor(ID2116) => Min Interval: 30, Max Interval: 44
AssociateProfessor(ID2118) => Min Interval: 32, Max Interval: 36
AssociateProfessor(ID2120) => Min Interval: 9, Max Interval: 35
AssociateProfessor(ID2121) => Min Interval: 40, Max Interval: 45
AssociateProfessor(ID2125) => Min Interval: 10, Max Interval: 55
AssociateProfessor(ID2126) => Min Interval: 15, Max Interval: 45
AssociateProfessor(ID2128) => Min Interval: 12, Max Interval: 49
AssociateProfessor(ID2130) => Min Interval: 9, Max Interval: 52
AssociateProfessor(ID2133) => Min Interval: 22, Max Interval: 37
AssociateProfessor(ID2135) => Min Interval: 26, Max Interval: 55
AssociateProfessor(ID2136) => Min Interval: 9, Max Interval: 53
AssociateProfessor(ID2143) => Min Interval: 28, Max Interval: 36
AssociateProfessor(ID2144) => Min Interval: 16, Max Interval: 40
AssociateProfessor(ID2147) => Min Interval: 3, Max Interval: 48
AssociateProfessor(ID2149) => Min Interval: 3, Max Interval: 48
AssociateProfessor(ID2151) => Min Interval: 24, Max Interval: 37
AssociateProfessor(ID2154) => Min Interval: 33, Max Interval: 41
AssociateProfessor(ID2156) => Min Interval: 10, Max Interval: 25
AssociateProfessor(ID2158) => Min Interval: 13, Max Interval: 51
AssociateProfessor(ID2167) => Min Interval: 10, Max Interval: 51
AssociateProfessor(ID2169) => Min Interval: 10, Max Interval: 43
AssociateProfessor(ID2171) => Min Interval: 32, Max Interval: 36
AssociateProfessor(ID2174) => Min Interval: 18, Max Interval: 29
AssociateProfessor(ID2182) => Min Interval: 9, Max Interval: 54
AssociateProfessor(ID2183) => Min Interval: 34, Max Interval: 43
AssociateProfessor(ID2187) => Min Interval: 11, Max Interval: 40
AssociateProfessor(ID2188) => Min Interval: 16, Max Interval: 41
AssociateProfessor(ID2190) => Min Interval: 39, Max Interval: 50
AssociateProfessor(ID2192) => Min Interval: 21, Max Interval: 47
AssociateProfessor(ID2194) => Min Interval: 20, Max Interval: 30
AssociateProfessor(ID2196) => Min Interval: 17, Max Interval: 48
AssociateProfessor(ID2198) => Min Interval: 16, Max Interval: 48
AssociateProfessor(ID2200) => Min Interval: 15, Max Interval: 43
AssociateProfessor(ID2201) => Min Interval: 36, Max Interval: 48
AssociateProfessor(ID2203) => Min Interval: 11, Max Interval: 53
AssociateProfessor(ID2204) => Min Interval: 10, Max Interval: 43
AssociateProfessor(ID2206) => Min Interval: 23, Max Interval: 37
AssociateProfessor(ID2211) => Min Interval: 28, Max Interval: 45
AssociateProfessor(ID2215) => Min Interval: 19, Max Interval: 36
AssociateProfessor(ID2216) => Min Interval: 41, Max Interval: 51
AssociateProfessor(ID2217) => Min Interval: 15, Max Interval: 35
AssociateProfessor(ID2218) => Min Interval: 16, Max Interval: 48
AssociateProfessor(ID2220) => Min Interval: 16, Max Interval: 46
AssociateProfessor(ID2224) => Min Interval: 9, Max Interval: 50
AssociateProfessor(ID2227) => Min Interval: 25, Max Interval: 51
AssociateProfessor(ID2231) => Min Interval: 11, Max Interval: 42
AssociateProfessor(ID2232) => Min Interval: 20, Max Interval: 26
AssociateProfessor(ID2234) => Min Interval: 22, Max Interval: 28
AssociateProfessor(ID2235) => Min Interval: 16, Max Interval: 23
AssociateProfessor(ID2238) => Min Interval: 16, Max Interval: 54
AssociateProfessor(ID2239) => Min Interval: 49, Max Interval: 50
AssociateProfessor(ID2240) => Min Interval: 16, Max Interval: 20
AssociateProfessor(ID2241) => Min Interval: 23, Max Interval: 28
AssociateProfessor(ID2243) => Min Interval: 33, Max Interval: 54
AssociateProfessor(ID2244) => Min Interval: 16, Max Interval: 47
AssociateProfessor(ID2245) => Min Interval: 17, Max Interval: 25
AssociateProfessor(ID2248) => Min Interval: 20, Max Interval: 38
AssociateProfessor(ID2250) => Min Interval: 8, Max Interval: 23
AssociateProfessor(ID2252) => Min Interval: 10, Max Interval: 54
AssociateProfessor(ID2257) => Min Interval: 18, Max Interval: 19
AssociateProfessor(ID2265) => Min Interval: 32, Max Interval: 48
AssociateProfessor(ID2267) => Min Interval: 31, Max Interval: 48
AssociateProfessor(ID2272) => Min Interval: 26, Max Interval: 49
AssociateProfessor(ID2275) => Min Interval: 13, Max Interval: 54
AssociateProfessor(ID2277) => Min Interval: 14, Max Interval: 49
AssociateProfessor(ID2279) => Min Interval: 8, Max Interval: 54
AssociateProfessor(ID2281) => Min Interval: 13, Max Interval: 52
AssociateProfessor(ID2283) => Min Interval: 32, Max Interval: 49
AssociateProfessor(ID2290) => Min Interval: 15, Max Interval: 19
AssociateProfessor(ID2291) => Min Interval: 14, Max Interval: 53
AssociateProfessor(ID2293) => Min Interval: 39, Max Interval: 42
AssociateProfessor(ID2295) => Min Interval: 15, Max Interval: 37
AssociateProfessor(ID2298) => Min Interval: 8, Max Interval: 48
AssociateProfessor(ID2300) => Min Interval: 13, Max Interval: 37
AssociateProfessor(ID2302) => Min Interval: 11, Max Interval: 54
AssociateProfessor(ID2306) => Min Interval: 44, Max Interval: 51
AssociateProfessor(ID2310) => Min Interval: 9, Max Interval: 47
AssociateProfessor(ID2312) => Min Interval: 35, Max Interval: 51
AssociateProfessor(ID2315) => Min Interval: 22, Max Interval: 23
AssociateProfessor(ID2320) => Min Interval: 8, Max Interval: 49
AssociateProfessor(ID2321) => Min Interval: 33, Max Interval: 36
AssociateProfessor(ID2323) => Min Interval: 11, Max Interval: 35
AssociateProfessor(ID2325) => Min Interval: 28, Max Interval: 35
AssociateProfessor(ID2327) => Min Interval: 10, Max Interval: 46
AssociateProfessor(ID2330) => Min Interval: 12, Max Interval: 51
AssociateProfessor(ID2331) => Min Interval: 19, Max Interval: 50
AssociateProfessor(ID2334) => Min Interval: 25, Max Interval: 30
AssociateProfessor(ID2338) => Min Interval: 26, Max Interval: 49
AssociateProfessor(ID2339) => Min Interval: 19, Max Interval: 45
AssociateProfessor(ID2342) => Min Interval: 37, Max Interval: 51
AssociateProfessor(ID2343) => Min Interval: 36, Max Interval: 50
AssociateProfessor(ID2345) => Min Interval: 8, Max Interval: 50
AssociateProfessor(ID2348) => Min Interval: 25, Max Interval: 50
AssociateProfessor(ID2351) => Min Interval: 28, Max Interval: 49
AssociateProfessor(ID2353) => Min Interval: 22, Max Interval: 53
AssociateProfessor(ID2358) => Min Interval: 30, Max Interval: 39
AssociateProfessor(ID2359) => Min Interval: 15, Max Interval: 52
AssociateProfessor(ID2360) => Min Interval: 7, Max Interval: 53
AssociateProfessor(ID2363) => Min Interval: 30, Max Interval: 49
AssociateProfessor(ID2368) => Min Interval: 20, Max Interval: 21
AssociateProfessor(ID2370) => Min Interval: 15, Max Interval: 51
AssociateProfessor(ID2371) => Min Interval: 16, Max Interval: 35
AssociateProfessor(ID2372) => Min Interval: 18, Max Interval: 27
AssociateProfessor(ID2373) => Min Interval: 27, Max Interval: 40
AssociateProfessor(ID2376) => Min Interval: 27, Max Interval: 49
AssociateProfessor(ID2378) => Min Interval: 5, Max Interval: 53
AssociateProfessor(ID2380) => Min Interval: 13, Max Interval: 42
AssociateProfessor(ID2381) => Min Interval: 21, Max Interval: 49
AssociateProfessor(ID2390) => Min Interval: 20, Max Interval: 43
AssociateProfessor(ID2391) => Min Interval: 19, Max Interval: 51
AssociateProfessor(ID2395) => Min Interval: 35, Max Interval: 38
AssociateProfessor(ID2396) => Min Interval: 16, Max Interval: 22
AssociateProfessor(ID2398) => Min Interval: 18, Max Interval: 34
AssociateProfessor(ID2404) => Min Interval: 34, Max Interval: 44
AssociateProfessor(ID2408) => Min Interval: 21, Max Interval: 41
AssociateProfessor(ID2409) => Min Interval: 16, Max Interval: 29
AssociateProfessor(ID2410) => Min Interval: 16, Max Interval: 29
AssociateProfessor(ID2412) => Min Interval: 14, Max Interval: 43
AssociateProfessor(ID2417) => Min Interval: 22, Max Interval: 34
AssociateProfessor(ID2420) => Min Interval: 23, Max Interval: 31
AssociateProfessor(ID2423) => Min Interval: 30, Max Interval: 50
AssociateProfessor(ID2425) => Min Interval: 7, Max Interval: 45
AssociateProfessor(ID2427) => Min Interval: 17, Max Interval: 38
AssociateProfessor(ID2428) => Min Interval: 25, Max Interval: 49
AssociateProfessor(ID2429) => Min Interval: 25, Max Interval: 44
AssociateProfessor(ID2430) => Min Interval: 7, Max Interval: 49
AssociateProfessor(ID2432) => Min Interval: 37, Max Interval: 38
AssociateProfessor(ID2433) => Min Interval: 28, Max Interval: 30
AssociateProfessor(ID2434) => Min Interval: 15, Max Interval: 47
AssociateProfessor(ID2436) => Min Interval: 22, Max Interval: 49
AssociateProfessor(ID2440) => Min Interval: 26, Max Interval: 43
AssociateProfessor(ID2444) => Min Interval: 17, Max Interval: 49
AssociateProfessor(ID2446) => Min Interval: 25, Max Interval: 40
AssociateProfessor(ID2449) => Min Interval: 19, Max Interval: 34
AssociateProfessor(ID2455) => Min Interval: 14, Max Interval: 48
AssociateProfessor(ID2464) => Min Interval: 19, Max Interval: 40
AssociateProfessor(ID2469) => Min Interval: 41, Max Interval: 54
AssociateProfessor(ID2471) => Min Interval: 27, Max Interval: 48
AssociateProfessor(ID2475) => Min Interval: 25, Max Interval: 38
AssociateProfessor(ID2476) => Min Interval: 19, Max Interval: 45
AssociateProfessor(ID2477) => Min Interval: 17, Max Interval: 24
AssociateProfessor(ID2480) => Min Interval: 26, Max Interval: 37
AssociateProfessor(ID2486) => Min Interval: 24, Max Interval: 40
AssociateProfessor(ID2490) => Min Interval: 23, Max Interval: 34
AssociateProfessor(ID2492) => Min Interval: 15, Max Interval: 24
AssociateProfessor(ID2499) => Min Interval: 43, Max Interval: 46
AssociateProfessor(ID2510) => Min Interval: 22, Max Interval: 49
AssociateProfessor(ID2515) => Min Interval: 17, Max Interval: 20
AssociateProfessor(ID2516) => Min Interval: 24, Max Interval: 40
AssociateProfessor(ID2518) => Min Interval: 16, Max Interval: 52
AssociateProfessor(ID2520) => Min Interval: 19, Max Interval: 25
AssociateProfessor(ID2522) => Min Interval: 21, Max Interval: 41
AssociateProfessor(ID2524) => Min Interval: 21, Max Interval: 55
AssociateProfessor(ID2525) => Min Interval: 26, Max Interval: 28
AssociateProfessor(ID2526) => Min Interval: 15, Max Interval: 40
AssociateProfessor(ID2528) => Min Interval: 11, Max Interval: 47
AssociateProfessor(ID2534) => Min Interval: 18, Max Interval: 29
AssociateProfessor(ID2536) => Min Interval: 22, Max Interval: 29
AssociateProfessor(ID2543) => Min Interval: 21, Max Interval: 47
AssociateProfessor(ID2544) => Min Interval: 23, Max Interval: 33
AssociateProfessor(ID2547) => Min Interval: 31, Max Interval: 46
AssociateProfessor(ID2548) => Min Interval: 18, Max Interval: 30
AssociateProfessor(ID2550) => Min Interval: 16, Max Interval: 37
AssociateProfessor(ID2551) => Min Interval: 33, Max Interval: 47
AssociateProfessor(ID2553) => Min Interval: 16, Max Interval: 21
AssociateProfessor(ID2558) => Min Interval: 31, Max Interval: 45
AssociateProfessor(ID2564) => Min Interval: 33, Max Interval: 43
AssociateProfessor(ID2566) => Min Interval: 15, Max Interval: 51
AssociateProfessor(ID2571) => Min Interval: 22, Max Interval: 42
AssociateProfessor(ID2574) => Min Interval: 15, Max Interval: 43
AssociateProfessor(ID2576) => Min Interval: 21, Max Interval: 32
AssociateProfessor(ID2578) => Min Interval: 18, Max Interval: 20
AssociateProfessor(ID2581) => Min Interval: 17, Max Interval: 48
AssociateProfessor(ID2585) => Min Interval: 32, Max Interval: 45
AssociateProfessor(ID2586) => Min Interval: 26, Max Interval: 51
AssociateProfessor(ID2601) => Min Interval: 25, Max Interval: 44
AssociateProfessor(ID2611) => Min Interval: 25, Max Interval: 51
AssociateProfessor(ID2614) => Min Interval: 29, Max Interval: 41
AssociateProfessor(ID2630) => Min Interval: 15, Max Interval: 50
AssociateProfessor(ID2633) => Min Interval: 19, Max Interval: 46
AssociateProfessor(ID2650) => Min Interval: 15, Max Interval: 25
AssociateProfessor(ID2653) => Min Interval: 9, Max Interval: 50
AssociateProfessor(ID2656) => Min Interval: 20, Max Interval: 48
AssociateProfessor(ID2660) => Min Interval: 45, Max Interval: 48
AssociateProfessor(ID2667) => Min Interval: 16, Max Interval: 49
AssociateProfessor(ID2674) => Min Interval: 37, Max Interval: 46
AssociateProfessor(ID2679) => Min Interval: 27, Max Interval: 53
AssociateProfessor(ID2682) => Min Interval: 17, Max Interval: 26
AssociateProfessor(ID2687) => Min Interval: 30, Max Interval: 48
AssociateProfessor(ID2688) => Min Interval: 18, Max Interval: 51
AssociateProfessor(ID2689) => Min Interval: 25, Max Interval: 28
AssociateProfessor(ID2691) => Min Interval: 16, Max Interval: 40
AssociateProfessor(ID2693) => Min Interval: 28, Max Interval: 31
AssociateProfessor(ID2695) => Min Interval: 22, Max Interval: 30
AssociateProfessor(ID2707) => Min Interval: 15, Max Interval: 48
AssociateProfessor(ID2711) => Min Interval: 31, Max Interval: 34
AssociateProfessor(ID2712) => Min Interval: 15, Max Interval: 47
AssociateProfessor(ID2716) => Min Interval: 21, Max Interval: 51
AssociateProfessor(ID2722) => Min Interval: 22, Max Interval: 47
AssociateProfessor(ID2725) => Min Interval: 37, Max Interval: 45
AssociateProfessor(ID2745) => Min Interval: 26, Max Interval: 36
AssociateProfessor(ID2746) => Min Interval: 27, Max Interval: 39
AssociateProfessor(ID2753) => Min Interval: 37, Max Interval: 50
AssociateProfessor(ID2759) => Min Interval: 36, Max Interval: 47
AssociateProfessor(ID2764) => Min Interval: 26, Max Interval: 50
