Stored fact information:
SmartStudent(ID0) => Min Interval: 22, Max Interval: 40
SmartStudent(ID2072) => Min Interval: 22, Max Interval: 49
SmartStudent(ID2074) => Min Interval: 26, Max Interval: 27
SmartStudent(ID2075) => Min Interval: 22, Max Interval: 49
SmartStudent(ID2079) => Min Interval: 22, Max Interval: 37
SmartStudent(ID2082) => Min Interval: 22, Max Interval: 36
SmartStudent(ID2084) => Min Interval: 22, Max Interval: 35
SmartStudent(ID2089) => Min Interval: 32, Max Interval: 39
SmartStudent(ID2092) => Min Interval: 22, Max Interval: 38
SmartStudent(ID2094) => Min Interval: 22, Max Interval: 31
SmartStudent(ID2096) => Min Interval: 24, Max Interval: 42
SmartStudent(ID2097) => Min Interval: 32, Max Interval: 45
SmartStudent(ID2098) => Min Interval: 22, Max Interval: 25
SmartStudent(ID2102) => Min Interval: 22, Max Interval: 31
SmartStudent(ID2105) => Min Interval: 28, Max Interval: 45
SmartStudent(ID2108) => Min Interval: 24, Max Interval: 47
SmartStudent(ID2109) => Min Interval: 22, Max Interval: 34
SmartStudent(ID2111) => Min Interval: 22, Max Interval: 33
SmartStudent(ID2116) => Min Interval: 29, Max Interval: 38
SmartStudent(ID2118) => Min Interval: 22, Max Interval: 35
SmartStudent(ID2120) => Min Interval: 23, Max Interval: 28
SmartStudent(ID2121) => Min Interval: 25, Max Interval: 26
SmartStudent(ID2125) => Min Interval: 34, Max Interval: 48
SmartStudent(ID2126) => Min Interval: 22, Max Interval: 42
SmartStudent(ID2128) => Min Interval: 22, Max Interval: 30
SmartStudent(ID2130) => Min Interval: 22, Max Interval: 31
SmartStudent(ID2133) => Min Interval: 22, Max Interval: 45
SmartStudent(ID2135) => Min Interval: 22, Max Interval: 48
SmartStudent(ID2136) => Min Interval: 22, Max Interval: 37
SmartStudent(ID2143) => Min Interval: 25, Max Interval: 35
SmartStudent(ID2144) => Min Interval: 22, Max Interval: 30
SmartStudent(ID2151) => Min Interval: 22, Max Interval: 36
SmartStudent(ID2153) => Min Interval: 29, Max Interval: 43
SmartStudent(ID2154) => Min Interval: 36, Max Interval: 40
SmartStudent(ID2158) => Min Interval: 22, Max Interval: 40
SmartStudent(ID2163) => Min Interval: 34, Max Interval: 48
SmartStudent(ID2167) => Min Interval: 22, Max Interval: 44
SmartStudent(ID2169) => Min Interval: 22, Max Interval: 38
SmartStudent(ID2171) => Min Interval: 22, Max Interval: 35
SmartStudent(ID2173) => Min Interval: 23, Max Interval: 32
SmartStudent(ID2174) => Min Interval: 22, Max Interval: 28
SmartStudent(ID2182) => Min Interval: 22, Max Interval: 46
SmartStudent(ID2183) => Min Interval: 24, Max Interval: 40
SmartStudent(ID2187) => Min Interval: 22, Max Interval: 33
SmartStudent(ID2190) => Min Interval: 24, Max Interval: 49
SmartStudent(ID2192) => Min Interval: 22, Max Interval: 46
SmartStudent(ID2194) => Min Interval: 22, Max Interval: 29
SmartStudent(ID2196) => Min Interval: 26, Max Interval: 45
SmartStudent(ID2200) => Min Interval: 22, Max Interval: 41
SmartStudent(ID2201) => Min Interval: 22, Max Interval: 28
SmartStudent(ID2203) => Min Interval: 22, Max Interval: 41
SmartStudent(ID2204) => Min Interval: 22, Max Interval: 36
SmartStudent(ID2206) => Min Interval: 22, Max Interval: 30
SmartStudent(ID2211) => Min Interval: 22, Max Interval: 44
SmartStudent(ID2215) => Min Interval: 22, Max Interval: 35
SmartStudent(ID2216) => Min Interval: 27, Max Interval: 48
SmartStudent(ID2217) => Min Interval: 22, Max Interval: 34
SmartStudent(ID2218) => Min Interval: 22, Max Interval: 47
SmartStudent(ID2220) => Min Interval: 22, Max Interval: 32
SmartStudent(ID2221) => Min Interval: 29, Max Interval: 31
SmartStudent(ID2224) => Min Interval: 22, Max Interval: 32
SmartStudent(ID2227) => Min Interval: 22, Max Interval: 48
SmartStudent(ID2231) => Min Interval: 22, Max Interval: 27
SmartStudent(ID2232) => Min Interval: 23, Max Interval: 23
SmartStudent(ID2234) => Min Interval: 22, Max Interval: 39
SmartStudent(ID2238) => Min Interval: 22, Max Interval: 47
SmartStudent(ID2239) => Min Interval: 34, Max Interval: 41
SmartStudent(ID2241) => Min Interval: 22, Max Interval: 27
SmartStudent(ID2243) => Min Interval: 27, Max Interval: 46
SmartStudent(ID2244) => Min Interval: 22, Max Interval: 46
SmartStudent(ID2245) => Min Interval: 22, Max Interval: 24
SmartStudent(ID2248) => Min Interval: 25, Max Interval: 37
SmartStudent(ID2252) => Min Interval: 22, Max Interval: 49
SmartStudent(ID2257) => Min Interval: 27, Max Interval: 33
SmartStudent(ID2261) => Min Interval: 22, Max Interval: 22
SmartStudent(ID2264) => Min Interval: 40, Max Interval: 43
SmartStudent(ID2265) => Min Interval: 37, Max Interval: 47
SmartStudent(ID2267) => Min Interval: 22, Max Interval: 42
SmartStudent(ID2269) => Min Interval: 44, Max Interval: 48
SmartStudent(ID2272) => Min Interval: 22, Max Interval: 44
SmartStudent(ID2273) => Min Interval: 22, Max Interval: 29
SmartStudent(ID2275) => Min Interval: 25, Max Interval: 50
SmartStudent(ID2277) => Min Interval: 22, Max Interval: 41
SmartStudent(ID2279) => Min Interval: 23, Max Interval: 30
SmartStudent(ID2281) => Min Interval: 22, Max Interval: 45
SmartStudent(ID2283) => Min Interval: 22, Max Interval: 48
SmartStudent(ID2286) => Min Interval: 33, Max Interval: 43
SmartStudent(ID2291) => Min Interval: 22, Max Interval: 29
SmartStudent(ID2293) => Min Interval: 24, Max Interval: 32
SmartStudent(ID2295) => Min Interval: 22, Max Interval: 30
SmartStudent(ID2298) => Min Interval: 22, Max Interval: 45
SmartStudent(ID2300) => Min Interval: 22, Max Interval: 30
SmartStudent(ID2302) => Min Interval: 22, Max Interval: 44
SmartStudent(ID2310) => Min Interval: 22, Max Interval: 44
SmartStudent(ID2312) => Min Interval: 22, Max Interval: 43
SmartStudent(ID2315) => Min Interval: 22, Max Interval: 22
SmartStudent(ID2320) => Min Interval: 25, Max Interval: 35
SmartStudent(ID2321) => Min Interval: 22, Max Interval: 31
SmartStudent(ID2322) => Min Interval: 22, Max Interval: 25
SmartStudent(ID2325) => Min Interval: 22, Max Interval: 34
SmartStudent(ID2326) => Min Interval: 24, Max Interval: 48
SmartStudent(ID2327) => Min Interval: 22, Max Interval: 31
SmartStudent(ID2330) => Min Interval: 41, Max Interval: 45
SmartStudent(ID2331) => Min Interval: 44, Max Interval: 48
SmartStudent(ID2334) => Min Interval: 22, Max Interval: 29
SmartStudent(ID2335) => Min Interval: 40, Max Interval: 48
SmartStudent(ID2338) => Min Interval: 22, Max Interval: 48
SmartStudent(ID2339) => Min Interval: 22, Max Interval: 42
SmartStudent(ID2342) => Min Interval: 22, Max Interval: 37
SmartStudent(ID2343) => Min Interval: 36, Max Interval: 49
SmartStudent(ID2345) => Min Interval: 36, Max Interval: 43
SmartStudent(ID2348) => Min Interval: 22, Max Interval: 31
SmartStudent(ID2351) => Min Interval: 30, Max Interval: 43
SmartStudent(ID2358) => Min Interval: 22, Max Interval: 31
SmartStudent(ID2359) => Min Interval: 26, Max Interval: 29
SmartStudent(ID2360) => Min Interval: 22, Max Interval: 45
SmartStudent(ID2361) => Min Interval: 22, Max Interval: 39
SmartStudent(ID2363) => Min Interval: 24, Max Interval: 25
SmartStudent(ID2368) => Min Interval: 37, Max Interval: 38
SmartStudent(ID2372) => Min Interval: 22, Max Interval: 26
SmartStudent(ID2373) => Min Interval: 22, Max Interval: 39
SmartStudent(ID2376) => Min Interval: 22, Max Interval: 40
SmartStudent(ID2380) => Min Interval: 33, Max Interval: 35
SmartStudent(ID2381) => Min Interval: 22, Max Interval: 22
SmartStudent(ID2390) => Min Interval: 22, Max Interval: 42
SmartStudent(ID2391) => Min Interval: 22, Max Interval: 50
SmartStudent(ID2393) => Min Interval: 42, Max Interval: 43
SmartStudent(ID2395) => Min Interval: 22, Max Interval: 33
SmartStudent(ID2396) => Min Interval: 36, Max Interval: 44
SmartStudent(ID2398) => Min Interval: 22, Max Interval: 33
SmartStudent(ID2404) => Min Interval: 35, Max Interval: 43
SmartStudent(ID2406) => Min Interval: 22, Max Interval: 33
SmartStudent(ID2408) => Min Interval: 29, Max Interval: 44
SmartStudent(ID2409) => Min Interval: 22, Max Interval: 28
SmartStudent(ID2410) => Min Interval: 28, Max Interval: 34
SmartStudent(ID2412) => Min Interval: 22, Max Interval: 36
SmartStudent(ID2416) => Min Interval: 32, Max Interval: 44
SmartStudent(ID2417) => Min Interval: 22, Max Interval: 33
SmartStudent(ID2420) => Min Interval: 22, Max Interval: 30
SmartStudent(ID2421) => Min Interval: 28, Max Interval: 32
SmartStudent(ID2423) => Min Interval: 22, Max Interval: 44
SmartStudent(ID2425) => Min Interval: 22, Max Interval: 38
SmartStudent(ID2427) => Min Interval: 22, Max Interval: 31
SmartStudent(ID2428) => Min Interval: 22, Max Interval: 48
SmartStudent(ID2429) => Min Interval: 22, Max Interval: 33
SmartStudent(ID2430) => Min Interval: 22, Max Interval: 38
SmartStudent(ID2432) => Min Interval: 22, Max Interval: 48
SmartStudent(ID2433) => Min Interval: 22, Max Interval: 29
SmartStudent(ID2434) => Min Interval: 26, Max Interval: 46
SmartStudent(ID2436) => Min Interval: 22, Max Interval: 39
SmartStudent(ID2440) => Min Interval: 22, Max Interval: 35
SmartStudent(ID2441) => Min Interval: 26, Max Interval: 28
SmartStudent(ID2444) => Min Interval: 22, Max Interval: 48
SmartStudent(ID2446) => Min Interval: 22, Max Interval: 39
SmartStudent(ID2447) => Min Interval: 25, Max Interval: 31
SmartStudent(ID2449) => Min Interval: 22, Max Interval: 33
SmartStudent(ID2455) => Min Interval: 22, Max Interval: 32
SmartStudent(ID2459) => Min Interval: 42, Max Interval: 43
SmartStudent(ID2464) => Min Interval: 22, Max Interval: 39
SmartStudent(ID2469) => Min Interval: 35, Max Interval: 48
SmartStudent(ID2471) => Min Interval: 22, Max Interval: 47
SmartStudent(ID2475) => Min Interval: 22, Max Interval: 37
SmartStudent(ID2476) => Min Interval: 22, Max Interval: 44
SmartStudent(ID2477) => Min Interval: 22, Max Interval: 23
SmartStudent(ID2486) => Min Interval: 22, Max Interval: 36
SmartStudent(ID2490) => Min Interval: 22, Max Interval: 33
SmartStudent(ID2492) => Min Interval: 22, Max Interval: 23
SmartStudent(ID2499) => Min Interval: 28, Max Interval: 45
SmartStudent(ID2510) => Min Interval: 22, Max Interval: 48
SmartStudent(ID2516) => Min Interval: 22, Max Interval: 39
SmartStudent(ID2518) => Min Interval: 22, Max Interval: 34
SmartStudent(ID2520) => Min Interval: 22, Max Interval: 24
SmartStudent(ID2522) => Min Interval: 22, Max Interval: 40
SmartStudent(ID2524) => Min Interval: 47, Max Interval: 50
SmartStudent(ID2525) => Min Interval: 22, Max Interval: 27
SmartStudent(ID2526) => Min Interval: 22, Max Interval: 39
SmartStudent(ID2528) => Min Interval: 22, Max Interval: 30
SmartStudent(ID2530) => Min Interval: 46, Max Interval: 47
SmartStudent(ID2534) => Min Interval: 22, Max Interval: 28
SmartStudent(ID2536) => Min Interval: 22, Max Interval: 43
SmartStudent(ID2543) => Min Interval: 22, Max Interval: 38
SmartStudent(ID2544) => Min Interval: 22, Max Interval: 48
SmartStudent(ID2547) => Min Interval: 22, Max Interval: 33
SmartStudent(ID2548) => Min Interval: 22, Max Interval: 47
SmartStudent(ID2549) => Min Interval: 39, Max Interval: 43
SmartStudent(ID2550) => Min Interval: 35, Max Interval: 36
SmartStudent(ID2551) => Min Interval: 22, Max Interval: 46
SmartStudent(ID2554) => Min Interval: 22, Max Interval: 42
SmartStudent(ID2558) => Min Interval: 22, Max Interval: 22
SmartStudent(ID2566) => Min Interval: 22, Max Interval: 44
SmartStudent(ID2571) => Min Interval: 22, Max Interval: 36
SmartStudent(ID2574) => Min Interval: 22, Max Interval: 42
SmartStudent(ID2576) => Min Interval: 22, Max Interval: 31
SmartStudent(ID2577) => Min Interval: 22, Max Interval: 35
SmartStudent(ID2578) => Min Interval: 31, Max Interval: 43
SmartStudent(ID2581) => Min Interval: 22, Max Interval: 32
SmartStudent(ID2585) => Min Interval: 22, Max Interval: 44
SmartStudent(ID2586) => Min Interval: 31, Max Interval: 45
SmartStudent(ID2601) => Min Interval: 22, Max Interval: 40
SmartStudent(ID2604) => Min Interval: 22, Max Interval: 36
SmartStudent(ID2611) => Min Interval: 22, Max Interval: 49
SmartStudent(ID2614) => Min Interval: 24, Max Interval: 31
SmartStudent(ID2617) => Min Interval: 39, Max Interval: 39
SmartStudent(ID2621) => Min Interval: 22, Max Interval: 25
SmartStudent(ID2627) => Min Interval: 22, Max Interval: 40
SmartStudent(ID2630) => Min Interval: 22, Max Interval: 48
SmartStudent(ID2633) => Min Interval: 22, Max Interval: 39
SmartStudent(ID2650) => Min Interval: 22, Max Interval: 24
SmartStudent(ID2652) => Min Interval: 43, Max Interval: 45
SmartStudent(ID2653) => Min Interval: 22, Max Interval: 43
SmartStudent(ID2656) => Min Interval: 22, Max Interval: 37
SmartStudent(ID2660) => Min Interval: 22, Max Interval: 47
SmartStudent(ID2667) => Min Interval: 22, Max Interval: 48
SmartStudent(ID2674) => Min Interval: 35, Max Interval: 45
SmartStudent(ID2679) => Min Interval: 22, Max Interval: 46
SmartStudent(ID2682) => Min Interval: 22, Max Interval: 25
SmartStudent(ID2687) => Min Interval: 22, Max Interval: 42
SmartStudent(ID2688) => Min Interval: 22, Max Interval: 50
SmartStudent(ID2689) => Min Interval: 22, Max Interval: 27
SmartStudent(ID2691) => Min Interval: 22, Max Interval: 39
SmartStudent(ID2693) => Min Interval: 22, Max Interval: 30
SmartStudent(ID2707) => Min Interval: 37, Max Interval: 41
SmartStudent(ID2711) => Min Interval: 22, Max Interval: 33
SmartStudent(ID2712) => Min Interval: 22, Max Interval: 46
SmartStudent(ID2716) => Min Interval: 22, Max Interval: 50
SmartStudent(ID2722) => Min Interval: 22, Max Interval: 46
SmartStudent(ID2725) => Min Interval: 22, Max Interval: 44
SmartStudent(ID2745) => Min Interval: 22, Max Interval: 35
SmartStudent(ID2746) => Min Interval: 22, Max Interval: 38
SmartStudent(ID2753) => Min Interval: 22, Max Interval: 31
SmartStudent(ID2759) => Min Interval: 22, Max Interval: 46
SmartStudent(ID2764) => Min Interval: 22, Max Interval: 45
SmartStudent(ID2773) => Min Interval: 31, Max Interval: 49
SmartStudent(ID2774) => Min Interval: 30, Max Interval: 43
SmartStudent(ID2830) => Min Interval: 22, Max Interval: 29
SmartStudent(ID2833) => Min Interval: 22, Max Interval: 32
SmartStudent(ID2834) => Min Interval: 22, Max Interval: 35
SmartStudent(ID2835) => Min Interval: 22, Max Interval: 40
SmartStudent(ID2837) => Min Interval: 24, Max Interval: 37
SmartStudent(ID2838) => Min Interval: 22, Max Interval: 43
SmartStudent(ID2841) => Min Interval: 22, Max Interval: 35
SmartStudent(ID2844) => Min Interval: 34, Max Interval: 45
SmartStudent(ID2845) => Min Interval: 22, Max Interval: 38
SmartStudent(ID2849) => Min Interval: 22, Max Interval: 28
SmartStudent(ID2851) => Min Interval: 31, Max Interval: 33
SmartStudent(ID2853) => Min Interval: 36, Max Interval: 48
SmartStudent(ID2854) => Min Interval: 22, Max Interval: 41
SmartStudent(ID2856) => Min Interval: 22, Max Interval: 26
SmartStudent(ID2859) => Min Interval: 22, Max Interval: 39
SmartStudent(ID2861) => Min Interval: 26, Max Interval: 37
SmartStudent(ID2863) => Min Interval: 22, Max Interval: 37
SmartStudent(ID2864) => Min Interval: 22, Max Interval: 29
SmartStudent(ID2865) => Min Interval: 22, Max Interval: 42
SmartStudent(ID2866) => Min Interval: 22, Max Interval: 38
SmartStudent(ID2869) => Min Interval: 35, Max Interval: 49
SmartStudent(ID2872) => Min Interval: 27, Max Interval: 36
SmartStudent(ID2875) => Min Interval: 22, Max Interval: 42
SmartStudent(ID2879) => Min Interval: 22, Max Interval: 34
SmartStudent(ID2881) => Min Interval: 22, Max Interval: 33
SmartStudent(ID2882) => Min Interval: 22, Max Interval: 46
SmartStudent(ID2884) => Min Interval: 22, Max Interval: 36
SmartStudent(ID2887) => Min Interval: 25, Max Interval: 44
SmartStudent(ID2889) => Min Interval: 22, Max Interval: 27
SmartStudent(ID2895) => Min Interval: 28, Max Interval: 38
SmartStudent(ID2896) => Min Interval: 22, Max Interval: 48
SmartStudent(ID2897) => Min Interval: 22, Max Interval: 40
SmartStudent(ID2899) => Min Interval: 22, Max Interval: 39
SmartStudent(ID2902) => Min Interval: 25, Max Interval: 27
SmartStudent(ID2905) => Min Interval: 22, Max Interval: 42
SmartStudent(ID2909) => Min Interval: 22, Max Interval: 26
SmartStudent(ID2912) => Min Interval: 22, Max Interval: 44
SmartStudent(ID2913) => Min Interval: 22, Max Interval: 37
SmartStudent(ID2915) => Min Interval: 22, Max Interval: 33
SmartStudent(ID2916) => Min Interval: 22, Max Interval: 48
SmartStudent(ID2921) => Min Interval: 22, Max Interval: 44
SmartStudent(ID2922) => Min Interval: 34, Max Interval: 37
SmartStudent(ID2926) => Min Interval: 22, Max Interval: 27
SmartStudent(ID2928) => Min Interval: 22, Max Interval: 35
SmartStudent(ID2933) => Min Interval: 22, Max Interval: 48
SmartStudent(ID2936) => Min Interval: 27, Max Interval: 46
SmartStudent(ID2939) => Min Interval: 22, Max Interval: 27
SmartStudent(ID2945) => Min Interval: 22, Max Interval: 24
SmartStudent(ID2946) => Min Interval: 22, Max Interval: 34
SmartStudent(ID2949) => Min Interval: 22, Max Interval: 42
SmartStudent(ID2951) => Min Interval: 22, Max Interval: 23
SmartStudent(ID2952) => Min Interval: 22, Max Interval: 22
SmartStudent(ID2954) => Min Interval: 22, Max Interval: 39
SmartStudent(ID2958) => Min Interval: 24, Max Interval: 35
SmartStudent(ID2960) => Min Interval: 34, Max Interval: 48
SmartStudent(ID2962) => Min Interval: 22, Max Interval: 37
SmartStudent(ID2964) => Min Interval: 22, Max Interval: 44
SmartStudent(ID2966) => Min Interval: 34, Max Interval: 38
SmartStudent(ID2967) => Min Interval: 22, Max Interval: 36
SmartStudent(ID2968) => Min Interval: 24, Max Interval: 29
SmartStudent(ID2970) => Min Interval: 29, Max Interval: 34
SmartStudent(ID2971) => Min Interval: 26, Max Interval: 36
SmartStudent(ID2976) => Min Interval: 22, Max Interval: 24
SmartStudent(ID2977) => Min Interval: 32, Max Interval: 42
SmartStudent(ID2979) => Min Interval: 22, Max Interval: 28
SmartStudent(ID2983) => Min Interval: 22, Max Interval: 24
SmartStudent(ID2985) => Min Interval: 22, Max Interval: 36
SmartStudent(ID2987) => Min Interval: 22, Max Interval: 45
SmartStudent(ID2989) => Min Interval: 22, Max Interval: 41
SmartStudent(ID2993) => Min Interval: 32, Max Interval: 32
SmartStudent(ID2994) => Min Interval: 22, Max Interval: 37
SmartStudent(ID2997) => Min Interval: 22, Max Interval: 39
SmartStudent(ID3002) => Min Interval: 22, Max Interval: 34
SmartStudent(ID3006) => Min Interval: 25, Max Interval: 41
SmartStudent(ID3007) => Min Interval: 22, Max Interval: 35
SmartStudent(ID3008) => Min Interval: 22, Max Interval: 25
