Stored fact information:
Faculty(ID0) => Min Interval: 30, Max Interval: 41
Faculty(ID2041) => Min Interval: 21, Max Interval: 36
Faculty(ID2042) => Min Interval: 11, Max Interval: 52
Faculty(ID2043) => Min Interval: 8, Max Interval: 51
Faculty(ID2044) => Min Interval: 4, Max Interval: 49
Faculty(ID2047) => Min Interval: 34, Max Interval: 48
Faculty(ID2048) => Min Interval: 6, Max Interval: 53
Faculty(ID2051) => Min Interval: 11, Max Interval: 47
Faculty(ID2055) => Min Interval: 5, Max Interval: 34
Faculty(ID2056) => Min Interval: 26, Max Interval: 51
Faculty(ID2059) => Min Interval: 18, Max Interval: 46
Faculty(ID2060) => Min Interval: 32, Max Interval: 44
Faculty(ID2061) => Min Interval: 44, Max Interval: 44
Faculty(ID2063) => Min Interval: 14, Max Interval: 44
Faculty(ID2065) => Min Interval: 20, Max Interval: 40
Faculty(ID2066) => Min Interval: 11, Max Interval: 51
Faculty(ID2068) => Min Interval: 2, Max Interval: 99
Faculty(ID2070) => Min Interval: 0, Max Interval: 99
Faculty(ID2072) => Min Interval: 20, Max Interval: 52
Faculty(ID2074) => Min Interval: 4, Max Interval: 49
Faculty(ID2075) => Min Interval: 10, Max Interval: 53
Faculty(ID2079) => Min Interval: 9, Max Interval: 41
Faculty(ID2082) => Min Interval: 26, Max Interval: 50
Faculty(ID2084) => Min Interval: 16, Max Interval: 48
Faculty(ID2086) => Min Interval: 0, Max Interval: 99
Faculty(ID2089) => Min Interval: 3, Max Interval: 52
Faculty(ID2092) => Min Interval: 10, Max Interval: 39
Faculty(ID2094) => Min Interval: 3, Max Interval: 38
Faculty(ID2096) => Min Interval: 32, Max Interval: 45
Faculty(ID2097) => Min Interval: 2, Max Interval: 52
Faculty(ID2098) => Min Interval: 17, Max Interval: 26
Faculty(ID2099) => Min Interval: 1, Max Interval: 28
Faculty(ID2101) => Min Interval: 4, Max Interval: 99
Faculty(ID2102) => Min Interval: 8, Max Interval: 42
Faculty(ID2105) => Min Interval: 10, Max Interval: 55
Faculty(ID2106) => Min Interval: 0, Max Interval: 99
Faculty(ID2108) => Min Interval: 32, Max Interval: 48
Faculty(ID2109) => Min Interval: 3, Max Interval: 47
Faculty(ID2111) => Min Interval: 9, Max Interval: 34
Faculty(ID2112) => Min Interval: 0, Max Interval: 99
Faculty(ID2116) => Min Interval: 23, Max Interval: 44
Faculty(ID2118) => Min Interval: 25, Max Interval: 36
Faculty(ID2120) => Min Interval: 2, Max Interval: 35
Faculty(ID2121) => Min Interval: 33, Max Interval: 45
Faculty(ID2123) => Min Interval: 0, Max Interval: 99
Faculty(ID2125) => Min Interval: 3, Max Interval: 55
Faculty(ID2126) => Min Interval: 8, Max Interval: 45
Faculty(ID2128) => Min Interval: 5, Max Interval: 49
Faculty(ID2130) => Min Interval: 2, Max Interval: 52
Faculty(ID2133) => Min Interval: 15, Max Interval: 37
Faculty(ID2135) => Min Interval: 19, Max Interval: 55
Faculty(ID2136) => Min Interval: 2, Max Interval: 53
Faculty(ID2143) => Min Interval: 21, Max Interval: 36
Faculty(ID2144) => Min Interval: 9, Max Interval: 40
Faculty(ID2147) => Min Interval: 2, Max Interval: 99
Faculty(ID2149) => Min Interval: 2, Max Interval: 99
Faculty(ID2151) => Min Interval: 17, Max Interval: 37
Faculty(ID2153) => Min Interval: 37, Max Interval: 38
Faculty(ID2154) => Min Interval: 26, Max Interval: 41
Faculty(ID2156) => Min Interval: 3, Max Interval: 25
Faculty(ID2158) => Min Interval: 6, Max Interval: 51
Faculty(ID2167) => Min Interval: 3, Max Interval: 51
Faculty(ID2169) => Min Interval: 3, Max Interval: 43
Faculty(ID2171) => Min Interval: 25, Max Interval: 36
Faculty(ID2174) => Min Interval: 11, Max Interval: 29
Faculty(ID2182) => Min Interval: 2, Max Interval: 54
Faculty(ID2183) => Min Interval: 27, Max Interval: 43
Faculty(ID2187) => Min Interval: 4, Max Interval: 40
Faculty(ID2188) => Min Interval: 9, Max Interval: 41
Faculty(ID2190) => Min Interval: 32, Max Interval: 50
Faculty(ID2192) => Min Interval: 14, Max Interval: 47
Faculty(ID2194) => Min Interval: 13, Max Interval: 30
Faculty(ID2196) => Min Interval: 10, Max Interval: 48
Faculty(ID2198) => Min Interval: 1, Max Interval: 99
Faculty(ID2200) => Min Interval: 8, Max Interval: 43
Faculty(ID2201) => Min Interval: 29, Max Interval: 48
Faculty(ID2203) => Min Interval: 4, Max Interval: 53
Faculty(ID2204) => Min Interval: 3, Max Interval: 43
Faculty(ID2206) => Min Interval: 16, Max Interval: 37
Faculty(ID2211) => Min Interval: 21, Max Interval: 45
Faculty(ID2215) => Min Interval: 12, Max Interval: 36
Faculty(ID2216) => Min Interval: 34, Max Interval: 51
Faculty(ID2217) => Min Interval: 8, Max Interval: 35
Faculty(ID2218) => Min Interval: 9, Max Interval: 48
Faculty(ID2220) => Min Interval: 9, Max Interval: 46
Faculty(ID2221) => Min Interval: 9, Max Interval: 10
Faculty(ID2224) => Min Interval: 2, Max Interval: 50
Faculty(ID2227) => Min Interval: 18, Max Interval: 51
Faculty(ID2231) => Min Interval: 4, Max Interval: 42
Faculty(ID2232) => Min Interval: 13, Max Interval: 26
Faculty(ID2234) => Min Interval: 15, Max Interval: 28
Faculty(ID2235) => Min Interval: 9, Max Interval: 23
Faculty(ID2238) => Min Interval: 9, Max Interval: 54
Faculty(ID2239) => Min Interval: 42, Max Interval: 50
Faculty(ID2240) => Min Interval: 9, Max Interval: 20
Faculty(ID2241) => Min Interval: 16, Max Interval: 28
Faculty(ID2243) => Min Interval: 26, Max Interval: 54
Faculty(ID2244) => Min Interval: 9, Max Interval: 47
Faculty(ID2245) => Min Interval: 10, Max Interval: 25
Faculty(ID2248) => Min Interval: 13, Max Interval: 38
Faculty(ID2250) => Min Interval: 1, Max Interval: 23
Faculty(ID2252) => Min Interval: 3, Max Interval: 54
Faculty(ID2257) => Min Interval: 11, Max Interval: 19
Faculty(ID2265) => Min Interval: 25, Max Interval: 48
Faculty(ID2267) => Min Interval: 24, Max Interval: 48
Faculty(ID2272) => Min Interval: 19, Max Interval: 49
Faculty(ID2275) => Min Interval: 6, Max Interval: 54
Faculty(ID2277) => Min Interval: 7, Max Interval: 49
Faculty(ID2279) => Min Interval: 1, Max Interval: 54
Faculty(ID2281) => Min Interval: 6, Max Interval: 52
Faculty(ID2283) => Min Interval: 25, Max Interval: 49
Faculty(ID2290) => Min Interval: 8, Max Interval: 19
Faculty(ID2291) => Min Interval: 7, Max Interval: 53
Faculty(ID2293) => Min Interval: 32, Max Interval: 42
Faculty(ID2295) => Min Interval: 8, Max Interval: 37
Faculty(ID2298) => Min Interval: 1, Max Interval: 48
Faculty(ID2300) => Min Interval: 6, Max Interval: 37
Faculty(ID2302) => Min Interval: 4, Max Interval: 54
Faculty(ID2306) => Min Interval: 37, Max Interval: 51
Faculty(ID2310) => Min Interval: 2, Max Interval: 47
Faculty(ID2312) => Min Interval: 28, Max Interval: 51
Faculty(ID2315) => Min Interval: 15, Max Interval: 23
Faculty(ID2320) => Min Interval: 1, Max Interval: 49
Faculty(ID2321) => Min Interval: 26, Max Interval: 36
Faculty(ID2322) => Min Interval: 11, Max Interval: 11
Faculty(ID2323) => Min Interval: 4, Max Interval: 35
Faculty(ID2325) => Min Interval: 21, Max Interval: 35
Faculty(ID2327) => Min Interval: 3, Max Interval: 46
Faculty(ID2330) => Min Interval: 5, Max Interval: 51
Faculty(ID2331) => Min Interval: 12, Max Interval: 50
Faculty(ID2334) => Min Interval: 18, Max Interval: 30
Faculty(ID2338) => Min Interval: 19, Max Interval: 49
Faculty(ID2339) => Min Interval: 12, Max Interval: 45
Faculty(ID2342) => Min Interval: 30, Max Interval: 51
Faculty(ID2343) => Min Interval: 29, Max Interval: 50
Faculty(ID2345) => Min Interval: 1, Max Interval: 50
Faculty(ID2348) => Min Interval: 18, Max Interval: 50
Faculty(ID2351) => Min Interval: 21, Max Interval: 49
Faculty(ID2353) => Min Interval: 15, Max Interval: 53
Faculty(ID2358) => Min Interval: 23, Max Interval: 39
Faculty(ID2359) => Min Interval: 8, Max Interval: 52
Faculty(ID2360) => Min Interval: 0, Max Interval: 53
Faculty(ID2361) => Min Interval: 18, Max Interval: 19
Faculty(ID2363) => Min Interval: 23, Max Interval: 49
Faculty(ID2368) => Min Interval: 13, Max Interval: 21
Faculty(ID2370) => Min Interval: 8, Max Interval: 51
Faculty(ID2371) => Min Interval: 9, Max Interval: 35
Faculty(ID2372) => Min Interval: 11, Max Interval: 27
Faculty(ID2373) => Min Interval: 20, Max Interval: 40
Faculty(ID2376) => Min Interval: 20, Max Interval: 49
Faculty(ID2378) => Min Interval: 0, Max Interval: 99
Faculty(ID2380) => Min Interval: 6, Max Interval: 42
Faculty(ID2381) => Min Interval: 14, Max Interval: 49
Faculty(ID2390) => Min Interval: 13, Max Interval: 43
Faculty(ID2391) => Min Interval: 12, Max Interval: 51
Faculty(ID2395) => Min Interval: 28, Max Interval: 38
Faculty(ID2396) => Min Interval: 9, Max Interval: 22
Faculty(ID2398) => Min Interval: 11, Max Interval: 34
Faculty(ID2404) => Min Interval: 27, Max Interval: 44
Faculty(ID2408) => Min Interval: 14, Max Interval: 41
Faculty(ID2409) => Min Interval: 9, Max Interval: 29
Faculty(ID2410) => Min Interval: 9, Max Interval: 29
Faculty(ID2412) => Min Interval: 7, Max Interval: 43
Faculty(ID2417) => Min Interval: 15, Max Interval: 34
Faculty(ID2420) => Min Interval: 16, Max Interval: 31
Faculty(ID2423) => Min Interval: 23, Max Interval: 50
Faculty(ID2425) => Min Interval: 0, Max Interval: 45
Faculty(ID2427) => Min Interval: 10, Max Interval: 38
Faculty(ID2428) => Min Interval: 18, Max Interval: 49
Faculty(ID2429) => Min Interval: 18, Max Interval: 44
Faculty(ID2430) => Min Interval: 0, Max Interval: 49
Faculty(ID2432) => Min Interval: 30, Max Interval: 38
Faculty(ID2433) => Min Interval: 21, Max Interval: 30
Faculty(ID2434) => Min Interval: 8, Max Interval: 47
Faculty(ID2436) => Min Interval: 15, Max Interval: 49
Faculty(ID2440) => Min Interval: 19, Max Interval: 43
Faculty(ID2444) => Min Interval: 10, Max Interval: 49
Faculty(ID2446) => Min Interval: 18, Max Interval: 40
Faculty(ID2449) => Min Interval: 12, Max Interval: 34
Faculty(ID2455) => Min Interval: 7, Max Interval: 48
Faculty(ID2459) => Min Interval: 24, Max Interval: 24
Faculty(ID2464) => Min Interval: 12, Max Interval: 40
Faculty(ID2469) => Min Interval: 34, Max Interval: 54
Faculty(ID2471) => Min Interval: 20, Max Interval: 48
Faculty(ID2475) => Min Interval: 18, Max Interval: 38
Faculty(ID2476) => Min Interval: 12, Max Interval: 45
Faculty(ID2477) => Min Interval: 10, Max Interval: 24
Faculty(ID2480) => Min Interval: 19, Max Interval: 37
Faculty(ID2486) => Min Interval: 17, Max Interval: 40
Faculty(ID2490) => Min Interval: 16, Max Interval: 34
Faculty(ID2492) => Min Interval: 8, Max Interval: 24
Faculty(ID2499) => Min Interval: 36, Max Interval: 46
Faculty(ID2510) => Min Interval: 15, Max Interval: 49
Faculty(ID2515) => Min Interval: 10, Max Interval: 20
Faculty(ID2516) => Min Interval: 17, Max Interval: 40
Faculty(ID2518) => Min Interval: 9, Max Interval: 52
Faculty(ID2520) => Min Interval: 12, Max Interval: 25
Faculty(ID2522) => Min Interval: 14, Max Interval: 41
Faculty(ID2524) => Min Interval: 14, Max Interval: 55
Faculty(ID2525) => Min Interval: 19, Max Interval: 28
Faculty(ID2526) => Min Interval: 8, Max Interval: 40
Faculty(ID2528) => Min Interval: 4, Max Interval: 47
Faculty(ID2534) => Min Interval: 11, Max Interval: 29
Faculty(ID2536) => Min Interval: 15, Max Interval: 29
Faculty(ID2543) => Min Interval: 14, Max Interval: 47
Faculty(ID2544) => Min Interval: 16, Max Interval: 33
Faculty(ID2547) => Min Interval: 24, Max Interval: 46
Faculty(ID2548) => Min Interval: 11, Max Interval: 42
Faculty(ID2550) => Min Interval: 9, Max Interval: 37
Faculty(ID2551) => Min Interval: 26, Max Interval: 47
Faculty(ID2553) => Min Interval: 9, Max Interval: 21
Faculty(ID2558) => Min Interval: 24, Max Interval: 45
Faculty(ID2564) => Min Interval: 26, Max Interval: 43
Faculty(ID2566) => Min Interval: 8, Max Interval: 51
Faculty(ID2571) => Min Interval: 15, Max Interval: 42
Faculty(ID2574) => Min Interval: 8, Max Interval: 43
Faculty(ID2576) => Min Interval: 14, Max Interval: 32
Faculty(ID2577) => Min Interval: 18, Max Interval: 19
Faculty(ID2578) => Min Interval: 11, Max Interval: 20
Faculty(ID2581) => Min Interval: 10, Max Interval: 48
Faculty(ID2585) => Min Interval: 25, Max Interval: 45
Faculty(ID2586) => Min Interval: 19, Max Interval: 51
Faculty(ID2601) => Min Interval: 18, Max Interval: 44
Faculty(ID2611) => Min Interval: 18, Max Interval: 51
Faculty(ID2614) => Min Interval: 22, Max Interval: 41
Faculty(ID2621) => Min Interval: 19, Max Interval: 20
Faculty(ID2627) => Min Interval: 30, Max Interval: 30
Faculty(ID2630) => Min Interval: 8, Max Interval: 50
Faculty(ID2633) => Min Interval: 12, Max Interval: 46
Faculty(ID2650) => Min Interval: 8, Max Interval: 25
Faculty(ID2653) => Min Interval: 2, Max Interval: 50
Faculty(ID2656) => Min Interval: 13, Max Interval: 48
Faculty(ID2660) => Min Interval: 38, Max Interval: 48
Faculty(ID2667) => Min Interval: 9, Max Interval: 49
Faculty(ID2674) => Min Interval: 30, Max Interval: 46
Faculty(ID2679) => Min Interval: 20, Max Interval: 53
Faculty(ID2682) => Min Interval: 10, Max Interval: 26
Faculty(ID2687) => Min Interval: 23, Max Interval: 48
Faculty(ID2688) => Min Interval: 11, Max Interval: 51
Faculty(ID2689) => Min Interval: 18, Max Interval: 28
Faculty(ID2691) => Min Interval: 9, Max Interval: 40
Faculty(ID2693) => Min Interval: 21, Max Interval: 31
Faculty(ID2695) => Min Interval: 15, Max Interval: 30
Faculty(ID2707) => Min Interval: 8, Max Interval: 48
Faculty(ID2711) => Min Interval: 24, Max Interval: 34
Faculty(ID2712) => Min Interval: 8, Max Interval: 47
Faculty(ID2716) => Min Interval: 14, Max Interval: 51
Faculty(ID2722) => Min Interval: 15, Max Interval: 47
Faculty(ID2725) => Min Interval: 30, Max Interval: 45
Faculty(ID2745) => Min Interval: 19, Max Interval: 36
Faculty(ID2746) => Min Interval: 20, Max Interval: 39
Faculty(ID2753) => Min Interval: 30, Max Interval: 50
Faculty(ID2759) => Min Interval: 29, Max Interval: 47
Faculty(ID2764) => Min Interval: 19, Max Interval: 50
Faculty(ID2773) => Min Interval: 13, Max Interval: 50
Faculty(ID2774) => Min Interval: 18, Max Interval: 44
Faculty(ID2830) => Min Interval: 25, Max Interval: 47
Faculty(ID2833) => Min Interval: 2, Max Interval: 45
Faculty(ID2834) => Min Interval: 22, Max Interval: 48
Faculty(ID2835) => Min Interval: 16, Max Interval: 43
Faculty(ID2837) => Min Interval: 9, Max Interval: 51
Faculty(ID2838) => Min Interval: 5, Max Interval: 51
Faculty(ID2841) => Min Interval: 16, Max Interval: 49
Faculty(ID2844) => Min Interval: 5, Max Interval: 50
Faculty(ID2845) => Min Interval: 9, Max Interval: 39
Faculty(ID2849) => Min Interval: 1, Max Interval: 35
Faculty(ID2851) => Min Interval: 2, Max Interval: 40
Faculty(ID2853) => Min Interval: 37, Max Interval: 49
Faculty(ID2854) => Min Interval: 7, Max Interval: 49
Faculty(ID2856) => Min Interval: 10, Max Interval: 33
Faculty(ID2859) => Min Interval: 10, Max Interval: 40
Faculty(ID2861) => Min Interval: 4, Max Interval: 44
Faculty(ID2863) => Min Interval: 3, Max Interval: 53
Faculty(ID2864) => Min Interval: 5, Max Interval: 45
Faculty(ID2866) => Min Interval: 10, Max Interval: 47
Faculty(ID2869) => Min Interval: 34, Max Interval: 54
Faculty(ID2872) => Min Interval: 35, Max Interval: 48
Faculty(ID2873) => Min Interval: 3, Max Interval: 99
Faculty(ID2875) => Min Interval: 24, Max Interval: 44
Faculty(ID2877) => Min Interval: 2, Max Interval: 99
Faculty(ID2879) => Min Interval: 25, Max Interval: 41
Faculty(ID2881) => Min Interval: 12, Max Interval: 51
Faculty(ID2882) => Min Interval: 16, Max Interval: 47
Faculty(ID2884) => Min Interval: 8, Max Interval: 37
Faculty(ID2889) => Min Interval: 9, Max Interval: 28
Faculty(ID2895) => Min Interval: 36, Max Interval: 51
Faculty(ID2896) => Min Interval: 23, Max Interval: 49
Faculty(ID2897) => Min Interval: 12, Max Interval: 47
Faculty(ID2899) => Min Interval: 17, Max Interval: 49
Faculty(ID2902) => Min Interval: 24, Max Interval: 53
Faculty(ID2905) => Min Interval: 17, Max Interval: 49
Faculty(ID2909) => Min Interval: 21, Max Interval: 33
Faculty(ID2910) => Min Interval: 4, Max Interval: 51
Faculty(ID2912) => Min Interval: 21, Max Interval: 45
Faculty(ID2913) => Min Interval: 15, Max Interval: 30
Faculty(ID2915) => Min Interval: 11, Max Interval: 34
Faculty(ID2916) => Min Interval: 0, Max Interval: 55
Faculty(ID2918) => Min Interval: 2, Max Interval: 99
Faculty(ID2919) => Min Interval: 0, Max Interval: 99
Faculty(ID2921) => Min Interval: 19, Max Interval: 33
Faculty(ID2922) => Min Interval: 9, Max Interval: 44
Faculty(ID2924) => Min Interval: 2, Max Interval: 99
Faculty(ID2928) => Min Interval: 20, Max Interval: 37
Faculty(ID2929) => Min Interval: 0, Max Interval: 99
Faculty(ID2931) => Min Interval: 2, Max Interval: 38
Faculty(ID2933) => Min Interval: 28, Max Interval: 49
Faculty(ID2936) => Min Interval: 13, Max Interval: 49
Faculty(ID2944) => Min Interval: 2, Max Interval: 99
Faculty(ID2945) => Min Interval: 15, Max Interval: 25
Faculty(ID2946) => Min Interval: 12, Max Interval: 35
Faculty(ID2949) => Min Interval: 13, Max Interval: 51
Faculty(ID2951) => Min Interval: 8, Max Interval: 40
Faculty(ID2952) => Min Interval: 22, Max Interval: 37
Faculty(ID2954) => Min Interval: 24, Max Interval: 40
Faculty(ID2956) => Min Interval: 3, Max Interval: 99
Faculty(ID2958) => Min Interval: 32, Max Interval: 50
Faculty(ID2959) => Min Interval: 3, Max Interval: 51
Faculty(ID2960) => Min Interval: 13, Max Interval: 49
Faculty(ID2962) => Min Interval: 12, Max Interval: 47
Faculty(ID2963) => Min Interval: 0, Max Interval: 99
Faculty(ID2964) => Min Interval: 20, Max Interval: 45
Faculty(ID2966) => Min Interval: 3, Max Interval: 52
Faculty(ID2967) => Min Interval: 11, Max Interval: 43
Faculty(ID2968) => Min Interval: 1, Max Interval: 40
Faculty(ID2970) => Min Interval: 7, Max Interval: 41
Faculty(ID2971) => Min Interval: 34, Max Interval: 43
Faculty(ID2974) => Min Interval: 0, Max Interval: 99
Faculty(ID2979) => Min Interval: 2, Max Interval: 35
Faculty(ID2980) => Min Interval: 0, Max Interval: 99
Faculty(ID2983) => Min Interval: 14, Max Interval: 52
Faculty(ID2985) => Min Interval: 1, Max Interval: 50
Faculty(ID2987) => Min Interval: 20, Max Interval: 46
Faculty(ID2989) => Min Interval: 23, Max Interval: 44
Faculty(ID2994) => Min Interval: 27, Max Interval: 38
Faculty(ID2995) => Min Interval: 0, Max Interval: 99
Faculty(ID2996) => Min Interval: 5, Max Interval: 99
Faculty(ID3004) => Min Interval: 0, Max Interval: 99
Faculty(ID3006) => Min Interval: 28, Max Interval: 50
Faculty(ID3007) => Min Interval: 9, Max Interval: 46
Faculty(ID3009) => Min Interval: 8, Max Interval: 51
Faculty(ID3012) => Min Interval: 15, Max Interval: 35
Faculty(ID3015) => Min Interval: 5, Max Interval: 54
Faculty(ID3018) => Min Interval: 0, Max Interval: 99
Faculty(ID3021) => Min Interval: 11, Max Interval: 49
Faculty(ID3024) => Min Interval: 8, Max Interval: 42
Faculty(ID3025) => Min Interval: 4, Max Interval: 53
Faculty(ID3027) => Min Interval: 13, Max Interval: 53
Faculty(ID3029) => Min Interval: 6, Max Interval: 50
Faculty(ID3030) => Min Interval: 6, Max Interval: 45
Faculty(ID3032) => Min Interval: 9, Max Interval: 50
Faculty(ID3034) => Min Interval: 0, Max Interval: 99
Faculty(ID3035) => Min Interval: 1, Max Interval: 99
Faculty(ID3037) => Min Interval: 21, Max Interval: 50
Faculty(ID3038) => Min Interval: 3, Max Interval: 52
Faculty(ID3040) => Min Interval: 18, Max Interval: 38
