Stored fact information:
ResearchAssistantCandidate(ID0) => Min Interval: 27, Max Interval: 40
ResearchAssistantCandidate(ID1213) => Min Interval: 15, Max Interval: 49
ResearchAssistantCandidate(ID1245) => Min Interval: 9, Max Interval: 40
ResearchAssistantCandidate(ID1254) => Min Interval: 13, Max Interval: 43
ResearchAssistantCandidate(ID1274) => Min Interval: 24, Max Interval: 46
ResearchAssistantCandidate(ID1289) => Min Interval: 21, Max Interval: 35
ResearchAssistantCandidate(ID1298) => Min Interval: 12, Max Interval: 46
ResearchAssistantCandidate(ID1302) => Min Interval: 23, Max Interval: 47
ResearchAssistantCandidate(ID1304) => Min Interval: 16, Max Interval: 50
ResearchAssistantCandidate(ID1306) => Min Interval: 19, Max Interval: 46
ResearchAssistantCandidate(ID1335) => Min Interval: 7, Max Interval: 37
ResearchAssistantCandidate(ID1340) => Min Interval: 14, Max Interval: 44
ResearchAssistantCandidate(ID1346) => Min Interval: 23, Max Interval: 36
ResearchAssistantCandidate(ID1384) => Min Interval: 9, Max Interval: 43
ResearchAssistantCandidate(ID1399) => Min Interval: 6, Max Interval: 11
ResearchAssistantCandidate(ID1402) => Min Interval: 20, Max Interval: 48
ResearchAssistantCandidate(ID1404) => Min Interval: 14, Max Interval: 40
ResearchAssistantCandidate(ID1408) => Min Interval: 9, Max Interval: 30
ResearchAssistantCandidate(ID1410) => Min Interval: 9, Max Interval: 34
ResearchAssistantCandidate(ID1412) => Min Interval: 12, Max Interval: 45
ResearchAssistantCandidate(ID1442) => Min Interval: 12, Max Interval: 49
ResearchAssistantCandidate(ID1447) => Min Interval: 13, Max Interval: 47
ResearchAssistantCandidate(ID1512) => Min Interval: 22, Max Interval: 39
ResearchAssistantCandidate(ID1514) => Min Interval: 17, Max Interval: 50
ResearchAssistantCandidate(ID1580) => Min Interval: 20, Max Interval: 29
ResearchAssistantCandidate(ID1665) => Min Interval: 10, Max Interval: 49
ResearchAssistantCandidate(ID1857) => Min Interval: 17, Max Interval: 37
ResearchAssistantCandidate(ID1860) => Min Interval: 2, Max Interval: 38
ResearchAssistantCandidate(ID1861) => Min Interval: 0, Max Interval: 26
ResearchAssistantCandidate(ID1862) => Min Interval: 16, Max Interval: 43
ResearchAssistantCandidate(ID1865) => Min Interval: 4, Max Interval: 49
ResearchAssistantCandidate(ID1870) => Min Interval: 5, Max Interval: 48
ResearchAssistantCandidate(ID1871) => Min Interval: 6, Max Interval: 25
ResearchAssistantCandidate(ID1873) => Min Interval: 8, Max Interval: 16
ResearchAssistantCandidate(ID1874) => Min Interval: 39, Max Interval: 50
ResearchAssistantCandidate(ID1876) => Min Interval: 16, Max Interval: 36
ResearchAssistantCandidate(ID1878) => Min Interval: 36, Max Interval: 49
ResearchAssistantCandidate(ID1881) => Min Interval: 10, Max Interval: 36
ResearchAssistantCandidate(ID1883) => Min Interval: 13, Max Interval: 48
ResearchAssistantCandidate(ID1892) => Min Interval: 12, Max Interval: 28
ResearchAssistantCandidate(ID1894) => Min Interval: 7, Max Interval: 30
ResearchAssistantCandidate(ID1896) => Min Interval: 28, Max Interval: 49
ResearchAssistantCandidate(ID1897) => Min Interval: 26, Max Interval: 38
ResearchAssistantCandidate(ID1900) => Min Interval: 19, Max Interval: 38
ResearchAssistantCandidate(ID1904) => Min Interval: 22, Max Interval: 42
ResearchAssistantCandidate(ID1908) => Min Interval: 10, Max Interval: 36
ResearchAssistantCandidate(ID1909) => Min Interval: 9, Max Interval: 49
ResearchAssistantCandidate(ID1911) => Min Interval: 13, Max Interval: 46
ResearchAssistantCandidate(ID1914) => Min Interval: 16, Max Interval: 47
ResearchAssistantCandidate(ID1916) => Min Interval: 2, Max Interval: 40
ResearchAssistantCandidate(ID1918) => Min Interval: 0, Max Interval: 46
ResearchAssistantCandidate(ID1920) => Min Interval: 8, Max Interval: 40
ResearchAssistantCandidate(ID1922) => Min Interval: 1, Max Interval: 40
ResearchAssistantCandidate(ID1923) => Min Interval: 13, Max Interval: 41
ResearchAssistantCandidate(ID1925) => Min Interval: 11, Max Interval: 47
ResearchAssistantCandidate(ID1927) => Min Interval: 45, Max Interval: 49
ResearchAssistantCandidate(ID1929) => Min Interval: 5, Max Interval: 49
ResearchAssistantCandidate(ID1931) => Min Interval: 5, Max Interval: 42
ResearchAssistantCandidate(ID1936) => Min Interval: 11, Max Interval: 29
ResearchAssistantCandidate(ID1937) => Min Interval: 41, Max Interval: 46
ResearchAssistantCandidate(ID1941) => Min Interval: 22, Max Interval: 45
ResearchAssistantCandidate(ID1942) => Min Interval: 13, Max Interval: 47
ResearchAssistantCandidate(ID1943) => Min Interval: 16, Max Interval: 50
ResearchAssistantCandidate(ID1944) => Min Interval: 9, Max Interval: 38
ResearchAssistantCandidate(ID1946) => Min Interval: 9, Max Interval: 47
ResearchAssistantCandidate(ID1947) => Min Interval: 7, Max Interval: 44
ResearchAssistantCandidate(ID1953) => Min Interval: 8, Max Interval: 44
ResearchAssistantCandidate(ID1954) => Min Interval: 7, Max Interval: 51
ResearchAssistantCandidate(ID1955) => Min Interval: 15, Max Interval: 40
ResearchAssistantCandidate(ID1957) => Min Interval: 9, Max Interval: 49
ResearchAssistantCandidate(ID1958) => Min Interval: 36, Max Interval: 45
ResearchAssistantCandidate(ID1960) => Min Interval: 8, Max Interval: 43
ResearchAssistantCandidate(ID1965) => Min Interval: 4, Max Interval: 45
ResearchAssistantCandidate(ID1966) => Min Interval: 6, Max Interval: 23
ResearchAssistantCandidate(ID1968) => Min Interval: 10, Max Interval: 14
ResearchAssistantCandidate(ID1970) => Min Interval: 10, Max Interval: 50
ResearchAssistantCandidate(ID1973) => Min Interval: 27, Max Interval: 27
ResearchAssistantCandidate(ID1975) => Min Interval: 8, Max Interval: 40
ResearchAssistantCandidate(ID1980) => Min Interval: 12, Max Interval: 49
ResearchAssistantCandidate(ID1983) => Min Interval: 21, Max Interval: 49
ResearchAssistantCandidate(ID1985) => Min Interval: 10, Max Interval: 42
ResearchAssistantCandidate(ID1988) => Min Interval: 29, Max Interval: 49
ResearchAssistantCandidate(ID1993) => Min Interval: 23, Max Interval: 49
ResearchAssistantCandidate(ID1994) => Min Interval: 7, Max Interval: 48
ResearchAssistantCandidate(ID1997) => Min Interval: 5, Max Interval: 50
ResearchAssistantCandidate(ID1999) => Min Interval: 9, Max Interval: 35
ResearchAssistantCandidate(ID2001) => Min Interval: 12, Max Interval: 31
ResearchAssistantCandidate(ID2002) => Min Interval: 12, Max Interval: 50
ResearchAssistantCandidate(ID2003) => Min Interval: 23, Max Interval: 49
ResearchAssistantCandidate(ID2009) => Min Interval: 24, Max Interval: 49
ResearchAssistantCandidate(ID2010) => Min Interval: 7, Max Interval: 38
ResearchAssistantCandidate(ID2012) => Min Interval: 6, Max Interval: 33
ResearchAssistantCandidate(ID2013) => Min Interval: 8, Max Interval: 39
ResearchAssistantCandidate(ID2016) => Min Interval: 41, Max Interval: 43
ResearchAssistantCandidate(ID2017) => Min Interval: 11, Max Interval: 41
ResearchAssistantCandidate(ID2018) => Min Interval: 45, Max Interval: 46
ResearchAssistantCandidate(ID2022) => Min Interval: 1, Max Interval: 48
ResearchAssistantCandidate(ID2025) => Min Interval: 6, Max Interval: 33
ResearchAssistantCandidate(ID2028) => Min Interval: 24, Max Interval: 51
ResearchAssistantCandidate(ID2029) => Min Interval: 8, Max Interval: 29
ResearchAssistantCandidate(ID2034) => Min Interval: 31, Max Interval: 31
ResearchAssistantCandidate(ID2041) => Min Interval: 22, Max Interval: 31
ResearchAssistantCandidate(ID2042) => Min Interval: 12, Max Interval: 47
ResearchAssistantCandidate(ID2043) => Min Interval: 5, Max Interval: 50
ResearchAssistantCandidate(ID2044) => Min Interval: 5, Max Interval: 48
ResearchAssistantCandidate(ID2045) => Min Interval: 17, Max Interval: 22
ResearchAssistantCandidate(ID2047) => Min Interval: 31, Max Interval: 47
ResearchAssistantCandidate(ID2048) => Min Interval: 7, Max Interval: 49
ResearchAssistantCandidate(ID2051) => Min Interval: 12, Max Interval: 42
ResearchAssistantCandidate(ID2055) => Min Interval: 6, Max Interval: 29
ResearchAssistantCandidate(ID2056) => Min Interval: 23, Max Interval: 50
ResearchAssistantCandidate(ID2059) => Min Interval: 15, Max Interval: 45
ResearchAssistantCandidate(ID2060) => Min Interval: 29, Max Interval: 43
ResearchAssistantCandidate(ID2061) => Min Interval: 22, Max Interval: 49
ResearchAssistantCandidate(ID2063) => Min Interval: 11, Max Interval: 43
ResearchAssistantCandidate(ID2065) => Min Interval: 17, Max Interval: 39
ResearchAssistantCandidate(ID2066) => Min Interval: 12, Max Interval: 50
ResearchAssistantCandidate(ID2072) => Min Interval: 21, Max Interval: 51
ResearchAssistantCandidate(ID2074) => Min Interval: 5, Max Interval: 48
ResearchAssistantCandidate(ID2075) => Min Interval: 18, Max Interval: 51
ResearchAssistantCandidate(ID2079) => Min Interval: 6, Max Interval: 40
ResearchAssistantCandidate(ID2082) => Min Interval: 23, Max Interval: 49
ResearchAssistantCandidate(ID2084) => Min Interval: 13, Max Interval: 47
ResearchAssistantCandidate(ID2089) => Min Interval: 4, Max Interval: 46
ResearchAssistantCandidate(ID2092) => Min Interval: 7, Max Interval: 38
ResearchAssistantCandidate(ID2094) => Min Interval: 4, Max Interval: 33
ResearchAssistantCandidate(ID2096) => Min Interval: 29, Max Interval: 44
ResearchAssistantCandidate(ID2097) => Min Interval: 0, Max Interval: 47
ResearchAssistantCandidate(ID2098) => Min Interval: 14, Max Interval: 25
ResearchAssistantCandidate(ID2099) => Min Interval: 2, Max Interval: 23
ResearchAssistantCandidate(ID2102) => Min Interval: 9, Max Interval: 37
ResearchAssistantCandidate(ID2105) => Min Interval: 11, Max Interval: 52
ResearchAssistantCandidate(ID2108) => Min Interval: 29, Max Interval: 47
ResearchAssistantCandidate(ID2109) => Min Interval: 0, Max Interval: 46
ResearchAssistantCandidate(ID2111) => Min Interval: 6, Max Interval: 33
ResearchAssistantCandidate(ID2116) => Min Interval: 24, Max Interval: 40
ResearchAssistantCandidate(ID2118) => Min Interval: 22, Max Interval: 35
ResearchAssistantCandidate(ID2120) => Min Interval: 1, Max Interval: 30
ResearchAssistantCandidate(ID2121) => Min Interval: 30, Max Interval: 44
ResearchAssistantCandidate(ID2125) => Min Interval: 4, Max Interval: 50
ResearchAssistantCandidate(ID2126) => Min Interval: 5, Max Interval: 44
ResearchAssistantCandidate(ID2128) => Min Interval: 6, Max Interval: 44
ResearchAssistantCandidate(ID2130) => Min Interval: 1, Max Interval: 47
ResearchAssistantCandidate(ID2133) => Min Interval: 12, Max Interval: 36
ResearchAssistantCandidate(ID2135) => Min Interval: 20, Max Interval: 52
ResearchAssistantCandidate(ID2136) => Min Interval: 3, Max Interval: 39
ResearchAssistantCandidate(ID2139) => Min Interval: 6, Max Interval: 7
ResearchAssistantCandidate(ID2143) => Min Interval: 18, Max Interval: 35
ResearchAssistantCandidate(ID2144) => Min Interval: 6, Max Interval: 39
ResearchAssistantCandidate(ID2151) => Min Interval: 14, Max Interval: 36
ResearchAssistantCandidate(ID2153) => Min Interval: 34, Max Interval: 43
ResearchAssistantCandidate(ID2154) => Min Interval: 8, Max Interval: 40
ResearchAssistantCandidate(ID2156) => Min Interval: 4, Max Interval: 20
ResearchAssistantCandidate(ID2158) => Min Interval: 7, Max Interval: 46
ResearchAssistantCandidate(ID2163) => Min Interval: 33, Max Interval: 48
ResearchAssistantCandidate(ID2167) => Min Interval: 0, Max Interval: 46
ResearchAssistantCandidate(ID2168) => Min Interval: 12, Max Interval: 19
ResearchAssistantCandidate(ID2169) => Min Interval: 0, Max Interval: 42
ResearchAssistantCandidate(ID2171) => Min Interval: 22, Max Interval: 35
ResearchAssistantCandidate(ID2173) => Min Interval: 28, Max Interval: 32
ResearchAssistantCandidate(ID2174) => Min Interval: 8, Max Interval: 28
ResearchAssistantCandidate(ID2175) => Min Interval: 43, Max Interval: 49
ResearchAssistantCandidate(ID2182) => Min Interval: 1, Max Interval: 52
ResearchAssistantCandidate(ID2183) => Min Interval: 24, Max Interval: 42
ResearchAssistantCandidate(ID2187) => Min Interval: 5, Max Interval: 35
ResearchAssistantCandidate(ID2188) => Min Interval: 6, Max Interval: 23
ResearchAssistantCandidate(ID2190) => Min Interval: 29, Max Interval: 49
ResearchAssistantCandidate(ID2192) => Min Interval: 11, Max Interval: 46
ResearchAssistantCandidate(ID2194) => Min Interval: 10, Max Interval: 29
ResearchAssistantCandidate(ID2196) => Min Interval: 7, Max Interval: 47
ResearchAssistantCandidate(ID2200) => Min Interval: 5, Max Interval: 42
ResearchAssistantCandidate(ID2201) => Min Interval: 26, Max Interval: 47
ResearchAssistantCandidate(ID2203) => Min Interval: 18, Max Interval: 52
ResearchAssistantCandidate(ID2204) => Min Interval: 0, Max Interval: 38
ResearchAssistantCandidate(ID2206) => Min Interval: 17, Max Interval: 32
ResearchAssistantCandidate(ID2211) => Min Interval: 18, Max Interval: 44
ResearchAssistantCandidate(ID2215) => Min Interval: 9, Max Interval: 35
ResearchAssistantCandidate(ID2216) => Min Interval: 31, Max Interval: 50
ResearchAssistantCandidate(ID2217) => Min Interval: 5, Max Interval: 34
ResearchAssistantCandidate(ID2218) => Min Interval: 6, Max Interval: 47
ResearchAssistantCandidate(ID2220) => Min Interval: 6, Max Interval: 45
ResearchAssistantCandidate(ID2221) => Min Interval: 6, Max Interval: 15
ResearchAssistantCandidate(ID2224) => Min Interval: 0, Max Interval: 34
ResearchAssistantCandidate(ID2227) => Min Interval: 19, Max Interval: 50
ResearchAssistantCandidate(ID2231) => Min Interval: 1, Max Interval: 29
ResearchAssistantCandidate(ID2232) => Min Interval: 10, Max Interval: 25
ResearchAssistantCandidate(ID2234) => Min Interval: 12, Max Interval: 27
ResearchAssistantCandidate(ID2235) => Min Interval: 6, Max Interval: 31
ResearchAssistantCandidate(ID2238) => Min Interval: 6, Max Interval: 49
ResearchAssistantCandidate(ID2239) => Min Interval: 39, Max Interval: 49
ResearchAssistantCandidate(ID2240) => Min Interval: 6, Max Interval: 19
ResearchAssistantCandidate(ID2241) => Min Interval: 13, Max Interval: 27
ResearchAssistantCandidate(ID2243) => Min Interval: 27, Max Interval: 51
ResearchAssistantCandidate(ID2244) => Min Interval: 6, Max Interval: 46
ResearchAssistantCandidate(ID2245) => Min Interval: 7, Max Interval: 24
ResearchAssistantCandidate(ID2248) => Min Interval: 10, Max Interval: 37
ResearchAssistantCandidate(ID2250) => Min Interval: 2, Max Interval: 18
ResearchAssistantCandidate(ID2252) => Min Interval: 0, Max Interval: 51
ResearchAssistantCandidate(ID2257) => Min Interval: 8, Max Interval: 33
ResearchAssistantCandidate(ID2261) => Min Interval: 20, Max Interval: 22
ResearchAssistantCandidate(ID2265) => Min Interval: 22, Max Interval: 47
ResearchAssistantCandidate(ID2267) => Min Interval: 21, Max Interval: 47
ResearchAssistantCandidate(ID2272) => Min Interval: 16, Max Interval: 48
ResearchAssistantCandidate(ID2273) => Min Interval: 22, Max Interval: 29
ResearchAssistantCandidate(ID2275) => Min Interval: 7, Max Interval: 52
ResearchAssistantCandidate(ID2277) => Min Interval: 11, Max Interval: 48
ResearchAssistantCandidate(ID2279) => Min Interval: 2, Max Interval: 49
ResearchAssistantCandidate(ID2281) => Min Interval: 5, Max Interval: 47
ResearchAssistantCandidate(ID2283) => Min Interval: 22, Max Interval: 48
ResearchAssistantCandidate(ID2286) => Min Interval: 38, Max Interval: 43
ResearchAssistantCandidate(ID2290) => Min Interval: 5, Max Interval: 18
ResearchAssistantCandidate(ID2291) => Min Interval: 16, Max Interval: 52
ResearchAssistantCandidate(ID2293) => Min Interval: 12, Max Interval: 41
ResearchAssistantCandidate(ID2295) => Min Interval: 7, Max Interval: 32
ResearchAssistantCandidate(ID2298) => Min Interval: 7, Max Interval: 47
ResearchAssistantCandidate(ID2300) => Min Interval: 7, Max Interval: 32
ResearchAssistantCandidate(ID2301) => Min Interval: 11, Max Interval: 16
ResearchAssistantCandidate(ID2302) => Min Interval: 1, Max Interval: 49
ResearchAssistantCandidate(ID2303) => Min Interval: 7, Max Interval: 16
ResearchAssistantCandidate(ID2306) => Min Interval: 34, Max Interval: 50
ResearchAssistantCandidate(ID2310) => Min Interval: 1, Max Interval: 46
ResearchAssistantCandidate(ID2312) => Min Interval: 25, Max Interval: 50
ResearchAssistantCandidate(ID2315) => Min Interval: 12, Max Interval: 22
ResearchAssistantCandidate(ID2320) => Min Interval: 0, Max Interval: 37
ResearchAssistantCandidate(ID2321) => Min Interval: 23, Max Interval: 35
ResearchAssistantCandidate(ID2322) => Min Interval: 8, Max Interval: 25
ResearchAssistantCandidate(ID2323) => Min Interval: 1, Max Interval: 30
ResearchAssistantCandidate(ID2325) => Min Interval: 18, Max Interval: 34
ResearchAssistantCandidate(ID2326) => Min Interval: 29, Max Interval: 48
ResearchAssistantCandidate(ID2327) => Min Interval: 0, Max Interval: 33
ResearchAssistantCandidate(ID2330) => Min Interval: 2, Max Interval: 47
ResearchAssistantCandidate(ID2331) => Min Interval: 9, Max Interval: 49
ResearchAssistantCandidate(ID2334) => Min Interval: 15, Max Interval: 29
ResearchAssistantCandidate(ID2335) => Min Interval: 45, Max Interval: 50
ResearchAssistantCandidate(ID2338) => Min Interval: 16, Max Interval: 48
ResearchAssistantCandidate(ID2339) => Min Interval: 9, Max Interval: 44
ResearchAssistantCandidate(ID2342) => Min Interval: 27, Max Interval: 50
ResearchAssistantCandidate(ID2343) => Min Interval: 26, Max Interval: 49
ResearchAssistantCandidate(ID2345) => Min Interval: 36, Max Interval: 45
ResearchAssistantCandidate(ID2348) => Min Interval: 15, Max Interval: 49
ResearchAssistantCandidate(ID2351) => Min Interval: 22, Max Interval: 45
