Stored fact information:
ResearchAssistant(ID0) => Min Interval: 32, Max Interval: 40
ResearchAssistant(ID1957) => Min Interval: 10, Max Interval: 49
ResearchAssistant(ID1958) => Min Interval: 41, Max Interval: 45
ResearchAssistant(ID1960) => Min Interval: 13, Max Interval: 43
ResearchAssistant(ID1965) => Min Interval: 9, Max Interval: 45
ResearchAssistant(ID1966) => Min Interval: 11, Max Interval: 23
ResearchAssistant(ID1970) => Min Interval: 15, Max Interval: 50
ResearchAssistant(ID1975) => Min Interval: 9, Max Interval: 40
ResearchAssistant(ID1980) => Min Interval: 17, Max Interval: 49
ResearchAssistant(ID1983) => Min Interval: 26, Max Interval: 49
ResearchAssistant(ID1985) => Min Interval: 15, Max Interval: 42
ResearchAssistant(ID1988) => Min Interval: 34, Max Interval: 49
ResearchAssistant(ID1993) => Min Interval: 28, Max Interval: 49
ResearchAssistant(ID1994) => Min Interval: 12, Max Interval: 48
ResearchAssistant(ID1997) => Min Interval: 10, Max Interval: 50
ResearchAssistant(ID1999) => Min Interval: 10, Max Interval: 35
ResearchAssistant(ID2001) => Min Interval: 17, Max Interval: 31
ResearchAssistant(ID2002) => Min Interval: 17, Max Interval: 50
ResearchAssistant(ID2003) => Min Interval: 46, Max Interval: 49
ResearchAssistant(ID2009) => Min Interval: 4, Max Interval: 49
ResearchAssistant(ID2010) => Min Interval: 12, Max Interval: 38
ResearchAssistant(ID2012) => Min Interval: 11, Max Interval: 33
ResearchAssistant(ID2013) => Min Interval: 13, Max Interval: 39
ResearchAssistant(ID2017) => Min Interval: 16, Max Interval: 41
ResearchAssistant(ID2022) => Min Interval: 3, Max Interval: 48
ResearchAssistant(ID2025) => Min Interval: 11, Max Interval: 33
ResearchAssistant(ID2028) => Min Interval: 8, Max Interval: 51
ResearchAssistant(ID2029) => Min Interval: 13, Max Interval: 14
ResearchAssistant(ID2041) => Min Interval: 23, Max Interval: 31
ResearchAssistant(ID2042) => Min Interval: 13, Max Interval: 47
ResearchAssistant(ID2043) => Min Interval: 10, Max Interval: 50
ResearchAssistant(ID2044) => Min Interval: 6, Max Interval: 48
ResearchAssistant(ID2045) => Min Interval: 22, Max Interval: 22
ResearchAssistant(ID2047) => Min Interval: 36, Max Interval: 47
ResearchAssistant(ID2048) => Min Interval: 8, Max Interval: 49
ResearchAssistant(ID2051) => Min Interval: 13, Max Interval: 42
ResearchAssistant(ID2055) => Min Interval: 7, Max Interval: 29
ResearchAssistant(ID2056) => Min Interval: 28, Max Interval: 50
ResearchAssistant(ID2059) => Min Interval: 20, Max Interval: 45
ResearchAssistant(ID2060) => Min Interval: 34, Max Interval: 43
ResearchAssistant(ID2061) => Min Interval: 27, Max Interval: 49
ResearchAssistant(ID2063) => Min Interval: 16, Max Interval: 43
ResearchAssistant(ID2065) => Min Interval: 22, Max Interval: 39
ResearchAssistant(ID2066) => Min Interval: 13, Max Interval: 50
ResearchAssistant(ID2072) => Min Interval: 20, Max Interval: 51
ResearchAssistant(ID2074) => Min Interval: 6, Max Interval: 48
ResearchAssistant(ID2075) => Min Interval: 10, Max Interval: 51
ResearchAssistant(ID2079) => Min Interval: 11, Max Interval: 40
ResearchAssistant(ID2082) => Min Interval: 28, Max Interval: 49
ResearchAssistant(ID2084) => Min Interval: 18, Max Interval: 47
ResearchAssistant(ID2089) => Min Interval: 4, Max Interval: 47
ResearchAssistant(ID2092) => Min Interval: 12, Max Interval: 38
ResearchAssistant(ID2094) => Min Interval: 5, Max Interval: 33
ResearchAssistant(ID2096) => Min Interval: 34, Max Interval: 44
ResearchAssistant(ID2097) => Min Interval: 2, Max Interval: 47
ResearchAssistant(ID2098) => Min Interval: 19, Max Interval: 25
ResearchAssistant(ID2099) => Min Interval: 3, Max Interval: 23
ResearchAssistant(ID2102) => Min Interval: 10, Max Interval: 37
ResearchAssistant(ID2105) => Min Interval: 12, Max Interval: 52
ResearchAssistant(ID2108) => Min Interval: 34, Max Interval: 47
ResearchAssistant(ID2109) => Min Interval: 5, Max Interval: 46
ResearchAssistant(ID2111) => Min Interval: 11, Max Interval: 33
ResearchAssistant(ID2116) => Min Interval: 25, Max Interval: 40
ResearchAssistant(ID2118) => Min Interval: 27, Max Interval: 35
ResearchAssistant(ID2120) => Min Interval: 2, Max Interval: 30
ResearchAssistant(ID2121) => Min Interval: 35, Max Interval: 44
ResearchAssistant(ID2125) => Min Interval: 5, Max Interval: 50
ResearchAssistant(ID2126) => Min Interval: 10, Max Interval: 44
ResearchAssistant(ID2128) => Min Interval: 7, Max Interval: 44
ResearchAssistant(ID2130) => Min Interval: 2, Max Interval: 47
ResearchAssistant(ID2133) => Min Interval: 17, Max Interval: 36
ResearchAssistant(ID2135) => Min Interval: 21, Max Interval: 52
ResearchAssistant(ID2136) => Min Interval: 4, Max Interval: 49
ResearchAssistant(ID2143) => Min Interval: 23, Max Interval: 35
ResearchAssistant(ID2144) => Min Interval: 11, Max Interval: 39
ResearchAssistant(ID2151) => Min Interval: 19, Max Interval: 36
ResearchAssistant(ID2153) => Min Interval: 39, Max Interval: 43
ResearchAssistant(ID2154) => Min Interval: 13, Max Interval: 40
ResearchAssistant(ID2156) => Min Interval: 5, Max Interval: 20
ResearchAssistant(ID2158) => Min Interval: 8, Max Interval: 46
ResearchAssistant(ID2167) => Min Interval: 5, Max Interval: 46
ResearchAssistant(ID2168) => Min Interval: 17, Max Interval: 19
ResearchAssistant(ID2169) => Min Interval: 3, Max Interval: 42
ResearchAssistant(ID2171) => Min Interval: 27, Max Interval: 35
ResearchAssistant(ID2174) => Min Interval: 13, Max Interval: 28
ResearchAssistant(ID2175) => Min Interval: 48, Max Interval: 49
ResearchAssistant(ID2182) => Min Interval: 2, Max Interval: 52
ResearchAssistant(ID2183) => Min Interval: 29, Max Interval: 42
ResearchAssistant(ID2187) => Min Interval: 6, Max Interval: 35
ResearchAssistant(ID2188) => Min Interval: 9, Max Interval: 36
ResearchAssistant(ID2190) => Min Interval: 34, Max Interval: 49
ResearchAssistant(ID2192) => Min Interval: 16, Max Interval: 46
ResearchAssistant(ID2194) => Min Interval: 15, Max Interval: 29
ResearchAssistant(ID2196) => Min Interval: 12, Max Interval: 47
ResearchAssistant(ID2200) => Min Interval: 10, Max Interval: 42
ResearchAssistant(ID2201) => Min Interval: 31, Max Interval: 47
ResearchAssistant(ID2203) => Min Interval: 3, Max Interval: 52
ResearchAssistant(ID2204) => Min Interval: 4, Max Interval: 38
ResearchAssistant(ID2206) => Min Interval: 18, Max Interval: 32
ResearchAssistant(ID2211) => Min Interval: 23, Max Interval: 44
ResearchAssistant(ID2215) => Min Interval: 14, Max Interval: 35
ResearchAssistant(ID2216) => Min Interval: 36, Max Interval: 50
ResearchAssistant(ID2217) => Min Interval: 10, Max Interval: 34
ResearchAssistant(ID2218) => Min Interval: 11, Max Interval: 47
ResearchAssistant(ID2220) => Min Interval: 11, Max Interval: 45
ResearchAssistant(ID2221) => Min Interval: 11, Max Interval: 15
ResearchAssistant(ID2224) => Min Interval: 2, Max Interval: 45
ResearchAssistant(ID2227) => Min Interval: 20, Max Interval: 50
ResearchAssistant(ID2231) => Min Interval: 6, Max Interval: 41
ResearchAssistant(ID2232) => Min Interval: 15, Max Interval: 25
ResearchAssistant(ID2234) => Min Interval: 17, Max Interval: 27
ResearchAssistant(ID2235) => Min Interval: 11, Max Interval: 22
ResearchAssistant(ID2238) => Min Interval: 9, Max Interval: 49
ResearchAssistant(ID2239) => Min Interval: 44, Max Interval: 49
ResearchAssistant(ID2240) => Min Interval: 11, Max Interval: 19
ResearchAssistant(ID2241) => Min Interval: 18, Max Interval: 27
ResearchAssistant(ID2243) => Min Interval: 28, Max Interval: 51
ResearchAssistant(ID2244) => Min Interval: 11, Max Interval: 46
ResearchAssistant(ID2245) => Min Interval: 12, Max Interval: 24
ResearchAssistant(ID2248) => Min Interval: 15, Max Interval: 37
ResearchAssistant(ID2250) => Min Interval: 3, Max Interval: 18
ResearchAssistant(ID2252) => Min Interval: 5, Max Interval: 51
ResearchAssistant(ID2257) => Min Interval: 13, Max Interval: 18
ResearchAssistant(ID2265) => Min Interval: 27, Max Interval: 47
ResearchAssistant(ID2267) => Min Interval: 26, Max Interval: 47
ResearchAssistant(ID2272) => Min Interval: 21, Max Interval: 48
ResearchAssistant(ID2273) => Min Interval: 27, Max Interval: 29
ResearchAssistant(ID2275) => Min Interval: 8, Max Interval: 52
ResearchAssistant(ID2277) => Min Interval: 7, Max Interval: 48
ResearchAssistant(ID2279) => Min Interval: 3, Max Interval: 49
ResearchAssistant(ID2281) => Min Interval: 6, Max Interval: 47
ResearchAssistant(ID2283) => Min Interval: 27, Max Interval: 48
ResearchAssistant(ID2286) => Min Interval: 43, Max Interval: 43
ResearchAssistant(ID2290) => Min Interval: 10, Max Interval: 18
ResearchAssistant(ID2291) => Min Interval: 7, Max Interval: 52
ResearchAssistant(ID2293) => Min Interval: 34, Max Interval: 41
ResearchAssistant(ID2295) => Min Interval: 8, Max Interval: 32
ResearchAssistant(ID2298) => Min Interval: 0, Max Interval: 47
ResearchAssistant(ID2300) => Min Interval: 8, Max Interval: 32
ResearchAssistant(ID2301) => Min Interval: 16, Max Interval: 16
ResearchAssistant(ID2302) => Min Interval: 6, Max Interval: 49
ResearchAssistant(ID2306) => Min Interval: 39, Max Interval: 50
ResearchAssistant(ID2310) => Min Interval: 2, Max Interval: 46
ResearchAssistant(ID2312) => Min Interval: 30, Max Interval: 50
ResearchAssistant(ID2315) => Min Interval: 17, Max Interval: 22
ResearchAssistant(ID2320) => Min Interval: 1, Max Interval: 44
ResearchAssistant(ID2321) => Min Interval: 28, Max Interval: 35
ResearchAssistant(ID2322) => Min Interval: 13, Max Interval: 16
ResearchAssistant(ID2323) => Min Interval: 4, Max Interval: 30
ResearchAssistant(ID2325) => Min Interval: 23, Max Interval: 34
ResearchAssistant(ID2326) => Min Interval: 46, Max Interval: 48
ResearchAssistant(ID2327) => Min Interval: 5, Max Interval: 41
ResearchAssistant(ID2330) => Min Interval: 7, Max Interval: 47
ResearchAssistant(ID2331) => Min Interval: 14, Max Interval: 49
ResearchAssistant(ID2334) => Min Interval: 20, Max Interval: 29
ResearchAssistant(ID2335) => Min Interval: 50, Max Interval: 50
ResearchAssistant(ID2338) => Min Interval: 21, Max Interval: 48
ResearchAssistant(ID2339) => Min Interval: 14, Max Interval: 44
ResearchAssistant(ID2342) => Min Interval: 32, Max Interval: 50
ResearchAssistant(ID2343) => Min Interval: 31, Max Interval: 49
ResearchAssistant(ID2345) => Min Interval: 0, Max Interval: 45
ResearchAssistant(ID2348) => Min Interval: 20, Max Interval: 49
ResearchAssistant(ID2351) => Min Interval: 22, Max Interval: 45
ResearchAssistant(ID2353) => Min Interval: 15, Max Interval: 48
ResearchAssistant(ID2358) => Min Interval: 25, Max Interval: 38
ResearchAssistant(ID2359) => Min Interval: 10, Max Interval: 50
ResearchAssistant(ID2360) => Min Interval: 2, Max Interval: 48
ResearchAssistant(ID2361) => Min Interval: 20, Max Interval: 24
ResearchAssistant(ID2363) => Min Interval: 25, Max Interval: 47
ResearchAssistant(ID2365) => Min Interval: 17, Max Interval: 19
ResearchAssistant(ID2368) => Min Interval: 15, Max Interval: 20
ResearchAssistant(ID2370) => Min Interval: 8, Max Interval: 48
ResearchAssistant(ID2371) => Min Interval: 11, Max Interval: 34
ResearchAssistant(ID2372) => Min Interval: 13, Max Interval: 26
ResearchAssistant(ID2373) => Min Interval: 22, Max Interval: 39
ResearchAssistant(ID2376) => Min Interval: 22, Max Interval: 48
ResearchAssistant(ID2380) => Min Interval: 6, Max Interval: 50
ResearchAssistant(ID2381) => Min Interval: 16, Max Interval: 48
ResearchAssistant(ID2390) => Min Interval: 15, Max Interval: 42
ResearchAssistant(ID2391) => Min Interval: 14, Max Interval: 50
ResearchAssistant(ID2395) => Min Interval: 30, Max Interval: 37
ResearchAssistant(ID2396) => Min Interval: 11, Max Interval: 21
ResearchAssistant(ID2398) => Min Interval: 13, Max Interval: 33
ResearchAssistant(ID2404) => Min Interval: 29, Max Interval: 43
ResearchAssistant(ID2408) => Min Interval: 16, Max Interval: 40
ResearchAssistant(ID2409) => Min Interval: 11, Max Interval: 28
ResearchAssistant(ID2410) => Min Interval: 11, Max Interval: 28
ResearchAssistant(ID2412) => Min Interval: 7, Max Interval: 38
ResearchAssistant(ID2416) => Min Interval: 42, Max Interval: 44
ResearchAssistant(ID2417) => Min Interval: 17, Max Interval: 33
ResearchAssistant(ID2420) => Min Interval: 18, Max Interval: 30
ResearchAssistant(ID2423) => Min Interval: 25, Max Interval: 49
ResearchAssistant(ID2425) => Min Interval: 2, Max Interval: 40
ResearchAssistant(ID2427) => Min Interval: 12, Max Interval: 33
ResearchAssistant(ID2428) => Min Interval: 20, Max Interval: 48
ResearchAssistant(ID2429) => Min Interval: 20, Max Interval: 43
ResearchAssistant(ID2430) => Min Interval: 0, Max Interval: 44
ResearchAssistant(ID2432) => Min Interval: 32, Max Interval: 37
ResearchAssistant(ID2433) => Min Interval: 23, Max Interval: 29
ResearchAssistant(ID2434) => Min Interval: 10, Max Interval: 46
ResearchAssistant(ID2436) => Min Interval: 17, Max Interval: 48
ResearchAssistant(ID2440) => Min Interval: 21, Max Interval: 42
ResearchAssistant(ID2444) => Min Interval: 12, Max Interval: 48
ResearchAssistant(ID2446) => Min Interval: 20, Max Interval: 39
ResearchAssistant(ID2449) => Min Interval: 14, Max Interval: 33
ResearchAssistant(ID2455) => Min Interval: 9, Max Interval: 47
ResearchAssistant(ID2459) => Min Interval: 26, Max Interval: 43
ResearchAssistant(ID2464) => Min Interval: 14, Max Interval: 39
ResearchAssistant(ID2469) => Min Interval: 36, Max Interval: 50
ResearchAssistant(ID2471) => Min Interval: 22, Max Interval: 47
ResearchAssistant(ID2475) => Min Interval: 20, Max Interval: 37
ResearchAssistant(ID2476) => Min Interval: 14, Max Interval: 44
ResearchAssistant(ID2477) => Min Interval: 12, Max Interval: 23
ResearchAssistant(ID2480) => Min Interval: 21, Max Interval: 36
ResearchAssistant(ID2486) => Min Interval: 19, Max Interval: 39
ResearchAssistant(ID2490) => Min Interval: 18, Max Interval: 33
ResearchAssistant(ID2492) => Min Interval: 10, Max Interval: 23
ResearchAssistant(ID2499) => Min Interval: 38, Max Interval: 45
ResearchAssistant(ID2510) => Min Interval: 17, Max Interval: 48
ResearchAssistant(ID2515) => Min Interval: 12, Max Interval: 19
ResearchAssistant(ID2516) => Min Interval: 19, Max Interval: 39
ResearchAssistant(ID2518) => Min Interval: 9, Max Interval: 47
ResearchAssistant(ID2520) => Min Interval: 14, Max Interval: 24
ResearchAssistant(ID2522) => Min Interval: 16, Max Interval: 40
ResearchAssistant(ID2523) => Min Interval: 20, Max Interval: 21
ResearchAssistant(ID2524) => Min Interval: 16, Max Interval: 52
ResearchAssistant(ID2525) => Min Interval: 21, Max Interval: 27
ResearchAssistant(ID2526) => Min Interval: 10, Max Interval: 39
ResearchAssistant(ID2528) => Min Interval: 6, Max Interval: 46
ResearchAssistant(ID2534) => Min Interval: 13, Max Interval: 28
ResearchAssistant(ID2536) => Min Interval: 17, Max Interval: 28
ResearchAssistant(ID2543) => Min Interval: 16, Max Interval: 46
ResearchAssistant(ID2544) => Min Interval: 18, Max Interval: 32
ResearchAssistant(ID2547) => Min Interval: 26, Max Interval: 45
ResearchAssistant(ID2548) => Min Interval: 13, Max Interval: 47
ResearchAssistant(ID2550) => Min Interval: 11, Max Interval: 36
ResearchAssistant(ID2551) => Min Interval: 28, Max Interval: 46
ResearchAssistant(ID2553) => Min Interval: 11, Max Interval: 20
ResearchAssistant(ID2558) => Min Interval: 26, Max Interval: 44
ResearchAssistant(ID2564) => Min Interval: 28, Max Interval: 42
ResearchAssistant(ID2566) => Min Interval: 10, Max Interval: 50
ResearchAssistant(ID2571) => Min Interval: 17, Max Interval: 41
ResearchAssistant(ID2574) => Min Interval: 10, Max Interval: 42
ResearchAssistant(ID2576) => Min Interval: 16, Max Interval: 31
ResearchAssistant(ID2577) => Min Interval: 20, Max Interval: 24
ResearchAssistant(ID2578) => Min Interval: 13, Max Interval: 43
ResearchAssistant(ID2581) => Min Interval: 12, Max Interval: 47
ResearchAssistant(ID2585) => Min Interval: 27, Max Interval: 44
ResearchAssistant(ID2586) => Min Interval: 21, Max Interval: 50
ResearchAssistant(ID2592) => Min Interval: 10, Max Interval: 12
ResearchAssistant(ID2601) => Min Interval: 20, Max Interval: 43
ResearchAssistant(ID2604) => Min Interval: 44, Max Interval: 45
ResearchAssistant(ID2608) => Min Interval: 13, Max Interval: 14
ResearchAssistant(ID2611) => Min Interval: 20, Max Interval: 50
ResearchAssistant(ID2614) => Min Interval: 24, Max Interval: 40
ResearchAssistant(ID2617) => Min Interval: 16, Max Interval: 17
ResearchAssistant(ID2620) => Min Interval: 15, Max Interval: 16
ResearchAssistant(ID2621) => Min Interval: 21, Max Interval: 25
ResearchAssistant(ID2627) => Min Interval: 32, Max Interval: 35
ResearchAssistant(ID2630) => Min Interval: 10, Max Interval: 49
ResearchAssistant(ID2633) => Min Interval: 14, Max Interval: 41
ResearchAssistant(ID2650) => Min Interval: 10, Max Interval: 24
ResearchAssistant(ID2653) => Min Interval: 1, Max Interval: 45
ResearchAssistant(ID2656) => Min Interval: 15, Max Interval: 47
ResearchAssistant(ID2660) => Min Interval: 40, Max Interval: 47
ResearchAssistant(ID2667) => Min Interval: 11, Max Interval: 48
ResearchAssistant(ID2674) => Min Interval: 32, Max Interval: 45
ResearchAssistant(ID2679) => Min Interval: 22, Max Interval: 48
ResearchAssistant(ID2682) => Min Interval: 12, Max Interval: 25
ResearchAssistant(ID2687) => Min Interval: 25, Max Interval: 47
ResearchAssistant(ID2688) => Min Interval: 13, Max Interval: 50
ResearchAssistant(ID2689) => Min Interval: 20, Max Interval: 27
ResearchAssistant(ID2691) => Min Interval: 11, Max Interval: 39
ResearchAssistant(ID2693) => Min Interval: 23, Max Interval: 30
ResearchAssistant(ID2695) => Min Interval: 17, Max Interval: 26
ResearchAssistant(ID2707) => Min Interval: 10, Max Interval: 43
ResearchAssistant(ID2711) => Min Interval: 26, Max Interval: 33
ResearchAssistant(ID2712) => Min Interval: 10, Max Interval: 46
ResearchAssistant(ID2716) => Min Interval: 16, Max Interval: 50
ResearchAssistant(ID2722) => Min Interval: 17, Max Interval: 46
ResearchAssistant(ID2725) => Min Interval: 32, Max Interval: 44
