Stored fact information:
Employee(ID0) => Min Interval: 30, Max Interval: 41
Employee(ID2074) => Min Interval: 4, Max Interval: 49
Employee(ID2075) => Min Interval: 10, Max Interval: 53
Employee(ID2079) => Min Interval: 9, Max Interval: 41
Employee(ID2082) => Min Interval: 26, Max Interval: 50
Employee(ID2084) => Min Interval: 16, Max Interval: 48
Employee(ID2086) => Min Interval: 0, Max Interval: 99
Employee(ID2089) => Min Interval: 3, Max Interval: 52
Employee(ID2092) => Min Interval: 10, Max Interval: 39
Employee(ID2094) => Min Interval: 3, Max Interval: 38
Employee(ID2096) => Min Interval: 32, Max Interval: 45
Employee(ID2097) => Min Interval: 2, Max Interval: 52
Employee(ID2098) => Min Interval: 17, Max Interval: 26
Employee(ID2099) => Min Interval: 1, Max Interval: 28
Employee(ID2101) => Min Interval: 4, Max Interval: 99
Employee(ID2102) => Min Interval: 8, Max Interval: 42
Employee(ID2105) => Min Interval: 10, Max Interval: 55
Employee(ID2106) => Min Interval: 0, Max Interval: 99
Employee(ID2108) => Min Interval: 32, Max Interval: 48
Employee(ID2109) => Min Interval: 3, Max Interval: 47
Employee(ID2111) => Min Interval: 9, Max Interval: 34
Employee(ID2112) => Min Interval: 0, Max Interval: 99
Employee(ID2116) => Min Interval: 23, Max Interval: 44
Employee(ID2118) => Min Interval: 25, Max Interval: 36
Employee(ID2120) => Min Interval: 2, Max Interval: 35
Employee(ID2121) => Min Interval: 33, Max Interval: 45
Employee(ID2123) => Min Interval: 0, Max Interval: 99
Employee(ID2125) => Min Interval: 3, Max Interval: 55
Employee(ID2126) => Min Interval: 8, Max Interval: 45
Employee(ID2128) => Min Interval: 5, Max Interval: 49
Employee(ID2130) => Min Interval: 2, Max Interval: 52
Employee(ID2133) => Min Interval: 15, Max Interval: 37
Employee(ID2135) => Min Interval: 19, Max Interval: 55
Employee(ID2136) => Min Interval: 2, Max Interval: 53
Employee(ID2143) => Min Interval: 21, Max Interval: 36
Employee(ID2144) => Min Interval: 9, Max Interval: 40
Employee(ID2147) => Min Interval: 2, Max Interval: 99
Employee(ID2149) => Min Interval: 2, Max Interval: 99
Employee(ID2151) => Min Interval: 17, Max Interval: 37
Employee(ID2153) => Min Interval: 37, Max Interval: 38
Employee(ID2154) => Min Interval: 26, Max Interval: 41
Employee(ID2156) => Min Interval: 3, Max Interval: 25
Employee(ID2158) => Min Interval: 6, Max Interval: 51
Employee(ID2167) => Min Interval: 3, Max Interval: 51
Employee(ID2169) => Min Interval: 3, Max Interval: 43
Employee(ID2171) => Min Interval: 25, Max Interval: 36
Employee(ID2174) => Min Interval: 11, Max Interval: 29
Employee(ID2182) => Min Interval: 2, Max Interval: 54
Employee(ID2183) => Min Interval: 27, Max Interval: 43
Employee(ID2187) => Min Interval: 4, Max Interval: 40
Employee(ID2188) => Min Interval: 9, Max Interval: 41
Employee(ID2190) => Min Interval: 32, Max Interval: 50
Employee(ID2192) => Min Interval: 14, Max Interval: 47
Employee(ID2194) => Min Interval: 13, Max Interval: 30
Employee(ID2196) => Min Interval: 10, Max Interval: 48
Employee(ID2198) => Min Interval: 1, Max Interval: 99
Employee(ID2200) => Min Interval: 8, Max Interval: 43
Employee(ID2201) => Min Interval: 29, Max Interval: 48
Employee(ID2203) => Min Interval: 4, Max Interval: 53
Employee(ID2204) => Min Interval: 3, Max Interval: 43
Employee(ID2206) => Min Interval: 16, Max Interval: 37
Employee(ID2211) => Min Interval: 21, Max Interval: 45
Employee(ID2215) => Min Interval: 12, Max Interval: 36
Employee(ID2216) => Min Interval: 34, Max Interval: 51
Employee(ID2217) => Min Interval: 8, Max Interval: 35
Employee(ID2218) => Min Interval: 9, Max Interval: 48
Employee(ID2220) => Min Interval: 9, Max Interval: 46
Employee(ID2221) => Min Interval: 9, Max Interval: 10
Employee(ID2224) => Min Interval: 2, Max Interval: 50
Employee(ID2227) => Min Interval: 18, Max Interval: 51
Employee(ID2231) => Min Interval: 4, Max Interval: 42
Employee(ID2232) => Min Interval: 13, Max Interval: 26
Employee(ID2234) => Min Interval: 15, Max Interval: 28
Employee(ID2235) => Min Interval: 9, Max Interval: 23
Employee(ID2238) => Min Interval: 9, Max Interval: 54
Employee(ID2239) => Min Interval: 42, Max Interval: 50
Employee(ID2240) => Min Interval: 9, Max Interval: 20
Employee(ID2241) => Min Interval: 16, Max Interval: 28
Employee(ID2243) => Min Interval: 26, Max Interval: 54
Employee(ID2244) => Min Interval: 9, Max Interval: 47
Employee(ID2245) => Min Interval: 10, Max Interval: 25
Employee(ID2248) => Min Interval: 13, Max Interval: 38
Employee(ID2250) => Min Interval: 1, Max Interval: 23
Employee(ID2252) => Min Interval: 3, Max Interval: 54
Employee(ID2257) => Min Interval: 11, Max Interval: 19
Employee(ID2265) => Min Interval: 25, Max Interval: 48
Employee(ID2267) => Min Interval: 24, Max Interval: 48
Employee(ID2272) => Min Interval: 19, Max Interval: 49
Employee(ID2275) => Min Interval: 6, Max Interval: 54
Employee(ID2277) => Min Interval: 7, Max Interval: 49
Employee(ID2279) => Min Interval: 1, Max Interval: 54
Employee(ID2281) => Min Interval: 6, Max Interval: 52
Employee(ID2283) => Min Interval: 25, Max Interval: 49
Employee(ID2290) => Min Interval: 8, Max Interval: 19
Employee(ID2291) => Min Interval: 7, Max Interval: 53
Employee(ID2293) => Min Interval: 32, Max Interval: 42
Employee(ID2295) => Min Interval: 8, Max Interval: 37
Employee(ID2298) => Min Interval: 1, Max Interval: 48
Employee(ID2300) => Min Interval: 6, Max Interval: 37
Employee(ID2302) => Min Interval: 4, Max Interval: 54
Employee(ID2306) => Min Interval: 37, Max Interval: 51
Employee(ID2310) => Min Interval: 2, Max Interval: 47
Employee(ID2312) => Min Interval: 28, Max Interval: 51
Employee(ID2315) => Min Interval: 15, Max Interval: 23
Employee(ID2320) => Min Interval: 1, Max Interval: 49
Employee(ID2321) => Min Interval: 26, Max Interval: 36
Employee(ID2322) => Min Interval: 11, Max Interval: 11
Employee(ID2323) => Min Interval: 4, Max Interval: 35
Employee(ID2325) => Min Interval: 21, Max Interval: 35
Employee(ID2327) => Min Interval: 3, Max Interval: 46
Employee(ID2330) => Min Interval: 5, Max Interval: 51
Employee(ID2331) => Min Interval: 12, Max Interval: 50
Employee(ID2334) => Min Interval: 18, Max Interval: 30
Employee(ID2338) => Min Interval: 19, Max Interval: 49
Employee(ID2339) => Min Interval: 12, Max Interval: 45
Employee(ID2342) => Min Interval: 30, Max Interval: 51
Employee(ID2343) => Min Interval: 29, Max Interval: 50
Employee(ID2345) => Min Interval: 1, Max Interval: 50
Employee(ID2348) => Min Interval: 18, Max Interval: 50
Employee(ID2351) => Min Interval: 21, Max Interval: 49
Employee(ID2353) => Min Interval: 15, Max Interval: 53
Employee(ID2358) => Min Interval: 23, Max Interval: 39
Employee(ID2359) => Min Interval: 8, Max Interval: 52
Employee(ID2360) => Min Interval: 0, Max Interval: 53
Employee(ID2361) => Min Interval: 18, Max Interval: 19
Employee(ID2363) => Min Interval: 23, Max Interval: 49
Employee(ID2368) => Min Interval: 13, Max Interval: 21
Employee(ID2370) => Min Interval: 8, Max Interval: 51
Employee(ID2371) => Min Interval: 9, Max Interval: 35
Employee(ID2372) => Min Interval: 11, Max Interval: 27
Employee(ID2373) => Min Interval: 20, Max Interval: 40
Employee(ID2376) => Min Interval: 20, Max Interval: 49
Employee(ID2378) => Min Interval: 0, Max Interval: 99
Employee(ID2380) => Min Interval: 6, Max Interval: 42
Employee(ID2381) => Min Interval: 14, Max Interval: 49
Employee(ID2390) => Min Interval: 13, Max Interval: 43
Employee(ID2391) => Min Interval: 12, Max Interval: 51
Employee(ID2395) => Min Interval: 28, Max Interval: 38
Employee(ID2396) => Min Interval: 9, Max Interval: 22
Employee(ID2398) => Min Interval: 11, Max Interval: 34
Employee(ID2404) => Min Interval: 27, Max Interval: 44
Employee(ID2408) => Min Interval: 14, Max Interval: 41
Employee(ID2409) => Min Interval: 9, Max Interval: 29
Employee(ID2410) => Min Interval: 9, Max Interval: 29
Employee(ID2412) => Min Interval: 7, Max Interval: 43
Employee(ID2417) => Min Interval: 15, Max Interval: 34
Employee(ID2420) => Min Interval: 16, Max Interval: 31
Employee(ID2423) => Min Interval: 23, Max Interval: 50
Employee(ID2425) => Min Interval: 0, Max Interval: 45
Employee(ID2427) => Min Interval: 10, Max Interval: 38
Employee(ID2428) => Min Interval: 18, Max Interval: 49
Employee(ID2429) => Min Interval: 18, Max Interval: 44
Employee(ID2430) => Min Interval: 0, Max Interval: 49
Employee(ID2432) => Min Interval: 30, Max Interval: 38
Employee(ID2433) => Min Interval: 21, Max Interval: 30
Employee(ID2434) => Min Interval: 8, Max Interval: 47
Employee(ID2436) => Min Interval: 15, Max Interval: 49
Employee(ID2440) => Min Interval: 19, Max Interval: 43
Employee(ID2444) => Min Interval: 10, Max Interval: 49
Employee(ID2446) => Min Interval: 18, Max Interval: 40
Employee(ID2449) => Min Interval: 12, Max Interval: 34
Employee(ID2455) => Min Interval: 7, Max Interval: 48
Employee(ID2459) => Min Interval: 24, Max Interval: 24
Employee(ID2464) => Min Interval: 12, Max Interval: 40
Employee(ID2469) => Min Interval: 34, Max Interval: 54
Employee(ID2471) => Min Interval: 20, Max Interval: 48
Employee(ID2475) => Min Interval: 18, Max Interval: 38
Employee(ID2476) => Min Interval: 12, Max Interval: 45
Employee(ID2477) => Min Interval: 10, Max Interval: 24
Employee(ID2480) => Min Interval: 19, Max Interval: 37
Employee(ID2486) => Min Interval: 17, Max Interval: 40
Employee(ID2490) => Min Interval: 16, Max Interval: 34
Employee(ID2492) => Min Interval: 8, Max Interval: 24
Employee(ID2499) => Min Interval: 36, Max Interval: 46
Employee(ID2510) => Min Interval: 15, Max Interval: 49
Employee(ID2515) => Min Interval: 10, Max Interval: 20
Employee(ID2516) => Min Interval: 17, Max Interval: 40
Employee(ID2518) => Min Interval: 9, Max Interval: 52
Employee(ID2520) => Min Interval: 12, Max Interval: 25
Employee(ID2522) => Min Interval: 14, Max Interval: 41
Employee(ID2524) => Min Interval: 14, Max Interval: 55
Employee(ID2525) => Min Interval: 19, Max Interval: 28
Employee(ID2526) => Min Interval: 8, Max Interval: 40
Employee(ID2528) => Min Interval: 4, Max Interval: 47
Employee(ID2534) => Min Interval: 11, Max Interval: 29
Employee(ID2536) => Min Interval: 15, Max Interval: 29
Employee(ID2543) => Min Interval: 14, Max Interval: 47
Employee(ID2544) => Min Interval: 16, Max Interval: 33
Employee(ID2547) => Min Interval: 24, Max Interval: 46
Employee(ID2548) => Min Interval: 11, Max Interval: 42
Employee(ID2550) => Min Interval: 9, Max Interval: 37
Employee(ID2551) => Min Interval: 26, Max Interval: 47
Employee(ID2553) => Min Interval: 9, Max Interval: 21
Employee(ID2558) => Min Interval: 24, Max Interval: 45
Employee(ID2564) => Min Interval: 26, Max Interval: 43
Employee(ID2566) => Min Interval: 8, Max Interval: 51
Employee(ID2571) => Min Interval: 15, Max Interval: 42
Employee(ID2574) => Min Interval: 8, Max Interval: 43
Employee(ID2576) => Min Interval: 14, Max Interval: 32
Employee(ID2577) => Min Interval: 18, Max Interval: 19
Employee(ID2578) => Min Interval: 11, Max Interval: 20
Employee(ID2581) => Min Interval: 10, Max Interval: 48
Employee(ID2585) => Min Interval: 25, Max Interval: 45
Employee(ID2586) => Min Interval: 19, Max Interval: 51
Employee(ID2601) => Min Interval: 18, Max Interval: 44
Employee(ID2611) => Min Interval: 18, Max Interval: 51
Employee(ID2614) => Min Interval: 22, Max Interval: 41
Employee(ID2621) => Min Interval: 19, Max Interval: 20
Employee(ID2627) => Min Interval: 30, Max Interval: 30
Employee(ID2630) => Min Interval: 8, Max Interval: 50
Employee(ID2633) => Min Interval: 12, Max Interval: 46
Employee(ID2650) => Min Interval: 8, Max Interval: 25
Employee(ID2653) => Min Interval: 2, Max Interval: 50
Employee(ID2656) => Min Interval: 13, Max Interval: 48
Employee(ID2660) => Min Interval: 38, Max Interval: 48
Employee(ID2667) => Min Interval: 9, Max Interval: 49
Employee(ID2674) => Min Interval: 30, Max Interval: 46
Employee(ID2679) => Min Interval: 20, Max Interval: 53
Employee(ID2682) => Min Interval: 10, Max Interval: 26
Employee(ID2687) => Min Interval: 23, Max Interval: 48
Employee(ID2688) => Min Interval: 11, Max Interval: 51
Employee(ID2689) => Min Interval: 18, Max Interval: 28
Employee(ID2691) => Min Interval: 9, Max Interval: 40
Employee(ID2693) => Min Interval: 21, Max Interval: 31
Employee(ID2695) => Min Interval: 15, Max Interval: 30
Employee(ID2707) => Min Interval: 8, Max Interval: 48
Employee(ID2711) => Min Interval: 24, Max Interval: 34
Employee(ID2712) => Min Interval: 8, Max Interval: 47
Employee(ID2716) => Min Interval: 14, Max Interval: 51
Employee(ID2722) => Min Interval: 15, Max Interval: 47
Employee(ID2725) => Min Interval: 30, Max Interval: 45
Employee(ID2745) => Min Interval: 19, Max Interval: 36
Employee(ID2746) => Min Interval: 20, Max Interval: 39
Employee(ID2753) => Min Interval: 30, Max Interval: 50
Employee(ID2759) => Min Interval: 29, Max Interval: 47
Employee(ID2764) => Min Interval: 19, Max Interval: 50
Employee(ID2773) => Min Interval: 13, Max Interval: 50
Employee(ID2774) => Min Interval: 18, Max Interval: 44
Employee(ID2830) => Min Interval: 25, Max Interval: 47
Employee(ID2833) => Min Interval: 2, Max Interval: 45
Employee(ID2834) => Min Interval: 22, Max Interval: 48
Employee(ID2835) => Min Interval: 16, Max Interval: 43
Employee(ID2837) => Min Interval: 9, Max Interval: 51
Employee(ID2838) => Min Interval: 5, Max Interval: 51
Employee(ID2841) => Min Interval: 16, Max Interval: 49
Employee(ID2844) => Min Interval: 5, Max Interval: 50
Employee(ID2845) => Min Interval: 9, Max Interval: 39
Employee(ID2849) => Min Interval: 1, Max Interval: 35
Employee(ID2851) => Min Interval: 2, Max Interval: 40
Employee(ID2853) => Min Interval: 37, Max Interval: 49
Employee(ID2854) => Min Interval: 7, Max Interval: 49
Employee(ID2856) => Min Interval: 10, Max Interval: 33
Employee(ID2859) => Min Interval: 10, Max Interval: 40
Employee(ID2861) => Min Interval: 4, Max Interval: 44
Employee(ID2863) => Min Interval: 3, Max Interval: 53
Employee(ID2864) => Min Interval: 5, Max Interval: 45
Employee(ID2866) => Min Interval: 10, Max Interval: 47
Employee(ID2869) => Min Interval: 34, Max Interval: 54
Employee(ID2872) => Min Interval: 35, Max Interval: 48
Employee(ID2873) => Min Interval: 1, Max Interval: 99
Employee(ID2875) => Min Interval: 24, Max Interval: 44
Employee(ID2877) => Min Interval: 2, Max Interval: 99
Employee(ID2879) => Min Interval: 25, Max Interval: 41
Employee(ID2881) => Min Interval: 12, Max Interval: 51
Employee(ID2882) => Min Interval: 16, Max Interval: 47
Employee(ID2884) => Min Interval: 8, Max Interval: 37
Employee(ID2889) => Min Interval: 9, Max Interval: 28
Employee(ID2895) => Min Interval: 36, Max Interval: 51
Employee(ID2896) => Min Interval: 23, Max Interval: 49
Employee(ID2897) => Min Interval: 12, Max Interval: 47
Employee(ID2899) => Min Interval: 17, Max Interval: 49
Employee(ID2902) => Min Interval: 24, Max Interval: 53
Employee(ID2905) => Min Interval: 17, Max Interval: 49
Employee(ID2909) => Min Interval: 21, Max Interval: 33
Employee(ID2910) => Min Interval: 4, Max Interval: 51
Employee(ID2912) => Min Interval: 21, Max Interval: 45
Employee(ID2913) => Min Interval: 15, Max Interval: 30
Employee(ID2915) => Min Interval: 11, Max Interval: 34
Employee(ID2916) => Min Interval: 0, Max Interval: 55
Employee(ID2918) => Min Interval: 2, Max Interval: 99
Employee(ID2919) => Min Interval: 0, Max Interval: 99
Employee(ID2921) => Min Interval: 19, Max Interval: 33
Employee(ID2922) => Min Interval: 9, Max Interval: 44
Employee(ID2924) => Min Interval: 2, Max Interval: 99
Employee(ID2928) => Min Interval: 20, Max Interval: 37
Employee(ID2929) => Min Interval: 0, Max Interval: 99
Employee(ID2931) => Min Interval: 2, Max Interval: 38
Employee(ID2933) => Min Interval: 28, Max Interval: 49
Employee(ID2936) => Min Interval: 13, Max Interval: 49
Employee(ID2944) => Min Interval: 2, Max Interval: 99
Employee(ID2945) => Min Interval: 15, Max Interval: 25
Employee(ID2946) => Min Interval: 12, Max Interval: 35
Employee(ID2949) => Min Interval: 13, Max Interval: 51
Employee(ID2951) => Min Interval: 8, Max Interval: 40
Employee(ID2952) => Min Interval: 22, Max Interval: 37
Employee(ID2954) => Min Interval: 24, Max Interval: 40
Employee(ID2956) => Min Interval: 3, Max Interval: 99
Employee(ID2958) => Min Interval: 32, Max Interval: 50
Employee(ID2959) => Min Interval: 3, Max Interval: 51
Employee(ID2960) => Min Interval: 13, Max Interval: 49
Employee(ID2962) => Min Interval: 12, Max Interval: 47
Employee(ID2963) => Min Interval: 0, Max Interval: 99
Employee(ID2964) => Min Interval: 20, Max Interval: 45
Employee(ID2966) => Min Interval: 3, Max Interval: 52
Employee(ID2967) => Min Interval: 11, Max Interval: 43
Employee(ID2968) => Min Interval: 1, Max Interval: 40
Employee(ID2970) => Min Interval: 7, Max Interval: 41
Employee(ID2971) => Min Interval: 34, Max Interval: 43
Employee(ID2974) => Min Interval: 0, Max Interval: 99
Employee(ID2979) => Min Interval: 2, Max Interval: 35
Employee(ID2980) => Min Interval: 0, Max Interval: 99
Employee(ID2983) => Min Interval: 14, Max Interval: 52
Employee(ID2985) => Min Interval: 1, Max Interval: 50
Employee(ID2987) => Min Interval: 20, Max Interval: 46
Employee(ID2989) => Min Interval: 23, Max Interval: 44
Employee(ID2994) => Min Interval: 27, Max Interval: 38
Employee(ID2995) => Min Interval: 0, Max Interval: 99
Employee(ID2996) => Min Interval: 5, Max Interval: 99
Employee(ID3004) => Min Interval: 0, Max Interval: 99
Employee(ID3006) => Min Interval: 28, Max Interval: 50
Employee(ID3007) => Min Interval: 9, Max Interval: 46
Employee(ID3009) => Min Interval: 8, Max Interval: 51
