Stored fact information:
AssociateProfessorCandidate(ID0) => Min Interval: 36, Max Interval: 39
AssociateProfessorCandidate(ID1897) => Min Interval: 35, Max Interval: 37
AssociateProfessorCandidate(ID1900) => Min Interval: 24, Max Interval: 41
AssociateProfessorCandidate(ID1904) => Min Interval: 31, Max Interval: 41
AssociateProfessorCandidate(ID1908) => Min Interval: 15, Max Interval: 39
AssociateProfessorCandidate(ID1909) => Min Interval: 14, Max Interval: 52
AssociateProfessorCandidate(ID1911) => Min Interval: 22, Max Interval: 45
AssociateProfessorCandidate(ID1916) => Min Interval: 11, Max Interval: 43
AssociateProfessorCandidate(ID1918) => Min Interval: 9, Max Interval: 49
AssociateProfessorCandidate(ID1920) => Min Interval: 17, Max Interval: 39
AssociateProfessorCandidate(ID1922) => Min Interval: 9, Max Interval: 49
AssociateProfessorCandidate(ID1923) => Min Interval: 22, Max Interval: 40
AssociateProfessorCandidate(ID1925) => Min Interval: 20, Max Interval: 46
AssociateProfessorCandidate(ID1929) => Min Interval: 14, Max Interval: 48
AssociateProfessorCandidate(ID1931) => Min Interval: 14, Max Interval: 41
AssociateProfessorCandidate(ID1941) => Min Interval: 31, Max Interval: 44
AssociateProfessorCandidate(ID1942) => Min Interval: 22, Max Interval: 46
AssociateProfessorCandidate(ID1943) => Min Interval: 25, Max Interval: 49
AssociateProfessorCandidate(ID1944) => Min Interval: 18, Max Interval: 45
AssociateProfessorCandidate(ID1946) => Min Interval: 14, Max Interval: 49
AssociateProfessorCandidate(ID1947) => Min Interval: 12, Max Interval: 46
AssociateProfessorCandidate(ID1950) => Min Interval: 5, Max Interval: 42
AssociateProfessorCandidate(ID1953) => Min Interval: 17, Max Interval: 43
AssociateProfessorCandidate(ID1954) => Min Interval: 14, Max Interval: 51
AssociateProfessorCandidate(ID1955) => Min Interval: 20, Max Interval: 43
AssociateProfessorCandidate(ID1957) => Min Interval: 14, Max Interval: 49
AssociateProfessorCandidate(ID1960) => Min Interval: 17, Max Interval: 42
AssociateProfessorCandidate(ID1964) => Min Interval: 3, Max Interval: 21
AssociateProfessorCandidate(ID1965) => Min Interval: 13, Max Interval: 44
AssociateProfessorCandidate(ID1966) => Min Interval: 15, Max Interval: 22
AssociateProfessorCandidate(ID1970) => Min Interval: 19, Max Interval: 49
AssociateProfessorCandidate(ID1975) => Min Interval: 15, Max Interval: 43
AssociateProfessorCandidate(ID1980) => Min Interval: 21, Max Interval: 48
AssociateProfessorCandidate(ID1983) => Min Interval: 30, Max Interval: 48
AssociateProfessorCandidate(ID1985) => Min Interval: 19, Max Interval: 41
AssociateProfessorCandidate(ID1988) => Min Interval: 38, Max Interval: 48
AssociateProfessorCandidate(ID1990) => Min Interval: 8, Max Interval: 46
AssociateProfessorCandidate(ID1993) => Min Interval: 32, Max Interval: 48
AssociateProfessorCandidate(ID1994) => Min Interval: 16, Max Interval: 47
AssociateProfessorCandidate(ID1996) => Min Interval: 3, Max Interval: 43
AssociateProfessorCandidate(ID1997) => Min Interval: 14, Max Interval: 49
AssociateProfessorCandidate(ID1999) => Min Interval: 14, Max Interval: 38
AssociateProfessorCandidate(ID2001) => Min Interval: 21, Max Interval: 30
AssociateProfessorCandidate(ID2002) => Min Interval: 21, Max Interval: 49
AssociateProfessorCandidate(ID2009) => Min Interval: 10, Max Interval: 52
AssociateProfessorCandidate(ID2010) => Min Interval: 16, Max Interval: 37
AssociateProfessorCandidate(ID2012) => Min Interval: 15, Max Interval: 32
AssociateProfessorCandidate(ID2013) => Min Interval: 17, Max Interval: 38
AssociateProfessorCandidate(ID2017) => Min Interval: 20, Max Interval: 40
AssociateProfessorCandidate(ID2022) => Min Interval: 9, Max Interval: 51
AssociateProfessorCandidate(ID2025) => Min Interval: 15, Max Interval: 15
AssociateProfessorCandidate(ID2028) => Min Interval: 15, Max Interval: 52
AssociateProfessorCandidate(ID2030) => Min Interval: 14, Max Interval: 48
AssociateProfessorCandidate(ID2041) => Min Interval: 27, Max Interval: 34
AssociateProfessorCandidate(ID2042) => Min Interval: 17, Max Interval: 50
AssociateProfessorCandidate(ID2043) => Min Interval: 14, Max Interval: 49
AssociateProfessorCandidate(ID2044) => Min Interval: 10, Max Interval: 47
AssociateProfessorCandidate(ID2047) => Min Interval: 40, Max Interval: 46
AssociateProfessorCandidate(ID2048) => Min Interval: 12, Max Interval: 51
AssociateProfessorCandidate(ID2051) => Min Interval: 17, Max Interval: 45
AssociateProfessorCandidate(ID2055) => Min Interval: 11, Max Interval: 32
AssociateProfessorCandidate(ID2056) => Min Interval: 32, Max Interval: 49
AssociateProfessorCandidate(ID2059) => Min Interval: 24, Max Interval: 44
AssociateProfessorCandidate(ID2060) => Min Interval: 38, Max Interval: 42
AssociateProfessorCandidate(ID2063) => Min Interval: 20, Max Interval: 42
AssociateProfessorCandidate(ID2065) => Min Interval: 26, Max Interval: 38
AssociateProfessorCandidate(ID2066) => Min Interval: 17, Max Interval: 49
AssociateProfessorCandidate(ID2070) => Min Interval: 6, Max Interval: 43
AssociateProfessorCandidate(ID2072) => Min Interval: 26, Max Interval: 50
AssociateProfessorCandidate(ID2074) => Min Interval: 10, Max Interval: 47
AssociateProfessorCandidate(ID2075) => Min Interval: 16, Max Interval: 51
AssociateProfessorCandidate(ID2079) => Min Interval: 15, Max Interval: 39
AssociateProfessorCandidate(ID2082) => Min Interval: 32, Max Interval: 48
AssociateProfessorCandidate(ID2084) => Min Interval: 22, Max Interval: 46
AssociateProfessorCandidate(ID2086) => Min Interval: 28, Max Interval: 48
AssociateProfessorCandidate(ID2089) => Min Interval: 9, Max Interval: 50
AssociateProfessorCandidate(ID2092) => Min Interval: 16, Max Interval: 37
AssociateProfessorCandidate(ID2094) => Min Interval: 9, Max Interval: 36
AssociateProfessorCandidate(ID2096) => Min Interval: 38, Max Interval: 43
AssociateProfessorCandidate(ID2097) => Min Interval: 8, Max Interval: 50
AssociateProfessorCandidate(ID2098) => Min Interval: 23, Max Interval: 24
AssociateProfessorCandidate(ID2099) => Min Interval: 7, Max Interval: 26
AssociateProfessorCandidate(ID2101) => Min Interval: 14, Max Interval: 37
AssociateProfessorCandidate(ID2102) => Min Interval: 14, Max Interval: 40
AssociateProfessorCandidate(ID2105) => Min Interval: 16, Max Interval: 53
AssociateProfessorCandidate(ID2108) => Min Interval: 38, Max Interval: 46
AssociateProfessorCandidate(ID2109) => Min Interval: 9, Max Interval: 45
AssociateProfessorCandidate(ID2111) => Min Interval: 15, Max Interval: 32
AssociateProfessorCandidate(ID2112) => Min Interval: 7, Max Interval: 48
AssociateProfessorCandidate(ID2116) => Min Interval: 29, Max Interval: 42
AssociateProfessorCandidate(ID2118) => Min Interval: 31, Max Interval: 34
AssociateProfessorCandidate(ID2120) => Min Interval: 8, Max Interval: 33
AssociateProfessorCandidate(ID2121) => Min Interval: 39, Max Interval: 43
AssociateProfessorCandidate(ID2125) => Min Interval: 9, Max Interval: 53
AssociateProfessorCandidate(ID2126) => Min Interval: 14, Max Interval: 43
AssociateProfessorCandidate(ID2128) => Min Interval: 11, Max Interval: 47
AssociateProfessorCandidate(ID2130) => Min Interval: 8, Max Interval: 50
AssociateProfessorCandidate(ID2133) => Min Interval: 21, Max Interval: 35
AssociateProfessorCandidate(ID2135) => Min Interval: 25, Max Interval: 53
AssociateProfessorCandidate(ID2136) => Min Interval: 8, Max Interval: 51
AssociateProfessorCandidate(ID2143) => Min Interval: 27, Max Interval: 34
AssociateProfessorCandidate(ID2144) => Min Interval: 15, Max Interval: 38
AssociateProfessorCandidate(ID2151) => Min Interval: 23, Max Interval: 35
AssociateProfessorCandidate(ID2154) => Min Interval: 32, Max Interval: 39
AssociateProfessorCandidate(ID2156) => Min Interval: 9, Max Interval: 23
AssociateProfessorCandidate(ID2158) => Min Interval: 12, Max Interval: 49
AssociateProfessorCandidate(ID2167) => Min Interval: 9, Max Interval: 49
AssociateProfessorCandidate(ID2169) => Min Interval: 9, Max Interval: 41
AssociateProfessorCandidate(ID2171) => Min Interval: 31, Max Interval: 34
AssociateProfessorCandidate(ID2174) => Min Interval: 17, Max Interval: 27
AssociateProfessorCandidate(ID2182) => Min Interval: 8, Max Interval: 52
AssociateProfessorCandidate(ID2183) => Min Interval: 33, Max Interval: 41
AssociateProfessorCandidate(ID2187) => Min Interval: 10, Max Interval: 38
AssociateProfessorCandidate(ID2188) => Min Interval: 15, Max Interval: 39
AssociateProfessorCandidate(ID2190) => Min Interval: 38, Max Interval: 48
AssociateProfessorCandidate(ID2192) => Min Interval: 20, Max Interval: 45
AssociateProfessorCandidate(ID2194) => Min Interval: 19, Max Interval: 28
AssociateProfessorCandidate(ID2196) => Min Interval: 16, Max Interval: 46
AssociateProfessorCandidate(ID2200) => Min Interval: 14, Max Interval: 41
AssociateProfessorCandidate(ID2201) => Min Interval: 35, Max Interval: 46
AssociateProfessorCandidate(ID2203) => Min Interval: 10, Max Interval: 51
AssociateProfessorCandidate(ID2204) => Min Interval: 9, Max Interval: 41
AssociateProfessorCandidate(ID2206) => Min Interval: 22, Max Interval: 35
AssociateProfessorCandidate(ID2211) => Min Interval: 27, Max Interval: 43
AssociateProfessorCandidate(ID2215) => Min Interval: 18, Max Interval: 34
AssociateProfessorCandidate(ID2216) => Min Interval: 40, Max Interval: 49
AssociateProfessorCandidate(ID2217) => Min Interval: 14, Max Interval: 33
AssociateProfessorCandidate(ID2218) => Min Interval: 15, Max Interval: 46
AssociateProfessorCandidate(ID2220) => Min Interval: 15, Max Interval: 44
AssociateProfessorCandidate(ID2224) => Min Interval: 8, Max Interval: 48
AssociateProfessorCandidate(ID2227) => Min Interval: 24, Max Interval: 49
AssociateProfessorCandidate(ID2231) => Min Interval: 10, Max Interval: 40
AssociateProfessorCandidate(ID2232) => Min Interval: 19, Max Interval: 24
AssociateProfessorCandidate(ID2234) => Min Interval: 21, Max Interval: 26
AssociateProfessorCandidate(ID2235) => Min Interval: 15, Max Interval: 21
AssociateProfessorCandidate(ID2238) => Min Interval: 15, Max Interval: 52
AssociateProfessorCandidate(ID2239) => Min Interval: 48, Max Interval: 48
AssociateProfessorCandidate(ID2240) => Min Interval: 15, Max Interval: 18
AssociateProfessorCandidate(ID2241) => Min Interval: 22, Max Interval: 26
AssociateProfessorCandidate(ID2243) => Min Interval: 32, Max Interval: 52
AssociateProfessorCandidate(ID2244) => Min Interval: 15, Max Interval: 45
AssociateProfessorCandidate(ID2245) => Min Interval: 16, Max Interval: 23
AssociateProfessorCandidate(ID2248) => Min Interval: 19, Max Interval: 36
AssociateProfessorCandidate(ID2250) => Min Interval: 7, Max Interval: 21
AssociateProfessorCandidate(ID2252) => Min Interval: 9, Max Interval: 52
AssociateProfessorCandidate(ID2257) => Min Interval: 17, Max Interval: 17
AssociateProfessorCandidate(ID2265) => Min Interval: 31, Max Interval: 46
AssociateProfessorCandidate(ID2267) => Min Interval: 30, Max Interval: 46
AssociateProfessorCandidate(ID2272) => Min Interval: 25, Max Interval: 47
AssociateProfessorCandidate(ID2275) => Min Interval: 12, Max Interval: 52
AssociateProfessorCandidate(ID2277) => Min Interval: 13, Max Interval: 47
AssociateProfessorCandidate(ID2279) => Min Interval: 7, Max Interval: 52
AssociateProfessorCandidate(ID2281) => Min Interval: 12, Max Interval: 50
AssociateProfessorCandidate(ID2283) => Min Interval: 31, Max Interval: 47
AssociateProfessorCandidate(ID2290) => Min Interval: 14, Max Interval: 17
AssociateProfessorCandidate(ID2291) => Min Interval: 13, Max Interval: 51
AssociateProfessorCandidate(ID2293) => Min Interval: 38, Max Interval: 40
AssociateProfessorCandidate(ID2295) => Min Interval: 14, Max Interval: 35
AssociateProfessorCandidate(ID2298) => Min Interval: 7, Max Interval: 46
AssociateProfessorCandidate(ID2300) => Min Interval: 12, Max Interval: 35
AssociateProfessorCandidate(ID2302) => Min Interval: 10, Max Interval: 52
AssociateProfessorCandidate(ID2306) => Min Interval: 43, Max Interval: 49
AssociateProfessorCandidate(ID2310) => Min Interval: 8, Max Interval: 45
AssociateProfessorCandidate(ID2312) => Min Interval: 34, Max Interval: 49
AssociateProfessorCandidate(ID2315) => Min Interval: 21, Max Interval: 21
AssociateProfessorCandidate(ID2320) => Min Interval: 7, Max Interval: 47
AssociateProfessorCandidate(ID2321) => Min Interval: 32, Max Interval: 34
AssociateProfessorCandidate(ID2323) => Min Interval: 10, Max Interval: 33
AssociateProfessorCandidate(ID2325) => Min Interval: 27, Max Interval: 33
AssociateProfessorCandidate(ID2327) => Min Interval: 9, Max Interval: 44
AssociateProfessorCandidate(ID2330) => Min Interval: 11, Max Interval: 49
AssociateProfessorCandidate(ID2331) => Min Interval: 18, Max Interval: 48
AssociateProfessorCandidate(ID2334) => Min Interval: 24, Max Interval: 28
AssociateProfessorCandidate(ID2338) => Min Interval: 25, Max Interval: 47
AssociateProfessorCandidate(ID2339) => Min Interval: 18, Max Interval: 43
AssociateProfessorCandidate(ID2342) => Min Interval: 36, Max Interval: 49
AssociateProfessorCandidate(ID2343) => Min Interval: 35, Max Interval: 48
AssociateProfessorCandidate(ID2345) => Min Interval: 7, Max Interval: 48
AssociateProfessorCandidate(ID2348) => Min Interval: 24, Max Interval: 48
AssociateProfessorCandidate(ID2351) => Min Interval: 27, Max Interval: 47
AssociateProfessorCandidate(ID2353) => Min Interval: 21, Max Interval: 51
AssociateProfessorCandidate(ID2358) => Min Interval: 29, Max Interval: 37
AssociateProfessorCandidate(ID2359) => Min Interval: 14, Max Interval: 50
AssociateProfessorCandidate(ID2360) => Min Interval: 6, Max Interval: 51
AssociateProfessorCandidate(ID2363) => Min Interval: 29, Max Interval: 47
AssociateProfessorCandidate(ID2368) => Min Interval: 19, Max Interval: 19
AssociateProfessorCandidate(ID2370) => Min Interval: 14, Max Interval: 49
AssociateProfessorCandidate(ID2371) => Min Interval: 15, Max Interval: 33
AssociateProfessorCandidate(ID2372) => Min Interval: 17, Max Interval: 25
AssociateProfessorCandidate(ID2373) => Min Interval: 26, Max Interval: 38
AssociateProfessorCandidate(ID2376) => Min Interval: 26, Max Interval: 47
AssociateProfessorCandidate(ID2378) => Min Interval: 4, Max Interval: 51
AssociateProfessorCandidate(ID2380) => Min Interval: 12, Max Interval: 40
AssociateProfessorCandidate(ID2381) => Min Interval: 20, Max Interval: 47
AssociateProfessorCandidate(ID2390) => Min Interval: 19, Max Interval: 41
AssociateProfessorCandidate(ID2391) => Min Interval: 18, Max Interval: 49
AssociateProfessorCandidate(ID2395) => Min Interval: 34, Max Interval: 36
AssociateProfessorCandidate(ID2396) => Min Interval: 15, Max Interval: 20
AssociateProfessorCandidate(ID2398) => Min Interval: 17, Max Interval: 32
AssociateProfessorCandidate(ID2404) => Min Interval: 33, Max Interval: 42
AssociateProfessorCandidate(ID2408) => Min Interval: 20, Max Interval: 39
AssociateProfessorCandidate(ID2409) => Min Interval: 15, Max Interval: 27
AssociateProfessorCandidate(ID2410) => Min Interval: 15, Max Interval: 27
AssociateProfessorCandidate(ID2412) => Min Interval: 13, Max Interval: 41
AssociateProfessorCandidate(ID2417) => Min Interval: 21, Max Interval: 32
AssociateProfessorCandidate(ID2420) => Min Interval: 22, Max Interval: 29
AssociateProfessorCandidate(ID2423) => Min Interval: 29, Max Interval: 48
AssociateProfessorCandidate(ID2425) => Min Interval: 6, Max Interval: 43
AssociateProfessorCandidate(ID2427) => Min Interval: 16, Max Interval: 36
AssociateProfessorCandidate(ID2428) => Min Interval: 24, Max Interval: 47
AssociateProfessorCandidate(ID2429) => Min Interval: 24, Max Interval: 42
AssociateProfessorCandidate(ID2430) => Min Interval: 6, Max Interval: 47
AssociateProfessorCandidate(ID2432) => Min Interval: 36, Max Interval: 36
AssociateProfessorCandidate(ID2433) => Min Interval: 27, Max Interval: 28
AssociateProfessorCandidate(ID2434) => Min Interval: 14, Max Interval: 45
AssociateProfessorCandidate(ID2436) => Min Interval: 21, Max Interval: 47
AssociateProfessorCandidate(ID2440) => Min Interval: 25, Max Interval: 41
AssociateProfessorCandidate(ID2444) => Min Interval: 16, Max Interval: 47
AssociateProfessorCandidate(ID2446) => Min Interval: 24, Max Interval: 38
AssociateProfessorCandidate(ID2449) => Min Interval: 18, Max Interval: 32
AssociateProfessorCandidate(ID2455) => Min Interval: 13, Max Interval: 46
AssociateProfessorCandidate(ID2464) => Min Interval: 18, Max Interval: 38
AssociateProfessorCandidate(ID2469) => Min Interval: 40, Max Interval: 52
AssociateProfessorCandidate(ID2471) => Min Interval: 26, Max Interval: 46
AssociateProfessorCandidate(ID2475) => Min Interval: 24, Max Interval: 36
AssociateProfessorCandidate(ID2476) => Min Interval: 18, Max Interval: 43
AssociateProfessorCandidate(ID2477) => Min Interval: 16, Max Interval: 22
AssociateProfessorCandidate(ID2480) => Min Interval: 25, Max Interval: 35
AssociateProfessorCandidate(ID2486) => Min Interval: 23, Max Interval: 38
AssociateProfessorCandidate(ID2490) => Min Interval: 22, Max Interval: 32
