Stored fact information:
AssistantProfessorCandidate(ID0) => Min Interval: 31, Max Interval: 38
AssistantProfessorCandidate(ID1874) => Min Interval: 43, Max Interval: 48
AssistantProfessorCandidate(ID1876) => Min Interval: 20, Max Interval: 34
AssistantProfessorCandidate(ID1878) => Min Interval: 40, Max Interval: 47
AssistantProfessorCandidate(ID1881) => Min Interval: 14, Max Interval: 34
AssistantProfessorCandidate(ID1883) => Min Interval: 13, Max Interval: 50
AssistantProfessorCandidate(ID1889) => Min Interval: 14, Max Interval: 45
AssistantProfessorCandidate(ID1891) => Min Interval: 23, Max Interval: 40
AssistantProfessorCandidate(ID1892) => Min Interval: 16, Max Interval: 26
AssistantProfessorCandidate(ID1894) => Min Interval: 8, Max Interval: 39
AssistantProfessorCandidate(ID1896) => Min Interval: 32, Max Interval: 47
AssistantProfessorCandidate(ID1897) => Min Interval: 30, Max Interval: 36
AssistantProfessorCandidate(ID1900) => Min Interval: 19, Max Interval: 40
AssistantProfessorCandidate(ID1904) => Min Interval: 26, Max Interval: 40
AssistantProfessorCandidate(ID1908) => Min Interval: 10, Max Interval: 38
AssistantProfessorCandidate(ID1909) => Min Interval: 9, Max Interval: 51
AssistantProfessorCandidate(ID1911) => Min Interval: 17, Max Interval: 44
AssistantProfessorCandidate(ID1916) => Min Interval: 6, Max Interval: 42
AssistantProfessorCandidate(ID1918) => Min Interval: 4, Max Interval: 48
AssistantProfessorCandidate(ID1920) => Min Interval: 12, Max Interval: 38
AssistantProfessorCandidate(ID1922) => Min Interval: 4, Max Interval: 48
AssistantProfessorCandidate(ID1923) => Min Interval: 17, Max Interval: 39
AssistantProfessorCandidate(ID1925) => Min Interval: 15, Max Interval: 45
AssistantProfessorCandidate(ID1929) => Min Interval: 9, Max Interval: 47
AssistantProfessorCandidate(ID1931) => Min Interval: 9, Max Interval: 40
AssistantProfessorCandidate(ID1941) => Min Interval: 26, Max Interval: 43
AssistantProfessorCandidate(ID1942) => Min Interval: 17, Max Interval: 45
AssistantProfessorCandidate(ID1943) => Min Interval: 20, Max Interval: 48
AssistantProfessorCandidate(ID1944) => Min Interval: 13, Max Interval: 44
AssistantProfessorCandidate(ID1946) => Min Interval: 9, Max Interval: 48
AssistantProfessorCandidate(ID1947) => Min Interval: 7, Max Interval: 45
AssistantProfessorCandidate(ID1950) => Min Interval: 3, Max Interval: 41
AssistantProfessorCandidate(ID1953) => Min Interval: 12, Max Interval: 42
AssistantProfessorCandidate(ID1954) => Min Interval: 9, Max Interval: 50
AssistantProfessorCandidate(ID1955) => Min Interval: 15, Max Interval: 42
AssistantProfessorCandidate(ID1957) => Min Interval: 9, Max Interval: 48
AssistantProfessorCandidate(ID1958) => Min Interval: 40, Max Interval: 43
AssistantProfessorCandidate(ID1960) => Min Interval: 12, Max Interval: 41
AssistantProfessorCandidate(ID1965) => Min Interval: 8, Max Interval: 43
AssistantProfessorCandidate(ID1966) => Min Interval: 10, Max Interval: 21
AssistantProfessorCandidate(ID1970) => Min Interval: 14, Max Interval: 48
AssistantProfessorCandidate(ID1975) => Min Interval: 10, Max Interval: 42
AssistantProfessorCandidate(ID1980) => Min Interval: 16, Max Interval: 47
AssistantProfessorCandidate(ID1983) => Min Interval: 25, Max Interval: 47
AssistantProfessorCandidate(ID1985) => Min Interval: 14, Max Interval: 40
AssistantProfessorCandidate(ID1988) => Min Interval: 33, Max Interval: 47
AssistantProfessorCandidate(ID1993) => Min Interval: 27, Max Interval: 47
AssistantProfessorCandidate(ID1994) => Min Interval: 11, Max Interval: 46
AssistantProfessorCandidate(ID1997) => Min Interval: 9, Max Interval: 48
AssistantProfessorCandidate(ID1999) => Min Interval: 9, Max Interval: 37
AssistantProfessorCandidate(ID2001) => Min Interval: 16, Max Interval: 29
AssistantProfessorCandidate(ID2002) => Min Interval: 16, Max Interval: 48
AssistantProfessorCandidate(ID2003) => Min Interval: 45, Max Interval: 47
AssistantProfessorCandidate(ID2009) => Min Interval: 5, Max Interval: 51
AssistantProfessorCandidate(ID2010) => Min Interval: 11, Max Interval: 36
AssistantProfessorCandidate(ID2012) => Min Interval: 10, Max Interval: 31
AssistantProfessorCandidate(ID2013) => Min Interval: 12, Max Interval: 37
AssistantProfessorCandidate(ID2017) => Min Interval: 15, Max Interval: 39
AssistantProfessorCandidate(ID2022) => Min Interval: 4, Max Interval: 50
AssistantProfessorCandidate(ID2025) => Min Interval: 10, Max Interval: 31
AssistantProfessorCandidate(ID2028) => Min Interval: 10, Max Interval: 51
AssistantProfessorCandidate(ID2030) => Min Interval: 9, Max Interval: 47
AssistantProfessorCandidate(ID2041) => Min Interval: 22, Max Interval: 33
AssistantProfessorCandidate(ID2042) => Min Interval: 12, Max Interval: 49
AssistantProfessorCandidate(ID2043) => Min Interval: 9, Max Interval: 48
AssistantProfessorCandidate(ID2044) => Min Interval: 5, Max Interval: 46
AssistantProfessorCandidate(ID2047) => Min Interval: 35, Max Interval: 45
AssistantProfessorCandidate(ID2048) => Min Interval: 7, Max Interval: 50
AssistantProfessorCandidate(ID2051) => Min Interval: 12, Max Interval: 44
AssistantProfessorCandidate(ID2055) => Min Interval: 6, Max Interval: 31
AssistantProfessorCandidate(ID2056) => Min Interval: 27, Max Interval: 48
AssistantProfessorCandidate(ID2059) => Min Interval: 19, Max Interval: 43
AssistantProfessorCandidate(ID2060) => Min Interval: 33, Max Interval: 41
AssistantProfessorCandidate(ID2061) => Min Interval: 45, Max Interval: 47
AssistantProfessorCandidate(ID2063) => Min Interval: 15, Max Interval: 41
AssistantProfessorCandidate(ID2065) => Min Interval: 21, Max Interval: 37
AssistantProfessorCandidate(ID2066) => Min Interval: 12, Max Interval: 48
AssistantProfessorCandidate(ID2072) => Min Interval: 21, Max Interval: 49
AssistantProfessorCandidate(ID2074) => Min Interval: 5, Max Interval: 46
AssistantProfessorCandidate(ID2075) => Min Interval: 11, Max Interval: 50
AssistantProfessorCandidate(ID2079) => Min Interval: 10, Max Interval: 38
AssistantProfessorCandidate(ID2082) => Min Interval: 27, Max Interval: 47
AssistantProfessorCandidate(ID2084) => Min Interval: 17, Max Interval: 45
AssistantProfessorCandidate(ID2089) => Min Interval: 4, Max Interval: 49
AssistantProfessorCandidate(ID2092) => Min Interval: 11, Max Interval: 36
AssistantProfessorCandidate(ID2094) => Min Interval: 4, Max Interval: 35
AssistantProfessorCandidate(ID2096) => Min Interval: 33, Max Interval: 42
AssistantProfessorCandidate(ID2097) => Min Interval: 3, Max Interval: 49
AssistantProfessorCandidate(ID2098) => Min Interval: 18, Max Interval: 23
AssistantProfessorCandidate(ID2099) => Min Interval: 2, Max Interval: 25
AssistantProfessorCandidate(ID2101) => Min Interval: 12, Max Interval: 36
AssistantProfessorCandidate(ID2102) => Min Interval: 9, Max Interval: 39
AssistantProfessorCandidate(ID2105) => Min Interval: 11, Max Interval: 52
AssistantProfessorCandidate(ID2108) => Min Interval: 33, Max Interval: 45
AssistantProfessorCandidate(ID2109) => Min Interval: 4, Max Interval: 44
AssistantProfessorCandidate(ID2111) => Min Interval: 10, Max Interval: 31
AssistantProfessorCandidate(ID2116) => Min Interval: 24, Max Interval: 41
AssistantProfessorCandidate(ID2118) => Min Interval: 26, Max Interval: 33
AssistantProfessorCandidate(ID2120) => Min Interval: 3, Max Interval: 32
AssistantProfessorCandidate(ID2121) => Min Interval: 34, Max Interval: 42
AssistantProfessorCandidate(ID2125) => Min Interval: 4, Max Interval: 52
AssistantProfessorCandidate(ID2126) => Min Interval: 9, Max Interval: 42
AssistantProfessorCandidate(ID2128) => Min Interval: 6, Max Interval: 46
AssistantProfessorCandidate(ID2130) => Min Interval: 3, Max Interval: 49
AssistantProfessorCandidate(ID2133) => Min Interval: 16, Max Interval: 34
AssistantProfessorCandidate(ID2135) => Min Interval: 20, Max Interval: 52
AssistantProfessorCandidate(ID2136) => Min Interval: 3, Max Interval: 50
AssistantProfessorCandidate(ID2143) => Min Interval: 22, Max Interval: 33
AssistantProfessorCandidate(ID2144) => Min Interval: 10, Max Interval: 37
AssistantProfessorCandidate(ID2151) => Min Interval: 18, Max Interval: 34
AssistantProfessorCandidate(ID2153) => Min Interval: 38, Max Interval: 41
AssistantProfessorCandidate(ID2154) => Min Interval: 27, Max Interval: 38
AssistantProfessorCandidate(ID2156) => Min Interval: 4, Max Interval: 22
AssistantProfessorCandidate(ID2158) => Min Interval: 7, Max Interval: 48
AssistantProfessorCandidate(ID2167) => Min Interval: 4, Max Interval: 48
AssistantProfessorCandidate(ID2169) => Min Interval: 4, Max Interval: 40
AssistantProfessorCandidate(ID2171) => Min Interval: 26, Max Interval: 33
AssistantProfessorCandidate(ID2174) => Min Interval: 12, Max Interval: 26
AssistantProfessorCandidate(ID2182) => Min Interval: 3, Max Interval: 51
AssistantProfessorCandidate(ID2183) => Min Interval: 28, Max Interval: 40
AssistantProfessorCandidate(ID2187) => Min Interval: 5, Max Interval: 37
AssistantProfessorCandidate(ID2188) => Min Interval: 10, Max Interval: 38
AssistantProfessorCandidate(ID2190) => Min Interval: 33, Max Interval: 47
AssistantProfessorCandidate(ID2192) => Min Interval: 15, Max Interval: 44
AssistantProfessorCandidate(ID2194) => Min Interval: 14, Max Interval: 27
AssistantProfessorCandidate(ID2196) => Min Interval: 11, Max Interval: 45
AssistantProfessorCandidate(ID2200) => Min Interval: 9, Max Interval: 40
AssistantProfessorCandidate(ID2201) => Min Interval: 30, Max Interval: 45
AssistantProfessorCandidate(ID2203) => Min Interval: 5, Max Interval: 50
AssistantProfessorCandidate(ID2204) => Min Interval: 4, Max Interval: 40
AssistantProfessorCandidate(ID2206) => Min Interval: 17, Max Interval: 34
AssistantProfessorCandidate(ID2211) => Min Interval: 22, Max Interval: 42
AssistantProfessorCandidate(ID2215) => Min Interval: 13, Max Interval: 33
AssistantProfessorCandidate(ID2216) => Min Interval: 35, Max Interval: 48
AssistantProfessorCandidate(ID2217) => Min Interval: 9, Max Interval: 32
AssistantProfessorCandidate(ID2218) => Min Interval: 10, Max Interval: 45
AssistantProfessorCandidate(ID2220) => Min Interval: 10, Max Interval: 43
AssistantProfessorCandidate(ID2221) => Min Interval: 10, Max Interval: 13
AssistantProfessorCandidate(ID2224) => Min Interval: 3, Max Interval: 47
AssistantProfessorCandidate(ID2227) => Min Interval: 19, Max Interval: 48
AssistantProfessorCandidate(ID2231) => Min Interval: 5, Max Interval: 39
AssistantProfessorCandidate(ID2232) => Min Interval: 14, Max Interval: 23
AssistantProfessorCandidate(ID2234) => Min Interval: 16, Max Interval: 25
AssistantProfessorCandidate(ID2235) => Min Interval: 10, Max Interval: 20
AssistantProfessorCandidate(ID2238) => Min Interval: 10, Max Interval: 51
AssistantProfessorCandidate(ID2239) => Min Interval: 43, Max Interval: 47
AssistantProfessorCandidate(ID2240) => Min Interval: 10, Max Interval: 17
AssistantProfessorCandidate(ID2241) => Min Interval: 17, Max Interval: 25
AssistantProfessorCandidate(ID2243) => Min Interval: 27, Max Interval: 51
AssistantProfessorCandidate(ID2244) => Min Interval: 10, Max Interval: 44
AssistantProfessorCandidate(ID2245) => Min Interval: 11, Max Interval: 22
AssistantProfessorCandidate(ID2248) => Min Interval: 14, Max Interval: 35
AssistantProfessorCandidate(ID2250) => Min Interval: 2, Max Interval: 20
AssistantProfessorCandidate(ID2252) => Min Interval: 4, Max Interval: 51
AssistantProfessorCandidate(ID2257) => Min Interval: 12, Max Interval: 16
AssistantProfessorCandidate(ID2265) => Min Interval: 26, Max Interval: 45
AssistantProfessorCandidate(ID2267) => Min Interval: 25, Max Interval: 45
AssistantProfessorCandidate(ID2272) => Min Interval: 20, Max Interval: 46
AssistantProfessorCandidate(ID2275) => Min Interval: 7, Max Interval: 51
AssistantProfessorCandidate(ID2277) => Min Interval: 8, Max Interval: 46
AssistantProfessorCandidate(ID2279) => Min Interval: 2, Max Interval: 51
AssistantProfessorCandidate(ID2281) => Min Interval: 7, Max Interval: 49
AssistantProfessorCandidate(ID2283) => Min Interval: 26, Max Interval: 46
AssistantProfessorCandidate(ID2290) => Min Interval: 9, Max Interval: 16
AssistantProfessorCandidate(ID2291) => Min Interval: 8, Max Interval: 50
AssistantProfessorCandidate(ID2293) => Min Interval: 33, Max Interval: 39
AssistantProfessorCandidate(ID2295) => Min Interval: 9, Max Interval: 34
AssistantProfessorCandidate(ID2298) => Min Interval: 2, Max Interval: 45
AssistantProfessorCandidate(ID2300) => Min Interval: 7, Max Interval: 34
AssistantProfessorCandidate(ID2302) => Min Interval: 5, Max Interval: 51
AssistantProfessorCandidate(ID2306) => Min Interval: 38, Max Interval: 48
AssistantProfessorCandidate(ID2310) => Min Interval: 3, Max Interval: 44
AssistantProfessorCandidate(ID2312) => Min Interval: 29, Max Interval: 48
AssistantProfessorCandidate(ID2315) => Min Interval: 16, Max Interval: 20
AssistantProfessorCandidate(ID2320) => Min Interval: 2, Max Interval: 46
AssistantProfessorCandidate(ID2321) => Min Interval: 27, Max Interval: 33
AssistantProfessorCandidate(ID2322) => Min Interval: 12, Max Interval: 14
AssistantProfessorCandidate(ID2323) => Min Interval: 5, Max Interval: 32
AssistantProfessorCandidate(ID2325) => Min Interval: 22, Max Interval: 32
AssistantProfessorCandidate(ID2327) => Min Interval: 4, Max Interval: 43
AssistantProfessorCandidate(ID2330) => Min Interval: 6, Max Interval: 48
AssistantProfessorCandidate(ID2331) => Min Interval: 13, Max Interval: 47
AssistantProfessorCandidate(ID2334) => Min Interval: 19, Max Interval: 27
AssistantProfessorCandidate(ID2338) => Min Interval: 20, Max Interval: 46
AssistantProfessorCandidate(ID2339) => Min Interval: 13, Max Interval: 42
AssistantProfessorCandidate(ID2342) => Min Interval: 31, Max Interval: 48
AssistantProfessorCandidate(ID2343) => Min Interval: 30, Max Interval: 47
AssistantProfessorCandidate(ID2345) => Min Interval: 2, Max Interval: 47
AssistantProfessorCandidate(ID2348) => Min Interval: 19, Max Interval: 47
AssistantProfessorCandidate(ID2351) => Min Interval: 22, Max Interval: 46
AssistantProfessorCandidate(ID2353) => Min Interval: 16, Max Interval: 50
AssistantProfessorCandidate(ID2358) => Min Interval: 24, Max Interval: 36
AssistantProfessorCandidate(ID2359) => Min Interval: 9, Max Interval: 49
AssistantProfessorCandidate(ID2360) => Min Interval: 1, Max Interval: 50
AssistantProfessorCandidate(ID2361) => Min Interval: 19, Max Interval: 22
AssistantProfessorCandidate(ID2363) => Min Interval: 24, Max Interval: 46
AssistantProfessorCandidate(ID2368) => Min Interval: 14, Max Interval: 18
AssistantProfessorCandidate(ID2370) => Min Interval: 9, Max Interval: 48
AssistantProfessorCandidate(ID2371) => Min Interval: 10, Max Interval: 32
AssistantProfessorCandidate(ID2372) => Min Interval: 12, Max Interval: 24
AssistantProfessorCandidate(ID2373) => Min Interval: 21, Max Interval: 37
AssistantProfessorCandidate(ID2376) => Min Interval: 21, Max Interval: 46
AssistantProfessorCandidate(ID2380) => Min Interval: 7, Max Interval: 39
AssistantProfessorCandidate(ID2381) => Min Interval: 15, Max Interval: 46
AssistantProfessorCandidate(ID2390) => Min Interval: 14, Max Interval: 40
AssistantProfessorCandidate(ID2391) => Min Interval: 13, Max Interval: 48
AssistantProfessorCandidate(ID2395) => Min Interval: 29, Max Interval: 35
AssistantProfessorCandidate(ID2396) => Min Interval: 10, Max Interval: 19
AssistantProfessorCandidate(ID2398) => Min Interval: 12, Max Interval: 31
AssistantProfessorCandidate(ID2404) => Min Interval: 28, Max Interval: 41
AssistantProfessorCandidate(ID2408) => Min Interval: 15, Max Interval: 38
AssistantProfessorCandidate(ID2409) => Min Interval: 10, Max Interval: 26
AssistantProfessorCandidate(ID2410) => Min Interval: 10, Max Interval: 26
AssistantProfessorCandidate(ID2412) => Min Interval: 8, Max Interval: 40
AssistantProfessorCandidate(ID2417) => Min Interval: 16, Max Interval: 31
AssistantProfessorCandidate(ID2420) => Min Interval: 17, Max Interval: 28
AssistantProfessorCandidate(ID2423) => Min Interval: 24, Max Interval: 47
AssistantProfessorCandidate(ID2425) => Min Interval: 1, Max Interval: 42
AssistantProfessorCandidate(ID2427) => Min Interval: 11, Max Interval: 35
AssistantProfessorCandidate(ID2428) => Min Interval: 19, Max Interval: 46
AssistantProfessorCandidate(ID2429) => Min Interval: 19, Max Interval: 41
AssistantProfessorCandidate(ID2430) => Min Interval: 1, Max Interval: 46
AssistantProfessorCandidate(ID2432) => Min Interval: 31, Max Interval: 35
AssistantProfessorCandidate(ID2433) => Min Interval: 22, Max Interval: 27
AssistantProfessorCandidate(ID2434) => Min Interval: 9, Max Interval: 44
AssistantProfessorCandidate(ID2436) => Min Interval: 16, Max Interval: 46
AssistantProfessorCandidate(ID2440) => Min Interval: 20, Max Interval: 40
AssistantProfessorCandidate(ID2444) => Min Interval: 11, Max Interval: 46
AssistantProfessorCandidate(ID2446) => Min Interval: 19, Max Interval: 37
AssistantProfessorCandidate(ID2449) => Min Interval: 13, Max Interval: 31
AssistantProfessorCandidate(ID2455) => Min Interval: 8, Max Interval: 45
AssistantProfessorCandidate(ID2459) => Min Interval: 25, Max Interval: 27
