Stored fact information:
Publication(ID12) => Min Interval: 5, Max Interval: 49
Publication(ID2027) => Min Interval: 1, Max Interval: 44
Publication(ID2032) => Min Interval: 5, Max Interval: 46
Publication(ID2035) => Min Interval: 2, Max Interval: 50
Publication(ID2038) => Min Interval: 10, Max Interval: 49
Publication(ID2040) => Min Interval: 2, Max Interval: 50
Publication(ID2046) => Min Interval: 0, Max Interval: 50
Publication(ID2050) => Min Interval: 6, Max Interval: 44
Publication(ID2052) => Min Interval: 2, Max Interval: 49
Publication(ID2053) => Min Interval: 16, Max Interval: 50
Publication(ID2054) => Min Interval: 3, Max Interval: 45
Publication(ID2057) => Min Interval: 8, Max Interval: 47
Publication(ID2067) => Min Interval: 7, Max Interval: 48
Publication(ID2069) => Min Interval: 1, Max Interval: 50
Publication(ID2073) => Min Interval: 1, Max Interval: 44
Publication(ID2078) => Min Interval: 5, Max Interval: 49
Publication(ID2081) => Min Interval: 17, Max Interval: 41
Publication(ID2085) => Min Interval: 0, Max Interval: 50
Publication(ID2088) => Min Interval: 13, Max Interval: 47
Publication(ID2090) => Min Interval: 4, Max Interval: 47
Publication(ID2091) => Min Interval: 12, Max Interval: 45
Publication(ID2093) => Min Interval: 3, Max Interval: 46
Publication(ID2095) => Min Interval: 5, Max Interval: 49
Publication(ID2113) => Min Interval: 4, Max Interval: 50
Publication(ID2115) => Min Interval: 15, Max Interval: 48
Publication(ID2122) => Min Interval: 0, Max Interval: 46
Publication(ID2124) => Min Interval: 10, Max Interval: 50
Publication(ID2131) => Min Interval: 8, Max Interval: 50
Publication(ID2134) => Min Interval: 9, Max Interval: 49
Publication(ID2138) => Min Interval: 16, Max Interval: 39
Publication(ID2145) => Min Interval: 4, Max Interval: 48
Publication(ID2146) => Min Interval: 3, Max Interval: 49
Publication(ID2148) => Min Interval: 0, Max Interval: 48
Publication(ID2155) => Min Interval: 0, Max Interval: 50
Publication(ID2157) => Min Interval: 1, Max Interval: 49
Publication(ID2159) => Min Interval: 3, Max Interval: 50
Publication(ID2160) => Min Interval: 9, Max Interval: 45
Publication(ID2162) => Min Interval: 2, Max Interval: 48
Publication(ID2164) => Min Interval: 2, Max Interval: 50
Publication(ID2165) => Min Interval: 0, Max Interval: 49
Publication(ID2166) => Min Interval: 3, Max Interval: 46
Publication(ID2178) => Min Interval: 2, Max Interval: 42
Publication(ID2180) => Min Interval: 4, Max Interval: 50
Publication(ID2181) => Min Interval: 0, Max Interval: 49
Publication(ID2197) => Min Interval: 1, Max Interval: 34
Publication(ID2199) => Min Interval: 2, Max Interval: 43
Publication(ID2207) => Min Interval: 7, Max Interval: 50
Publication(ID2210) => Min Interval: 3, Max Interval: 44
Publication(ID2213) => Min Interval: 0, Max Interval: 45
Publication(ID2214) => Min Interval: 4, Max Interval: 45
Publication(ID2219) => Min Interval: 2, Max Interval: 49
Publication(ID2223) => Min Interval: 14, Max Interval: 48
Publication(ID2225) => Min Interval: 7, Max Interval: 48
Publication(ID2226) => Min Interval: 7, Max Interval: 49
Publication(ID2228) => Min Interval: 6, Max Interval: 46
Publication(ID2229) => Min Interval: 0, Max Interval: 27
Publication(ID2230) => Min Interval: 1, Max Interval: 49
Publication(ID2236) => Min Interval: 0, Max Interval: 50
Publication(ID2237) => Min Interval: 3, Max Interval: 46
Publication(ID2247) => Min Interval: 0, Max Interval: 48
Publication(ID2249) => Min Interval: 12, Max Interval: 49
Publication(ID2251) => Min Interval: 1, Max Interval: 49
Publication(ID2254) => Min Interval: 0, Max Interval: 50
Publication(ID2255) => Min Interval: 2, Max Interval: 50
Publication(ID2259) => Min Interval: 2, Max Interval: 33
Publication(ID2262) => Min Interval: 1, Max Interval: 47
Publication(ID2263) => Min Interval: 1, Max Interval: 34
Publication(ID2268) => Min Interval: 1, Max Interval: 47
Publication(ID2270) => Min Interval: 3, Max Interval: 36
Publication(ID2271) => Min Interval: 2, Max Interval: 49
Publication(ID2274) => Min Interval: 0, Max Interval: 48
Publication(ID2276) => Min Interval: 7, Max Interval: 36
Publication(ID2278) => Min Interval: 6, Max Interval: 49
Publication(ID2282) => Min Interval: 2, Max Interval: 49
Publication(ID2284) => Min Interval: 0, Max Interval: 48
Publication(ID2285) => Min Interval: 3, Max Interval: 49
Publication(ID2287) => Min Interval: 7, Max Interval: 49
Publication(ID2292) => Min Interval: 4, Max Interval: 40
Publication(ID2294) => Min Interval: 5, Max Interval: 50
Publication(ID2297) => Min Interval: 0, Max Interval: 49
Publication(ID2304) => Min Interval: 3, Max Interval: 35
Publication(ID2305) => Min Interval: 5, Max Interval: 49
Publication(ID2313) => Min Interval: 0, Max Interval: 46
Publication(ID2314) => Min Interval: 0, Max Interval: 50
Publication(ID2316) => Min Interval: 1, Max Interval: 50
Publication(ID2317) => Min Interval: 1, Max Interval: 50
Publication(ID2324) => Min Interval: 5, Max Interval: 50
Publication(ID2332) => Min Interval: 3, Max Interval: 44
Publication(ID2336) => Min Interval: 11, Max Interval: 50
Publication(ID2340) => Min Interval: 5, Max Interval: 46
Publication(ID2341) => Min Interval: 1, Max Interval: 50
Publication(ID2344) => Min Interval: 10, Max Interval: 47
Publication(ID2347) => Min Interval: 4, Max Interval: 46
Publication(ID2350) => Min Interval: 13, Max Interval: 43
Publication(ID2352) => Min Interval: 3, Max Interval: 49
Publication(ID2354) => Min Interval: 1, Max Interval: 41
Publication(ID2355) => Min Interval: 12, Max Interval: 46
Publication(ID2356) => Min Interval: 3, Max Interval: 46
Publication(ID2362) => Min Interval: 0, Max Interval: 39
Publication(ID2366) => Min Interval: 0, Max Interval: 50
Publication(ID2367) => Min Interval: 1, Max Interval: 46
Publication(ID2375) => Min Interval: 2, Max Interval: 46
Publication(ID2377) => Min Interval: 1, Max Interval: 47
Publication(ID2379) => Min Interval: 1, Max Interval: 45
Publication(ID2383) => Min Interval: 9, Max Interval: 47
Publication(ID2384) => Min Interval: 5, Max Interval: 38
Publication(ID2386) => Min Interval: 0, Max Interval: 49
Publication(ID2387) => Min Interval: 0, Max Interval: 50
Publication(ID2388) => Min Interval: 3, Max Interval: 50
Publication(ID2392) => Min Interval: 5, Max Interval: 44
Publication(ID2399) => Min Interval: 6, Max Interval: 47
Publication(ID2400) => Min Interval: 5, Max Interval: 47
Publication(ID2402) => Min Interval: 6, Max Interval: 45
Publication(ID2403) => Min Interval: 1, Max Interval: 50
Publication(ID2407) => Min Interval: 5, Max Interval: 50
Publication(ID2411) => Min Interval: 0, Max Interval: 47
Publication(ID2413) => Min Interval: 1, Max Interval: 48
Publication(ID2415) => Min Interval: 1, Max Interval: 49
Publication(ID2419) => Min Interval: 0, Max Interval: 48
Publication(ID2422) => Min Interval: 3, Max Interval: 47
Publication(ID2435) => Min Interval: 5, Max Interval: 47
Publication(ID2437) => Min Interval: 3, Max Interval: 50
Publication(ID2438) => Min Interval: 3, Max Interval: 49
Publication(ID2439) => Min Interval: 0, Max Interval: 44
Publication(ID2443) => Min Interval: 14, Max Interval: 42
Publication(ID2445) => Min Interval: 9, Max Interval: 43
Publication(ID2450) => Min Interval: 0, Max Interval: 41
Publication(ID2451) => Min Interval: 1, Max Interval: 49
Publication(ID2452) => Min Interval: 3, Max Interval: 48
Publication(ID2454) => Min Interval: 6, Max Interval: 44
Publication(ID2458) => Min Interval: 11, Max Interval: 33
Publication(ID2460) => Min Interval: 0, Max Interval: 50
Publication(ID2461) => Min Interval: 0, Max Interval: 48
Publication(ID2462) => Min Interval: 7, Max Interval: 49
Publication(ID2463) => Min Interval: 2, Max Interval: 44
Publication(ID2465) => Min Interval: 3, Max Interval: 42
Publication(ID2466) => Min Interval: 0, Max Interval: 50
Publication(ID2467) => Min Interval: 1, Max Interval: 47
Publication(ID2468) => Min Interval: 0, Max Interval: 50
Publication(ID2470) => Min Interval: 3, Max Interval: 50
Publication(ID2473) => Min Interval: 6, Max Interval: 50
Publication(ID2474) => Min Interval: 11, Max Interval: 46
Publication(ID2481) => Min Interval: 6, Max Interval: 49
Publication(ID2483) => Min Interval: 1, Max Interval: 30
Publication(ID2484) => Min Interval: 7, Max Interval: 50
Publication(ID2485) => Min Interval: 17, Max Interval: 47
Publication(ID2487) => Min Interval: 9, Max Interval: 49
Publication(ID2488) => Min Interval: 5, Max Interval: 44
Publication(ID2498) => Min Interval: 2, Max Interval: 50
Publication(ID2500) => Min Interval: 9, Max Interval: 50
Publication(ID2502) => Min Interval: 3, Max Interval: 46
Publication(ID2503) => Min Interval: 20, Max Interval: 48
Publication(ID2504) => Min Interval: 3, Max Interval: 40
Publication(ID2505) => Min Interval: 2, Max Interval: 47
Publication(ID2506) => Min Interval: 12, Max Interval: 49
Publication(ID2507) => Min Interval: 0, Max Interval: 48
Publication(ID2509) => Min Interval: 0, Max Interval: 50
Publication(ID2511) => Min Interval: 14, Max Interval: 48
Publication(ID2512) => Min Interval: 0, Max Interval: 49
Publication(ID2513) => Min Interval: 5, Max Interval: 41
Publication(ID2514) => Min Interval: 9, Max Interval: 50
Publication(ID2527) => Min Interval: 0, Max Interval: 48
Publication(ID2529) => Min Interval: 0, Max Interval: 49
Publication(ID2531) => Min Interval: 0, Max Interval: 44
Publication(ID2532) => Min Interval: 4, Max Interval: 49
Publication(ID2535) => Min Interval: 0, Max Interval: 50
Publication(ID2540) => Min Interval: 3, Max Interval: 49
Publication(ID2542) => Min Interval: 0, Max Interval: 49
Publication(ID2545) => Min Interval: 7, Max Interval: 48
Publication(ID2546) => Min Interval: 2, Max Interval: 47
Publication(ID2556) => Min Interval: 5, Max Interval: 47
Publication(ID2557) => Min Interval: 2, Max Interval: 45
Publication(ID2559) => Min Interval: 4, Max Interval: 48
Publication(ID2560) => Min Interval: 1, Max Interval: 45
Publication(ID2561) => Min Interval: 11, Max Interval: 45
Publication(ID2562) => Min Interval: 1, Max Interval: 49
Publication(ID2563) => Min Interval: 9, Max Interval: 48
Publication(ID2567) => Min Interval: 3, Max Interval: 48
Publication(ID2568) => Min Interval: 10, Max Interval: 50
Publication(ID2569) => Min Interval: 0, Max Interval: 37
Publication(ID2572) => Min Interval: 8, Max Interval: 50
Publication(ID2573) => Min Interval: 14, Max Interval: 44
Publication(ID2575) => Min Interval: 3, Max Interval: 37
Publication(ID2580) => Min Interval: 2, Max Interval: 47
Publication(ID2584) => Min Interval: 2, Max Interval: 49
Publication(ID2587) => Min Interval: 2, Max Interval: 36
Publication(ID2588) => Min Interval: 0, Max Interval: 50
Publication(ID2590) => Min Interval: 7, Max Interval: 50
Publication(ID2591) => Min Interval: 2, Max Interval: 50
Publication(ID2593) => Min Interval: 2, Max Interval: 50
Publication(ID2596) => Min Interval: 3, Max Interval: 45
Publication(ID2598) => Min Interval: 2, Max Interval: 27
Publication(ID2599) => Min Interval: 2, Max Interval: 50
Publication(ID2600) => Min Interval: 0, Max Interval: 49
Publication(ID2602) => Min Interval: 0, Max Interval: 48
Publication(ID2606) => Min Interval: 0, Max Interval: 44
Publication(ID2613) => Min Interval: 2, Max Interval: 44
Publication(ID2615) => Min Interval: 11, Max Interval: 39
Publication(ID2618) => Min Interval: 3, Max Interval: 50
Publication(ID2619) => Min Interval: 0, Max Interval: 48
Publication(ID2624) => Min Interval: 1, Max Interval: 47
Publication(ID2625) => Min Interval: 3, Max Interval: 17
Publication(ID2626) => Min Interval: 12, Max Interval: 50
Publication(ID2628) => Min Interval: 0, Max Interval: 48
Publication(ID2629) => Min Interval: 14, Max Interval: 50
Publication(ID2631) => Min Interval: 9, Max Interval: 50
Publication(ID2632) => Min Interval: 2, Max Interval: 46
Publication(ID2634) => Min Interval: 1, Max Interval: 50
Publication(ID2635) => Min Interval: 2, Max Interval: 50
Publication(ID2637) => Min Interval: 1, Max Interval: 48
Publication(ID2638) => Min Interval: 2, Max Interval: 48
Publication(ID2639) => Min Interval: 0, Max Interval: 49
Publication(ID2640) => Min Interval: 0, Max Interval: 41
Publication(ID2641) => Min Interval: 13, Max Interval: 50
Publication(ID2643) => Min Interval: 0, Max Interval: 48
Publication(ID2645) => Min Interval: 6, Max Interval: 49
Publication(ID2646) => Min Interval: 5, Max Interval: 49
Publication(ID2647) => Min Interval: 8, Max Interval: 46
Publication(ID2648) => Min Interval: 1, Max Interval: 49
Publication(ID2649) => Min Interval: 13, Max Interval: 49
Publication(ID2651) => Min Interval: 5, Max Interval: 48
Publication(ID2654) => Min Interval: 2, Max Interval: 50
Publication(ID2655) => Min Interval: 4, Max Interval: 49
Publication(ID2659) => Min Interval: 2, Max Interval: 44
Publication(ID2662) => Min Interval: 2, Max Interval: 42
Publication(ID2663) => Min Interval: 0, Max Interval: 47
Publication(ID2664) => Min Interval: 6, Max Interval: 45
Publication(ID2665) => Min Interval: 4, Max Interval: 50
Publication(ID2666) => Min Interval: 1, Max Interval: 48
Publication(ID2669) => Min Interval: 0, Max Interval: 48
Publication(ID2671) => Min Interval: 2, Max Interval: 44
Publication(ID2672) => Min Interval: 0, Max Interval: 50
Publication(ID2676) => Min Interval: 4, Max Interval: 44
Publication(ID2680) => Min Interval: 0, Max Interval: 50
Publication(ID2683) => Min Interval: 0, Max Interval: 48
Publication(ID2685) => Min Interval: 7, Max Interval: 40
Publication(ID2697) => Min Interval: 0, Max Interval: 47
Publication(ID2698) => Min Interval: 0, Max Interval: 45
Publication(ID2699) => Min Interval: 13, Max Interval: 46
Publication(ID2701) => Min Interval: 0, Max Interval: 47
Publication(ID2702) => Min Interval: 0, Max Interval: 50
Publication(ID2703) => Min Interval: 5, Max Interval: 48
Publication(ID2704) => Min Interval: 10, Max Interval: 46
Publication(ID2706) => Min Interval: 2, Max Interval: 45
Publication(ID2710) => Min Interval: 3, Max Interval: 48
Publication(ID2714) => Min Interval: 2, Max Interval: 50
Publication(ID2715) => Min Interval: 0, Max Interval: 38
Publication(ID2717) => Min Interval: 1, Max Interval: 49
Publication(ID2723) => Min Interval: 11, Max Interval: 41
Publication(ID2726) => Min Interval: 0, Max Interval: 44
Publication(ID2727) => Min Interval: 6, Max Interval: 41
Publication(ID2730) => Min Interval: 4, Max Interval: 45
Publication(ID2731) => Min Interval: 0, Max Interval: 49
Publication(ID2733) => Min Interval: 6, Max Interval: 46
Publication(ID2741) => Min Interval: 0, Max Interval: 47
Publication(ID2742) => Min Interval: 0, Max Interval: 45
Publication(ID2743) => Min Interval: 2, Max Interval: 46
Publication(ID2744) => Min Interval: 4, Max Interval: 45
Publication(ID2751) => Min Interval: 4, Max Interval: 49
Publication(ID2752) => Min Interval: 9, Max Interval: 50
Publication(ID2754) => Min Interval: 9, Max Interval: 42
Publication(ID2755) => Min Interval: 1, Max Interval: 42
Publication(ID2756) => Min Interval: 4, Max Interval: 44
Publication(ID2761) => Min Interval: 9, Max Interval: 48
Publication(ID2762) => Min Interval: 0, Max Interval: 44
Publication(ID2770) => Min Interval: 3, Max Interval: 41
Publication(ID2775) => Min Interval: 0, Max Interval: 32
Publication(ID2777) => Min Interval: 2, Max Interval: 35
Publication(ID2778) => Min Interval: 11, Max Interval: 46
Publication(ID2781) => Min Interval: 10, Max Interval: 48
Publication(ID2783) => Min Interval: 2, Max Interval: 47
Publication(ID2784) => Min Interval: 3, Max Interval: 50
Publication(ID2792) => Min Interval: 3, Max Interval: 41
Publication(ID2794) => Min Interval: 12, Max Interval: 50
Publication(ID2796) => Min Interval: 3, Max Interval: 49
Publication(ID2798) => Min Interval: 1, Max Interval: 50
Publication(ID2799) => Min Interval: 4, Max Interval: 41
Publication(ID2800) => Min Interval: 3, Max Interval: 50
Publication(ID2801) => Min Interval: 2, Max Interval: 50
Publication(ID2802) => Min Interval: 14, Max Interval: 45
Publication(ID2806) => Min Interval: 9, Max Interval: 46
Publication(ID2807) => Min Interval: 11, Max Interval: 50
Publication(ID2811) => Min Interval: 11, Max Interval: 50
Publication(ID2818) => Min Interval: 0, Max Interval: 50
Publication(ID2820) => Min Interval: 11, Max Interval: 47
Publication(ID2822) => Min Interval: 2, Max Interval: 36
