Stored fact information:
Lecturer(ID0) => Min Interval: 30, Max Interval: 35
Lecturer(ID2102) => Min Interval: 8, Max Interval: 36
Lecturer(ID2105) => Min Interval: 10, Max Interval: 49
Lecturer(ID2108) => Min Interval: 32, Max Interval: 42
Lecturer(ID2109) => Min Interval: 3, Max Interval: 41
Lecturer(ID2111) => Min Interval: 9, Max Interval: 28
Lecturer(ID2116) => Min Interval: 23, Max Interval: 38
Lecturer(ID2118) => Min Interval: 25, Max Interval: 30
Lecturer(ID2120) => Min Interval: 2, Max Interval: 29
Lecturer(ID2121) => Min Interval: 33, Max Interval: 39
Lecturer(ID2125) => Min Interval: 3, Max Interval: 49
Lecturer(ID2126) => Min Interval: 8, Max Interval: 39
Lecturer(ID2128) => Min Interval: 5, Max Interval: 43
Lecturer(ID2130) => Min Interval: 2, Max Interval: 46
Lecturer(ID2133) => Min Interval: 15, Max Interval: 31
Lecturer(ID2135) => Min Interval: 19, Max Interval: 49
Lecturer(ID2136) => Min Interval: 2, Max Interval: 47
Lecturer(ID2143) => Min Interval: 21, Max Interval: 30
Lecturer(ID2144) => Min Interval: 9, Max Interval: 34
Lecturer(ID2151) => Min Interval: 17, Max Interval: 31
Lecturer(ID2153) => Min Interval: 37, Max Interval: 38
Lecturer(ID2154) => Min Interval: 26, Max Interval: 35
Lecturer(ID2156) => Min Interval: 3, Max Interval: 19
Lecturer(ID2158) => Min Interval: 6, Max Interval: 45
Lecturer(ID2167) => Min Interval: 3, Max Interval: 45
Lecturer(ID2169) => Min Interval: 3, Max Interval: 37
Lecturer(ID2171) => Min Interval: 25, Max Interval: 30
Lecturer(ID2174) => Min Interval: 11, Max Interval: 23
Lecturer(ID2182) => Min Interval: 2, Max Interval: 48
Lecturer(ID2183) => Min Interval: 27, Max Interval: 37
Lecturer(ID2187) => Min Interval: 4, Max Interval: 34
Lecturer(ID2188) => Min Interval: 9, Max Interval: 35
Lecturer(ID2190) => Min Interval: 32, Max Interval: 44
Lecturer(ID2192) => Min Interval: 14, Max Interval: 41
Lecturer(ID2194) => Min Interval: 13, Max Interval: 24
Lecturer(ID2196) => Min Interval: 10, Max Interval: 42
Lecturer(ID2200) => Min Interval: 8, Max Interval: 37
Lecturer(ID2201) => Min Interval: 29, Max Interval: 42
Lecturer(ID2203) => Min Interval: 4, Max Interval: 47
Lecturer(ID2204) => Min Interval: 3, Max Interval: 37
Lecturer(ID2206) => Min Interval: 16, Max Interval: 31
Lecturer(ID2211) => Min Interval: 21, Max Interval: 39
Lecturer(ID2215) => Min Interval: 12, Max Interval: 30
Lecturer(ID2216) => Min Interval: 34, Max Interval: 45
Lecturer(ID2217) => Min Interval: 8, Max Interval: 29
Lecturer(ID2218) => Min Interval: 9, Max Interval: 42
Lecturer(ID2220) => Min Interval: 9, Max Interval: 40
Lecturer(ID2221) => Min Interval: 9, Max Interval: 10
Lecturer(ID2224) => Min Interval: 2, Max Interval: 44
Lecturer(ID2227) => Min Interval: 18, Max Interval: 45
Lecturer(ID2231) => Min Interval: 4, Max Interval: 36
Lecturer(ID2232) => Min Interval: 13, Max Interval: 20
Lecturer(ID2234) => Min Interval: 15, Max Interval: 22
Lecturer(ID2235) => Min Interval: 9, Max Interval: 17
Lecturer(ID2238) => Min Interval: 9, Max Interval: 48
Lecturer(ID2239) => Min Interval: 42, Max Interval: 44
Lecturer(ID2240) => Min Interval: 9, Max Interval: 14
Lecturer(ID2241) => Min Interval: 16, Max Interval: 22
Lecturer(ID2243) => Min Interval: 26, Max Interval: 48
Lecturer(ID2244) => Min Interval: 9, Max Interval: 41
Lecturer(ID2245) => Min Interval: 10, Max Interval: 19
Lecturer(ID2248) => Min Interval: 13, Max Interval: 32
Lecturer(ID2250) => Min Interval: 1, Max Interval: 17
Lecturer(ID2252) => Min Interval: 3, Max Interval: 48
Lecturer(ID2257) => Min Interval: 11, Max Interval: 13
Lecturer(ID2265) => Min Interval: 25, Max Interval: 42
Lecturer(ID2267) => Min Interval: 24, Max Interval: 42
Lecturer(ID2272) => Min Interval: 19, Max Interval: 43
Lecturer(ID2275) => Min Interval: 6, Max Interval: 48
Lecturer(ID2277) => Min Interval: 7, Max Interval: 43
Lecturer(ID2279) => Min Interval: 1, Max Interval: 48
Lecturer(ID2281) => Min Interval: 6, Max Interval: 46
Lecturer(ID2283) => Min Interval: 25, Max Interval: 43
Lecturer(ID2290) => Min Interval: 8, Max Interval: 13
Lecturer(ID2291) => Min Interval: 7, Max Interval: 47
Lecturer(ID2293) => Min Interval: 32, Max Interval: 36
Lecturer(ID2295) => Min Interval: 8, Max Interval: 31
Lecturer(ID2298) => Min Interval: 1, Max Interval: 42
Lecturer(ID2300) => Min Interval: 6, Max Interval: 31
Lecturer(ID2302) => Min Interval: 4, Max Interval: 48
Lecturer(ID2306) => Min Interval: 37, Max Interval: 45
Lecturer(ID2310) => Min Interval: 2, Max Interval: 41
Lecturer(ID2312) => Min Interval: 28, Max Interval: 45
Lecturer(ID2315) => Min Interval: 15, Max Interval: 17
Lecturer(ID2320) => Min Interval: 1, Max Interval: 43
Lecturer(ID2321) => Min Interval: 26, Max Interval: 30
Lecturer(ID2322) => Min Interval: 11, Max Interval: 11
Lecturer(ID2323) => Min Interval: 4, Max Interval: 29
Lecturer(ID2325) => Min Interval: 21, Max Interval: 29
Lecturer(ID2327) => Min Interval: 3, Max Interval: 40
Lecturer(ID2330) => Min Interval: 5, Max Interval: 45
Lecturer(ID2331) => Min Interval: 12, Max Interval: 44
Lecturer(ID2334) => Min Interval: 18, Max Interval: 24
Lecturer(ID2338) => Min Interval: 19, Max Interval: 43
Lecturer(ID2339) => Min Interval: 12, Max Interval: 39
Lecturer(ID2342) => Min Interval: 30, Max Interval: 45
Lecturer(ID2343) => Min Interval: 29, Max Interval: 44
Lecturer(ID2345) => Min Interval: 1, Max Interval: 44
Lecturer(ID2348) => Min Interval: 18, Max Interval: 44
Lecturer(ID2351) => Min Interval: 21, Max Interval: 43
Lecturer(ID2353) => Min Interval: 15, Max Interval: 47
Lecturer(ID2358) => Min Interval: 23, Max Interval: 33
Lecturer(ID2359) => Min Interval: 8, Max Interval: 46
Lecturer(ID2360) => Min Interval: 0, Max Interval: 47
Lecturer(ID2361) => Min Interval: 18, Max Interval: 19
Lecturer(ID2363) => Min Interval: 23, Max Interval: 43
Lecturer(ID2368) => Min Interval: 13, Max Interval: 15
Lecturer(ID2370) => Min Interval: 8, Max Interval: 45
Lecturer(ID2371) => Min Interval: 9, Max Interval: 29
Lecturer(ID2372) => Min Interval: 11, Max Interval: 21
Lecturer(ID2373) => Min Interval: 20, Max Interval: 34
Lecturer(ID2376) => Min Interval: 20, Max Interval: 43
Lecturer(ID2380) => Min Interval: 6, Max Interval: 36
Lecturer(ID2381) => Min Interval: 14, Max Interval: 43
Lecturer(ID2390) => Min Interval: 13, Max Interval: 37
Lecturer(ID2391) => Min Interval: 12, Max Interval: 45
Lecturer(ID2395) => Min Interval: 28, Max Interval: 32
Lecturer(ID2396) => Min Interval: 9, Max Interval: 16
Lecturer(ID2398) => Min Interval: 11, Max Interval: 28
Lecturer(ID2404) => Min Interval: 27, Max Interval: 38
Lecturer(ID2408) => Min Interval: 14, Max Interval: 35
Lecturer(ID2409) => Min Interval: 9, Max Interval: 23
Lecturer(ID2410) => Min Interval: 9, Max Interval: 23
Lecturer(ID2412) => Min Interval: 7, Max Interval: 37
Lecturer(ID2417) => Min Interval: 15, Max Interval: 28
Lecturer(ID2420) => Min Interval: 16, Max Interval: 25
Lecturer(ID2423) => Min Interval: 23, Max Interval: 44
Lecturer(ID2425) => Min Interval: 0, Max Interval: 39
Lecturer(ID2427) => Min Interval: 10, Max Interval: 32
Lecturer(ID2428) => Min Interval: 18, Max Interval: 43
Lecturer(ID2429) => Min Interval: 18, Max Interval: 38
Lecturer(ID2430) => Min Interval: 0, Max Interval: 43
Lecturer(ID2432) => Min Interval: 30, Max Interval: 32
Lecturer(ID2433) => Min Interval: 21, Max Interval: 24
Lecturer(ID2434) => Min Interval: 8, Max Interval: 41
Lecturer(ID2436) => Min Interval: 15, Max Interval: 43
Lecturer(ID2440) => Min Interval: 19, Max Interval: 37
Lecturer(ID2444) => Min Interval: 10, Max Interval: 43
Lecturer(ID2446) => Min Interval: 18, Max Interval: 34
Lecturer(ID2449) => Min Interval: 12, Max Interval: 28
Lecturer(ID2455) => Min Interval: 7, Max Interval: 42
Lecturer(ID2459) => Min Interval: 24, Max Interval: 24
Lecturer(ID2464) => Min Interval: 12, Max Interval: 34
Lecturer(ID2469) => Min Interval: 34, Max Interval: 48
Lecturer(ID2471) => Min Interval: 20, Max Interval: 42
Lecturer(ID2475) => Min Interval: 18, Max Interval: 32
Lecturer(ID2476) => Min Interval: 12, Max Interval: 39
Lecturer(ID2477) => Min Interval: 10, Max Interval: 18
Lecturer(ID2480) => Min Interval: 19, Max Interval: 31
Lecturer(ID2486) => Min Interval: 17, Max Interval: 34
Lecturer(ID2490) => Min Interval: 16, Max Interval: 28
Lecturer(ID2492) => Min Interval: 8, Max Interval: 18
Lecturer(ID2499) => Min Interval: 36, Max Interval: 40
Lecturer(ID2510) => Min Interval: 15, Max Interval: 43
Lecturer(ID2515) => Min Interval: 10, Max Interval: 14
Lecturer(ID2516) => Min Interval: 17, Max Interval: 34
Lecturer(ID2518) => Min Interval: 9, Max Interval: 46
Lecturer(ID2520) => Min Interval: 12, Max Interval: 19
Lecturer(ID2522) => Min Interval: 14, Max Interval: 35
Lecturer(ID2524) => Min Interval: 14, Max Interval: 49
Lecturer(ID2525) => Min Interval: 19, Max Interval: 22
Lecturer(ID2526) => Min Interval: 8, Max Interval: 34
Lecturer(ID2528) => Min Interval: 4, Max Interval: 41
Lecturer(ID2534) => Min Interval: 11, Max Interval: 23
Lecturer(ID2536) => Min Interval: 15, Max Interval: 23
Lecturer(ID2543) => Min Interval: 14, Max Interval: 41
Lecturer(ID2544) => Min Interval: 16, Max Interval: 27
Lecturer(ID2547) => Min Interval: 24, Max Interval: 40
Lecturer(ID2548) => Min Interval: 11, Max Interval: 42
Lecturer(ID2550) => Min Interval: 9, Max Interval: 31
Lecturer(ID2551) => Min Interval: 26, Max Interval: 41
Lecturer(ID2553) => Min Interval: 9, Max Interval: 15
Lecturer(ID2558) => Min Interval: 24, Max Interval: 39
Lecturer(ID2564) => Min Interval: 26, Max Interval: 37
Lecturer(ID2566) => Min Interval: 8, Max Interval: 45
Lecturer(ID2571) => Min Interval: 15, Max Interval: 36
Lecturer(ID2574) => Min Interval: 8, Max Interval: 37
Lecturer(ID2576) => Min Interval: 14, Max Interval: 26
Lecturer(ID2577) => Min Interval: 18, Max Interval: 19
Lecturer(ID2578) => Min Interval: 11, Max Interval: 14
Lecturer(ID2581) => Min Interval: 10, Max Interval: 42
Lecturer(ID2585) => Min Interval: 25, Max Interval: 39
Lecturer(ID2586) => Min Interval: 19, Max Interval: 45
Lecturer(ID2601) => Min Interval: 18, Max Interval: 38
Lecturer(ID2611) => Min Interval: 18, Max Interval: 45
Lecturer(ID2614) => Min Interval: 22, Max Interval: 35
Lecturer(ID2621) => Min Interval: 19, Max Interval: 20
Lecturer(ID2627) => Min Interval: 30, Max Interval: 30
Lecturer(ID2630) => Min Interval: 8, Max Interval: 44
Lecturer(ID2633) => Min Interval: 12, Max Interval: 40
Lecturer(ID2650) => Min Interval: 8, Max Interval: 19
Lecturer(ID2653) => Min Interval: 2, Max Interval: 44
Lecturer(ID2656) => Min Interval: 13, Max Interval: 42
Lecturer(ID2660) => Min Interval: 38, Max Interval: 42
Lecturer(ID2667) => Min Interval: 9, Max Interval: 43
Lecturer(ID2674) => Min Interval: 30, Max Interval: 40
Lecturer(ID2679) => Min Interval: 20, Max Interval: 47
Lecturer(ID2682) => Min Interval: 10, Max Interval: 20
Lecturer(ID2687) => Min Interval: 23, Max Interval: 42
Lecturer(ID2688) => Min Interval: 11, Max Interval: 45
Lecturer(ID2689) => Min Interval: 18, Max Interval: 22
Lecturer(ID2691) => Min Interval: 9, Max Interval: 34
Lecturer(ID2693) => Min Interval: 21, Max Interval: 25
Lecturer(ID2695) => Min Interval: 15, Max Interval: 24
Lecturer(ID2707) => Min Interval: 8, Max Interval: 42
Lecturer(ID2711) => Min Interval: 24, Max Interval: 28
Lecturer(ID2712) => Min Interval: 8, Max Interval: 41
Lecturer(ID2716) => Min Interval: 14, Max Interval: 45
Lecturer(ID2722) => Min Interval: 15, Max Interval: 41
Lecturer(ID2725) => Min Interval: 30, Max Interval: 39
Lecturer(ID2745) => Min Interval: 19, Max Interval: 30
Lecturer(ID2746) => Min Interval: 20, Max Interval: 33
Lecturer(ID2753) => Min Interval: 30, Max Interval: 44
Lecturer(ID2759) => Min Interval: 29, Max Interval: 41
Lecturer(ID2764) => Min Interval: 19, Max Interval: 44
Lecturer(ID2773) => Min Interval: 13, Max Interval: 44
Lecturer(ID2774) => Min Interval: 18, Max Interval: 38
Lecturer(ID2830) => Min Interval: 25, Max Interval: 41
Lecturer(ID2833) => Min Interval: 2, Max Interval: 39
Lecturer(ID2834) => Min Interval: 22, Max Interval: 42
Lecturer(ID2835) => Min Interval: 16, Max Interval: 37
Lecturer(ID2837) => Min Interval: 9, Max Interval: 45
Lecturer(ID2838) => Min Interval: 5, Max Interval: 45
Lecturer(ID2841) => Min Interval: 16, Max Interval: 43
Lecturer(ID2844) => Min Interval: 5, Max Interval: 44
Lecturer(ID2845) => Min Interval: 9, Max Interval: 33
Lecturer(ID2849) => Min Interval: 1, Max Interval: 29
Lecturer(ID2851) => Min Interval: 2, Max Interval: 34
Lecturer(ID2853) => Min Interval: 37, Max Interval: 43
Lecturer(ID2854) => Min Interval: 7, Max Interval: 43
Lecturer(ID2856) => Min Interval: 10, Max Interval: 27
Lecturer(ID2859) => Min Interval: 10, Max Interval: 34
Lecturer(ID2861) => Min Interval: 4, Max Interval: 38
Lecturer(ID2863) => Min Interval: 3, Max Interval: 47
Lecturer(ID2864) => Min Interval: 5, Max Interval: 39
Lecturer(ID2866) => Min Interval: 10, Max Interval: 41
Lecturer(ID2869) => Min Interval: 34, Max Interval: 48
Lecturer(ID2872) => Min Interval: 35, Max Interval: 42
Lecturer(ID2873) => Min Interval: 5, Max Interval: 46
Lecturer(ID2875) => Min Interval: 24, Max Interval: 38
Lecturer(ID2879) => Min Interval: 25, Max Interval: 35
Lecturer(ID2881) => Min Interval: 12, Max Interval: 45
Lecturer(ID2882) => Min Interval: 16, Max Interval: 41
Lecturer(ID2884) => Min Interval: 8, Max Interval: 31
Lecturer(ID2889) => Min Interval: 9, Max Interval: 22
Lecturer(ID2895) => Min Interval: 36, Max Interval: 45
Lecturer(ID2896) => Min Interval: 23, Max Interval: 43
Lecturer(ID2897) => Min Interval: 12, Max Interval: 41
Lecturer(ID2899) => Min Interval: 17, Max Interval: 43
Lecturer(ID2902) => Min Interval: 24, Max Interval: 47
Lecturer(ID2905) => Min Interval: 17, Max Interval: 43
Lecturer(ID2909) => Min Interval: 21, Max Interval: 27
Lecturer(ID2910) => Min Interval: 4, Max Interval: 45
Lecturer(ID2912) => Min Interval: 21, Max Interval: 39
Lecturer(ID2913) => Min Interval: 15, Max Interval: 24
Lecturer(ID2915) => Min Interval: 11, Max Interval: 28
Lecturer(ID2916) => Min Interval: 0, Max Interval: 49
Lecturer(ID2921) => Min Interval: 19, Max Interval: 27
Lecturer(ID2922) => Min Interval: 9, Max Interval: 38
Lecturer(ID2928) => Min Interval: 20, Max Interval: 31
Lecturer(ID2931) => Min Interval: 2, Max Interval: 32
Lecturer(ID2933) => Min Interval: 28, Max Interval: 43
Lecturer(ID2936) => Min Interval: 13, Max Interval: 43
Lecturer(ID2945) => Min Interval: 15, Max Interval: 19
Lecturer(ID2946) => Min Interval: 12, Max Interval: 29
Lecturer(ID2949) => Min Interval: 13, Max Interval: 45
Lecturer(ID2951) => Min Interval: 8, Max Interval: 34
Lecturer(ID2952) => Min Interval: 22, Max Interval: 31
Lecturer(ID2954) => Min Interval: 24, Max Interval: 34
Lecturer(ID2958) => Min Interval: 32, Max Interval: 44
Lecturer(ID2959) => Min Interval: 3, Max Interval: 45
Lecturer(ID2960) => Min Interval: 13, Max Interval: 43
Lecturer(ID2962) => Min Interval: 12, Max Interval: 41
Lecturer(ID2964) => Min Interval: 20, Max Interval: 39
Lecturer(ID2966) => Min Interval: 3, Max Interval: 46
Lecturer(ID2967) => Min Interval: 11, Max Interval: 37
Lecturer(ID2968) => Min Interval: 1, Max Interval: 34
Lecturer(ID2970) => Min Interval: 7, Max Interval: 35
Lecturer(ID2971) => Min Interval: 34, Max Interval: 37
Lecturer(ID2979) => Min Interval: 2, Max Interval: 29
Lecturer(ID2983) => Min Interval: 14, Max Interval: 46
Lecturer(ID2985) => Min Interval: 1, Max Interval: 44
Lecturer(ID2987) => Min Interval: 20, Max Interval: 40
Lecturer(ID2989) => Min Interval: 23, Max Interval: 38
Lecturer(ID2994) => Min Interval: 27, Max Interval: 32
Lecturer(ID3004) => Min Interval: 29, Max Interval: 50
Lecturer(ID3006) => Min Interval: 28, Max Interval: 44
Lecturer(ID3007) => Min Interval: 9, Max Interval: 40
Lecturer(ID3009) => Min Interval: 8, Max Interval: 45
Lecturer(ID3012) => Min Interval: 15, Max Interval: 29
Lecturer(ID3015) => Min Interval: 5, Max Interval: 48
Lecturer(ID3021) => Min Interval: 11, Max Interval: 43
Lecturer(ID3024) => Min Interval: 8, Max Interval: 36
Lecturer(ID3025) => Min Interval: 4, Max Interval: 47
Lecturer(ID3027) => Min Interval: 13, Max Interval: 47
Lecturer(ID3029) => Min Interval: 6, Max Interval: 44
Lecturer(ID3030) => Min Interval: 6, Max Interval: 45
Lecturer(ID3032) => Min Interval: 9, Max Interval: 44
Lecturer(ID3037) => Min Interval: 21, Max Interval: 44
Lecturer(ID3038) => Min Interval: 3, Max Interval: 46
Lecturer(ID3040) => Min Interval: 18, Max Interval: 38
Lecturer(ID3041) => Min Interval: 17, Max Interval: 30
Lecturer(ID3042) => Min Interval: 0, Max Interval: 38
Lecturer(ID3049) => Min Interval: 16, Max Interval: 28
Lecturer(ID3053) => Min Interval: 9, Max Interval: 38
Lecturer(ID3058) => Min Interval: 6, Max Interval: 45
Lecturer(ID3060) => Min Interval: 8, Max Interval: 42
Lecturer(ID3062) => Min Interval: 11, Max Interval: 44
Lecturer(ID3067) => Min Interval: 12, Max Interval: 43
Lecturer(ID3071) => Min Interval: 41, Max Interval: 44
Lecturer(ID3075) => Min Interval: 16, Max Interval: 37
Lecturer(ID3077) => Min Interval: 6, Max Interval: 45
Lecturer(ID3078) => Min Interval: 13, Max Interval: 26
Lecturer(ID3082) => Min Interval: 11, Max Interval: 47
Lecturer(ID3083) => Min Interval: 3, Max Interval: 46
Lecturer(ID3085) => Min Interval: 18, Max Interval: 43
Lecturer(ID3086) => Min Interval: 11, Max Interval: 30
Lecturer(ID3087) => Min Interval: 15, Max Interval: 16
Lecturer(ID3088) => Min Interval: 1, Max Interval: 34
Lecturer(ID3090) => Min Interval: 13, Max Interval: 35
Lecturer(ID3095) => Min Interval: 6, Max Interval: 37
Lecturer(ID3096) => Min Interval: 8, Max Interval: 42
Lecturer(ID3098) => Min Interval: 8, Max Interval: 23
Lecturer(ID3099) => Min Interval: 17, Max Interval: 41
Lecturer(ID3101) => Min Interval: 17, Max Interval: 41
Lecturer(ID3103) => Min Interval: 18, Max Interval: 28
Lecturer(ID3105) => Min Interval: 28, Max Interval: 34
Lecturer(ID3109) => Min Interval: 19, Max Interval: 47
Lecturer(ID3111) => Min Interval: 17, Max Interval: 42
Lecturer(ID3112) => Min Interval: 31, Max Interval: 41
Lecturer(ID3114) => Min Interval: 28, Max Interval: 38
Lecturer(ID3118) => Min Interval: 1, Max Interval: 39
Lecturer(ID3122) => Min Interval: 6, Max Interval: 43
Lecturer(ID3123) => Min Interval: 8, Max Interval: 37
Lecturer(ID3125) => Min Interval: 14, Max Interval: 47
Lecturer(ID3127) => Min Interval: 16, Max Interval: 43
Lecturer(ID3128) => Min Interval: 25, Max Interval: 34
Lecturer(ID3129) => Min Interval: 20, Max Interval: 44
Lecturer(ID3131) => Min Interval: 23, Max Interval: 37
Lecturer(ID3132) => Min Interval: 22, Max Interval: 33
Lecturer(ID3140) => Min Interval: 10, Max Interval: 29
Lecturer(ID3141) => Min Interval: 10, Max Interval: 42
Lecturer(ID3142) => Min Interval: 17, Max Interval: 44
Lecturer(ID3143) => Min Interval: 8, Max Interval: 42
Lecturer(ID3144) => Min Interval: 21, Max Interval: 41
Lecturer(ID3150) => Min Interval: 11, Max Interval: 43
Lecturer(ID3151) => Min Interval: 11, Max Interval: 45
Lecturer(ID3152) => Min Interval: 7, Max Interval: 30
Lecturer(ID3154) => Min Interval: 10, Max Interval: 22
Lecturer(ID3157) => Min Interval: 19, Max Interval: 20
Lecturer(ID3159) => Min Interval: 21, Max Interval: 37
Lecturer(ID3164) => Min Interval: 14, Max Interval: 46
Lecturer(ID3167) => Min Interval: 11, Max Interval: 36
Lecturer(ID3171) => Min Interval: 27, Max Interval: 31
Lecturer(ID3176) => Min Interval: 43, Max Interval: 43
Lecturer(ID3177) => Min Interval: 11, Max Interval: 31
